sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	3815_B	3816_B	3817_B	3818_B	C1d	C31	C17d	C42.2	C21	C1	C21ac	3809_C	C3cg	C17e	C31a	1853_C	C17f	C31.9	C1b	C1bi	1840_C	C17	3810_C	C3cw	C31.1	1365_C	1857_C	C31.10	C1ag	1841_C	1849_C	C1k	1862_C	1402_C	1842_C	1846_C	1876_C	C21k	1861_C	1844_C	1875_C	3811_C	1855_C	C3	1872_C	C45c	2275_C	1858_C	1859_C	C115k	2135_C	1860_C	1467_C	2146_C	1852_C	2121_C	C17.2	2119_C	C3.14	1425_C	C31.5	1629_C	1372_C	1845_C	1409_C	1873_C	2194_C	C21.16	C1au	2151_C	1382_C	C3.12	2111_C	C31b	1697_C	2104_C	3827_C	1854_C	3821_C	1843_C	2206_C	1839_C	3838_C	1856_C	3822_C	2186_C	2115_C	3839_C	3842_C	1445_C	1863_C	2868_C	2099_C	3023_C	3823_C	2132_C	3837_C	3851_C	C1bk	1557_C	1535_C	2137_C	2158_C	2136_C	3844_C	3857_C	3824_C	2145_C	2095_C	C15h	3845_C	3829_C	3861_C	1375_C	C21ad	1847_C	3846_C	2854_C	2204_C	3825_C	2496_C	3852_C	3847_C	2497_C	2097_C	3820_C	3850_C	3836_C	2349_C	3855_C	1502_C	3840_C	3853_C	3854_C	1487_C	1541_C	3841_C	3848_C	3828_C	2436_C	2116_C	2109_C	1367_C	1867_C	3859_C	3856_C	1422_C	2166_C	3843_C	3812_C	1850_C	2113_C	1851_C	2376_C	3860_C	3813_C	2157_C	2098_C	3808_C	2534_C	3806_C	3832_C	3849_C	C3.2	2225_C	2094_C	3826_C	3833_C	3834_C	3024_C	1772_C	3862_C	2569_C	2687_C	3863_C	1454_C	3807_C	3819_C	D1	D4	D6	D1ab	1833_D	1835_D	1834_D	D4d	1836_D	D17d	1838_D	D17j	1837_D	1869_D	D5m	1868_D	D17e	D1r	D17c	D17l	D17k	D17	3082_D	D1.6	3036_D	1871_D	3190_D	3075_D	3069_D	1870_D	3292_D	1877_D	3041_D	D2.2	3830_D	3442_D	3835_D	D4b	3585_D	3831_D	3100_D	3137_D	3597_D	3858_D	3600_D	G3l	G3m	G3k	3814_G	G3v
289	HP329	2.2953962371721777	1.0507411630558723	0.015714082098061573	1.0230188141391106	0.015571550741163056	0.0003206955530216648	3.563283922462942e-05	0.027401653363740022	0.00010689851767388826	1.0	0.0003206955530216648	0	0	0.01924173318129989	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8621365450399088	0	0	0.043187001140250855	0	0.03606043329532497	0	0	0.01728192702394527	0	0	0	0	0	0.008338084378563284	0.007233466362599772	0	0	0.012756556442417332	0.0065208095781071835	0	0.006485176738882555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	HP214	2.1473548545476864	1.0355959248803241	0.01749110101877992	1.0298269301583405	0.017429728734503498	0.005768994721983552	6.137228427642077e-05	0.0	0.0	1.0	0.0006137228427642077	0	0	0.006873695838959126	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8382840309316313	0	0	0.06658892843991654	0	0.04289922670921812	0	0	0.010617405179820794	0	0	0	0	0	0.00791702467165828	0.009205842641463116	0	0	0	0.006566834417577022	0	0.006873695838959126	0	0	0	0	0	0.006444089849024181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004602921320731558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	HP180	1.8683483892960626	1.027612067496165	0.014658258053519686	1.0257030850519857	0.014624169081302199	0.001908982444179308	3.4088972217487644e-05	0.0	0.0	1.0	0.0003068007499573888	0	0	0.009169933526504175	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7873529913073121	0	0	0.08876768365433782	0	0.06718936424066814	0	0	0.01431736833134481	0	0	0	0	0	0.008010908471109596	0.008999488665416737	0	0	0	0.009340378387591615	0	0.009169933526504175	0	0	0	0	0	0.006851883415715016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	HP237	1.9693139140789595	1.03444169643675	0.016579646423009985	1.0314188879728863	0.016533846294769627	0.003022808463863699	4.5800128240359075e-05	0.0	0.0	1.0	0.00045800128240359073	0	0	0.005862416414765962	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0.8248603096088669	0	0	0.0772190162132454	0	0.04552532747091692	0	0	0.00934322616103325	0	0	0	0	0	0.010579829623522946	0.009160025648071815	0	0	0	0.006412017953650271	0	0.005862416414765962	0	0	0	0	0	0.006732618851332784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004305212054593753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	HP106	2.1705237043067025	1.0362057603597317	0.016242198705275806	1.0343063146877545	0.016203434507888515	0.0018994456719773618	3.87641973872931e-05	0.0	0.0	1.0	0.00038764197387293096	0	0	0.010815211071054775	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8259099895336667	0	0	0.055936736829863935	0	0.05857270225219987	0	0	0.01589332092879017	0	0	0	0	0	0.007830367872233205	0.007830367872233205	0	0	0	0.01089273946582936	0	0.006241035779354189	0	0	0	0	0	0.006318564174128774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004574175291700585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	HP353	1.8832501386577927	1.0318912922906267	0.01779441671288593	1.0301349602514327	0.017701978184507302	0.0005084119060824551	4.621926418931411e-05	0.0012479201331114808	4.621926418931411e-05	1.0	0.0007395082270290257	0	0	0.012987613237197264	0.0005546311702717693	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	NoData	NoData	0	0	0	0	0.8233961915326308	0	0	0.06808097615085967	0	0.0481604732852653	0	0	0.014281752634498058	0	0	0	0	0	0.011462377518949898	0.00845812534664448	0	0	0.004760584211499353	0.007811055647994084	0	0.008227029025697911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015714549824366797	0.0018487705675725643	0.0005546311702717693	0	0	0	0	0	0	0.00032353484932519876	0	0.0005084119060824551	0	0	0	0.00036975411351451286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018487705675725643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	HP175	1.990325306294888	1.0298267849598648	0.016138572032108153	1.027925644275454	0.016096324461343473	0.0019011406844106464	4.224757076468103e-05	0.0	0.0	1.0	0.0004224757076468103	0	0	0.008238276299112801	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8092099704267005	0	0	0.08005914659907055	0	0.05378115758343895	0	0	0.010519645120405577	0	0	0	0	0	0.010308407266582172	0.011280101394169835	0	0	0	0.009252217997465145	0	0.008238276299112801	0	0	0	0	0	0.007182087029995775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016899028305872413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	HP229	2.0978485635091735	1.0284658365964188	0.016014782876501387	1.0265739803774914	0.015970786220247262	0.0018918562189273616	4.399665625412469e-05	0.0	0.0	1.0	0.00048396321879537154	0	0	0.010119230938448678	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8033789432003168	0	0	0.08068986757006467	0	0.05006819481719389	0	0	0.017642659157904	0	0	0	0	0	0.007743411500725945	0.005895551938052708	0	0	0	0.008315368032029567	0	0.010119230938448678	0	0	0	0	0	0.006511505125610453	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004839632187953716	0	0	0	0.004795635531699591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	HP253	1.9453535654071208	1.0575721511454925	0.01983536645839532	1.054894376673609	0.01978577804224933	0.002677774471883368	4.9588416145988295e-05	0.0	0.0	1.0	0.0005950609937518596	0	0	0.014083110185460677	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8384905286125162	0	0	0.05682832490330259	0	0.040910443320440346	0	0	0.01542199742140236	0	0	0	0	0	0.009768917980759694	0.005653079440642666	0	0	0	0.00669443617970842	0	0.00699196667658435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011454924129723296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007091143508876327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039670732916790636	0.0002975304968759298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	HP122	2.2226871004136894	1.037373072583678	0.017252726588943213	1.037373072583678	0.017252726588943213	0.0	0.0	0.0	0.0	1.0	0.0005171116961263633	0	0	0.012786761940579164	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData	0	0	0	0	0.8081515607371192	0	0	0.05377961639714178	0	0.06022000752162467	0	0	0.021624670928920647	0	0	0	0	0	0.012081609627679579	0.011141406543813464	0	0	0	0.008320797292215118	0	0.008273787138021812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006299360661902971	0	0	0	0.005594208349003385	0	0	0	0	0	0	0	0	0	0.0045129748025573525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	HP215	1.9862929235439195	1.0388446215139442	0.016979700246632517	1.0341016884841585	0.01693227091633466	0.00474293302978562	4.7429330297856194e-05	0.0	0.0	1.0	0.0005691519635742744	0	0	0.012663631189527604	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0.8119427053690002	0	0	0.061231265414532346	0	0.05027509011572757	0	0	0.01683741225573895	0	0	0	0	0	0.012284196547144754	0.006545247581104155	0	0	0	0.01271106051982546	0	0.008394991462720547	0	0	0	0	0	0.006213242269019162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004648074369189907	0	0	0	0.004648074369189907	0	0	0	0	0	0	0	0	0	0	0	0	0.0042686397268070575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	HP125	1.8597516119260895	1.0331472586438184	0.015881258384179323	1.0224155091090052	0.015837985200571204	0.0	0.0	0.010731749534813276	4.3273183608118046e-05	1.0	0.0005192782032974166	0	0	0.02466571465662729	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.7956207538188584	0	0	0.07057856246484054	0	0.054956943182309925	0	0	0.018737288502315114	0	0	0	0	0	0.009693193128218444	0.007313168029771951	0	0	0.01575143883335497	0.008092085334718075	0	0.008914275823272318	0	0	0	0	0	0.005365874767406638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004673503829676749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030291228525682637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	HP137	2.0734148529342336	1.024928001510788	0.015485576696095557	1.0232283650441434	0.015438364572022096	0.0016996364666446344	4.7212124073462063e-05	0.0	0.0	1.0	0.0005665454888815447	0	0	0.023936546905245267	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7624758037864123	0	0	0.09192200557103064	0	0.06916576176762193	0	0	0.014116425097965157	0	0	0	0	0	0.008356545961002786	0.011708606770218592	0	0	0	0.008970303573957792	0	0.008781455077663943	0	0	0	0	0	0.008970303573957792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015155091827581324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018884849629384825	0	0.00018884849629384825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	HP336	2.1177328975017513	1.050607051132384	0.01774457156198926	1.0466378706514126	0.017686201260798506	0.003969180480971282	5.8370301190754146e-05	0.0	0.0	1.0	0.0007004436142890498	0	0	0.02971048330609386	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7755661919215503	0	0	0.08813915479803876	0	0.06181414896100864	0	0	0.010798505720289517	0	0	0	0	0	0.007646509455988793	0.0119659117441046	0	0	0	0.006420733130982956	0	0.005545178613121643	0	0	0	0	0	0.007646509455988793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005953770721456923	0	0	0	0	0	0.018211533971515294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002918515059537707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	HP145	1.993408297789841	1.0320666925164792	0.01585886002326483	1.0320666925164792	0.01585886002326483	0.0	0.0	0.0	0.0	1.0	0.00046529662659945713	0	0	0.010120201628538193	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0.7785188057386584	0	0	0.06545172547499031	0	0.06231097324544397	0	0	0.026405583559519195	0	0	0	0	0	0.020046529662659945	0.011360992632803412	0	0	0	0.008840635905389686	0	0.0058549825513765025	0	0	0	0	0	0.0058162078324932144	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006087630864676231	0	0	0	0.005040713454827452	0	0	0	0	0	0	0	0	0	0.004265219077161691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	HP246	1.9427820347894178	1.031377593825158	0.016164215000838974	1.031377593825158	0.016164215000838974	0.0	0.0	0.0	0.0	1.0	0.000894904636724649	0	0	0.02572850830583366	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7635773812853068	0	0	0.07259913865428715	0	0.06420940768499357	0	0	0.025281055987471334	0	0	0	0	0	0.012360870294759215	0.009340567145813524	0	0	0	0.009004977907041781	0	0.0088931148274512	0	0	0	0	0	0.006152469377481962	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005705017059119638	0	0	0	0.005481290899938475	0	0	0	0	0	0	0	0	0	0.005033838581576151	0	0	0.004754180882599698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007047374014206611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003355892387717434	0	0.00022372615918116225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	HP161	2.054857621440536	1.0364965854915604	0.014785465790490917	1.0324378301765236	0.014753253446720783	0.004058755315036722	3.221234377013272e-05	0.0	0.0	1.0	0.0004187604690117253	0	0	0.013722458446076537	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7260018038912511	0	0	0.11905682257441051	0	0.06059141863161964	0	0	0.016396082978997552	0	0	0	0	0	0.014366705321479191	0.01352918438345574	0	0	0	0.011789717819868574	0	0.009599278443499549	0	0	0	0	0	0.00924494266202809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486406390929004	0	0	0	0.005766009534853756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004670789846669243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004123180002576988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
