"Plot Title: 20444033"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444033, SEN S/N: 20444033)","Coupler Detached (LGR S/N: 20444033)","Coupler Attached (LGR S/N: 20444033)","Host Connected (LGR S/N: 20444033)","Stopped (LGR S/N: 20444033)","End Of File (LGR S/N: 20444033)"
1,08/20/18 03:47:45 PM,29.916,,,,,
2,08/20/18 03:47:52 PM,,Logged,,,,
3,08/20/18 03:48:45 PM,30.520,,,,,
4,08/20/18 03:49:45 PM,30.798,,,,,
5,08/20/18 03:50:45 PM,30.874,,,,,
6,08/20/18 03:51:45 PM,30.900,,,,,
7,08/20/18 03:52:45 PM,30.925,,,,,
8,08/20/18 03:53:45 PM,30.925,,,,,
9,08/20/18 03:54:45 PM,30.950,,,,,
10,08/20/18 03:55:45 PM,30.950,,,,,
11,08/20/18 03:56:45 PM,30.976,,,,,
12,08/20/18 03:57:45 PM,30.976,,,,,
13,08/20/18 03:58:45 PM,30.976,,,,,
14,08/20/18 03:59:45 PM,30.976,,,,,
15,08/20/18 04:00:45 PM,30.976,,,,,
16,08/20/18 04:01:45 PM,30.950,,,,,
17,08/20/18 04:02:45 PM,30.950,,,,,
18,08/20/18 04:03:45 PM,30.950,,,,,
19,08/20/18 04:04:45 PM,30.950,,,,,
20,08/20/18 04:05:45 PM,30.950,,,,,
21,08/20/18 04:06:45 PM,30.925,,,,,
22,08/20/18 04:07:45 PM,30.925,,,,,
23,08/20/18 04:08:45 PM,30.925,,,,,
24,08/20/18 04:09:45 PM,30.900,,,,,
25,08/20/18 04:10:45 PM,30.900,,,,,
26,08/20/18 04:11:45 PM,30.874,,,,,
27,08/20/18 04:12:45 PM,30.874,,,,,
28,08/20/18 04:13:45 PM,30.874,,,,,
29,08/20/18 04:14:45 PM,30.849,,,,,
30,08/20/18 04:15:45 PM,30.824,,,,,
31,08/20/18 04:16:45 PM,30.824,,,,,
32,08/20/18 04:17:45 PM,30.824,,,,,
33,08/20/18 04:18:45 PM,30.798,,,,,
34,08/20/18 04:19:45 PM,30.798,,,,,
35,08/20/18 04:20:45 PM,30.773,,,,,
36,08/20/18 04:21:45 PM,30.748,,,,,
37,08/20/18 04:22:45 PM,30.722,,,,,
38,08/20/18 04:23:45 PM,30.722,,,,,
39,08/20/18 04:24:45 PM,30.672,,,,,
40,08/20/18 04:25:45 PM,30.621,,,,,
41,08/20/18 04:26:45 PM,30.571,,,,,
42,08/20/18 04:27:45 PM,30.571,,,,,
43,08/20/18 04:28:45 PM,30.571,,,,,
44,08/20/18 04:29:45 PM,30.571,,,,,
45,08/20/18 04:30:45 PM,30.571,,,,,
46,08/20/18 04:31:45 PM,30.545,,,,,
47,08/20/18 04:32:45 PM,30.545,,,,,
48,08/20/18 04:33:45 PM,30.545,,,,,
49,08/20/18 04:34:45 PM,30.545,,,,,
50,08/20/18 04:35:45 PM,30.469,,,,,
51,08/20/18 04:36:45 PM,30.394,,,,,
52,08/20/18 04:37:45 PM,30.343,,,,,
53,08/20/18 04:38:45 PM,30.318,,,,,
54,08/20/18 04:39:45 PM,30.268,,,,,
55,08/20/18 04:40:45 PM,30.217,,,,,
56,08/20/18 04:41:45 PM,30.192,,,,,
57,08/20/18 04:42:45 PM,30.167,,,,,
58,08/20/18 04:43:45 PM,30.117,,,,,
59,08/20/18 04:44:45 PM,30.091,,,,,
60,08/20/18 04:45:45 PM,30.066,,,,,
61,08/20/18 04:46:45 PM,30.041,,,,,
62,08/20/18 04:47:45 PM,30.016,,,,,
63,08/20/18 04:48:45 PM,29.991,,,,,
64,08/20/18 04:49:45 PM,29.966,,,,,
65,08/20/18 04:50:45 PM,29.941,,,,,
66,08/20/18 04:51:45 PM,29.916,,,,,
67,08/20/18 04:52:45 PM,29.890,,,,,
68,08/20/18 04:53:45 PM,29.865,,,,,
69,08/20/18 04:54:45 PM,29.840,,,,,
70,08/20/18 04:55:45 PM,29.815,,,,,
71,08/20/18 04:56:45 PM,29.790,,,,,
72,08/20/18 04:57:45 PM,29.765,,,,,
73,08/20/18 04:58:45 PM,29.740,,,,,
74,08/20/18 04:59:45 PM,29.715,,,,,
75,08/20/18 05:00:45 PM,29.715,,,,,
76,08/20/18 05:01:45 PM,29.690,,,,,
77,08/20/18 05:02:45 PM,29.665,,,,,
78,08/20/18 05:03:45 PM,29.640,,,,,
