"Plot Title: Tank12 ATHC"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444035, SEN S/N: 20444035)","Coupler Detached (LGR S/N: 20444035)","End Of File (LGR S/N: 20444035)"
56,08/20/18 04:09:10 PM,30.469,,
57,08/20/18 04:09:20 PM,30.469,,
58,08/20/18 04:09:30 PM,30.469,,
59,08/20/18 04:09:40 PM,30.469,,
60,08/20/18 04:09:50 PM,30.469,,
61,08/20/18 04:10:00 PM,30.444,,
62,08/20/18 04:10:10 PM,30.444,,
63,08/20/18 04:10:20 PM,30.444,,
64,08/20/18 04:10:30 PM,30.444,,
65,08/20/18 04:10:40 PM,30.444,,
66,08/20/18 04:10:50 PM,30.444,,
67,08/20/18 04:11:00 PM,30.444,,
68,08/20/18 04:11:10 PM,30.419,,
69,08/20/18 04:11:20 PM,30.419,,
70,08/20/18 04:11:30 PM,30.419,,
71,08/20/18 04:11:40 PM,30.419,,
72,08/20/18 04:11:50 PM,30.419,,
73,08/20/18 04:12:00 PM,30.419,,
74,08/20/18 04:12:10 PM,30.419,,
75,08/20/18 04:12:20 PM,30.394,,
76,08/20/18 04:12:30 PM,30.394,,
77,08/20/18 04:12:40 PM,30.394,,
78,08/20/18 04:12:50 PM,30.394,,
79,08/20/18 04:13:00 PM,30.394,,
80,08/20/18 04:13:10 PM,30.394,,
81,08/20/18 04:13:20 PM,30.394,,
82,08/20/18 04:13:30 PM,30.394,,
83,08/20/18 04:13:40 PM,30.369,,
84,08/20/18 04:13:50 PM,30.369,,
85,08/20/18 04:14:00 PM,30.369,,
86,08/20/18 04:14:10 PM,30.369,,
87,08/20/18 04:14:20 PM,30.369,,
88,08/20/18 04:14:30 PM,30.369,,
89,08/20/18 04:14:40 PM,30.369,,
90,08/20/18 04:14:50 PM,30.343,,
91,08/20/18 04:15:00 PM,30.343,,
92,08/20/18 04:15:10 PM,30.343,,
93,08/20/18 04:15:20 PM,30.343,,
94,08/20/18 04:15:30 PM,30.343,,
95,08/20/18 04:15:40 PM,30.343,,
96,08/20/18 04:15:50 PM,30.343,,
97,08/20/18 04:16:00 PM,30.343,,
98,08/20/18 04:16:10 PM,30.343,,
99,08/20/18 04:16:20 PM,30.318,,
100,08/20/18 04:16:30 PM,30.318,,
101,08/20/18 04:16:40 PM,30.318,,
102,08/20/18 04:16:50 PM,30.318,,
103,08/20/18 04:17:00 PM,30.318,,
104,08/20/18 04:17:10 PM,30.318,,
105,08/20/18 04:17:20 PM,30.318,,
106,08/20/18 04:17:30 PM,30.318,,
107,08/20/18 04:17:40 PM,30.318,,
108,08/20/18 04:17:50 PM,30.318,,
109,08/20/18 04:18:00 PM,30.318,,
110,08/20/18 04:18:10 PM,30.318,,
111,08/20/18 04:18:20 PM,30.293,,
112,08/20/18 04:18:30 PM,30.293,,
113,08/20/18 04:18:40 PM,30.293,,
114,08/20/18 04:18:50 PM,30.293,,
115,08/20/18 04:19:00 PM,30.293,,
116,08/20/18 04:19:10 PM,30.293,,
117,08/20/18 04:19:20 PM,30.293,,
118,08/20/18 04:19:30 PM,30.293,,
119,08/20/18 04:19:40 PM,30.293,,
120,08/20/18 04:19:50 PM,30.268,,
121,08/20/18 04:20:00 PM,30.268,,
122,08/20/18 04:20:10 PM,30.268,,
123,08/20/18 04:20:20 PM,30.268,,
124,08/20/18 04:20:30 PM,30.268,,
125,08/20/18 04:20:40 PM,30.268,,
126,08/20/18 04:20:50 PM,30.268,,
127,08/20/18 04:21:00 PM,30.268,,
128,08/20/18 04:21:10 PM,30.243,,
129,08/20/18 04:21:20 PM,30.243,,
130,08/20/18 04:21:30 PM,30.243,,
131,08/20/18 04:21:40 PM,30.243,,
132,08/20/18 04:21:50 PM,30.243,,
133,08/20/18 04:22:00 PM,30.243,,
134,08/20/18 04:22:10 PM,30.243,,
135,08/20/18 04:22:20 PM,30.217,,
136,08/20/18 04:22:30 PM,30.217,,
137,08/20/18 04:22:40 PM,30.217,,
138,08/20/18 04:22:50 PM,30.217,,
139,08/20/18 04:23:00 PM,30.217,,
140,08/20/18 04:23:10 PM,30.217,,
141,08/20/18 04:23:20 PM,30.217,,
142,08/20/18 04:23:30 PM,30.192,,
143,08/20/18 04:23:40 PM,30.192,,
144,08/20/18 04:23:50 PM,30.192,,
145,08/20/18 04:24:00 PM,30.192,,
146,08/20/18 04:24:10 PM,30.167,,
147,08/20/18 04:24:20 PM,30.167,,
148,08/20/18 04:24:30 PM,30.167,,
149,08/20/18 04:24:40 PM,30.167,,
150,08/20/18 04:24:50 PM,30.167,,
151,08/20/18 04:25:00 PM,30.142,,
152,08/20/18 04:25:10 PM,30.142,,
153,08/20/18 04:25:20 PM,30.142,,
154,08/20/18 04:25:30 PM,30.142,,
155,08/20/18 04:25:40 PM,30.117,,
156,08/20/18 04:25:50 PM,30.117,,
157,08/20/18 04:26:00 PM,30.117,,
158,08/20/18 04:26:10 PM,30.117,,
159,08/20/18 04:26:20 PM,30.117,,
160,08/20/18 04:26:30 PM,30.091,,
161,08/20/18 04:26:40 PM,30.091,,
162,08/20/18 04:26:50 PM,30.091,,
163,08/20/18 04:27:00 PM,30.091,,
164,08/20/18 04:27:10 PM,30.091,,
165,08/20/18 04:27:20 PM,30.091,,
166,08/20/18 04:27:30 PM,30.091,,
167,08/20/18 04:27:40 PM,30.091,,
168,08/20/18 04:27:50 PM,30.091,,
169,08/20/18 04:28:00 PM,30.091,,
170,08/20/18 04:28:10 PM,30.091,,
171,08/20/18 04:28:20 PM,30.091,,
172,08/20/18 04:28:30 PM,30.091,,
173,08/20/18 04:28:40 PM,30.091,,
174,08/20/18 04:28:50 PM,30.091,,
175,08/20/18 04:29:00 PM,30.091,,
176,08/20/18 04:29:10 PM,30.091,,
177,08/20/18 04:29:20 PM,30.091,,
178,08/20/18 04:29:30 PM,30.091,,
179,08/20/18 04:29:40 PM,30.091,,
180,08/20/18 04:29:50 PM,30.091,,
181,08/20/18 04:30:00 PM,30.091,,
182,08/20/18 04:30:10 PM,30.091,,
183,08/20/18 04:30:20 PM,30.091,,
184,08/20/18 04:30:30 PM,30.091,,
185,08/20/18 04:30:40 PM,30.091,,
186,08/20/18 04:30:50 PM,30.091,,
187,08/20/18 04:31:00 PM,30.091,,
188,08/20/18 04:31:10 PM,30.091,,
189,08/20/18 04:31:20 PM,30.091,,
190,08/20/18 04:31:30 PM,30.091,,
191,08/20/18 04:31:40 PM,30.091,,
192,08/20/18 04:31:50 PM,30.091,,
193,08/20/18 04:32:00 PM,30.091,,
194,08/20/18 04:32:10 PM,30.066,,
195,08/20/18 04:32:20 PM,30.066,,
196,08/20/18 04:32:30 PM,30.066,,
197,08/20/18 04:32:40 PM,30.066,,
198,08/20/18 04:32:50 PM,30.066,,
199,08/20/18 04:33:00 PM,30.066,,
200,08/20/18 04:33:10 PM,30.066,,
201,08/20/18 04:33:20 PM,30.066,,
202,08/20/18 04:33:30 PM,30.066,,
203,08/20/18 04:33:40 PM,30.066,,
204,08/20/18 04:33:50 PM,30.066,,
205,08/20/18 04:34:00 PM,30.066,,
206,08/20/18 04:34:10 PM,30.066,,
207,08/20/18 04:34:20 PM,30.066,,
208,08/20/18 04:34:30 PM,30.066,,
209,08/20/18 04:34:40 PM,30.066,,
210,08/20/18 04:34:50 PM,30.066,,
211,08/20/18 04:35:00 PM,30.041,,
212,08/20/18 04:35:10 PM,30.041,,
213,08/20/18 04:35:20 PM,30.041,,
214,08/20/18 04:35:30 PM,30.016,,
215,08/20/18 04:35:40 PM,30.016,,
216,08/20/18 04:35:50 PM,30.016,,
217,08/20/18 04:36:00 PM,30.016,,
218,08/20/18 04:36:10 PM,30.016,,
219,08/20/18 04:36:20 PM,30.016,,
220,08/20/18 04:36:30 PM,30.016,,
221,08/20/18 04:36:40 PM,29.991,,
222,08/20/18 04:36:50 PM,29.991,,
223,08/20/18 04:37:00 PM,29.991,,
224,08/20/18 04:37:10 PM,29.991,,
225,08/20/18 04:37:20 PM,29.991,,
226,08/20/18 04:37:30 PM,29.991,,
227,08/20/18 04:37:40 PM,29.966,,
228,08/20/18 04:37:50 PM,29.966,,
229,08/20/18 04:38:00 PM,29.966,,
230,08/20/18 04:38:10 PM,29.966,,
231,08/20/18 04:38:20 PM,29.966,,
232,08/20/18 04:38:30 PM,29.941,,
233,08/20/18 04:38:40 PM,29.941,,
234,08/20/18 04:38:50 PM,29.941,,
235,08/20/18 04:39:00 PM,29.941,,
236,08/20/18 04:39:10 PM,29.916,,
237,08/20/18 04:39:20 PM,29.916,,
238,08/20/18 04:39:30 PM,29.916,,
239,08/20/18 04:39:40 PM,29.916,,
240,08/20/18 04:39:50 PM,29.890,,
241,08/20/18 04:40:00 PM,29.890,,
242,08/20/18 04:40:10 PM,29.890,,
243,08/20/18 04:40:20 PM,29.865,,
244,08/20/18 04:40:30 PM,29.865,,
245,08/20/18 04:40:40 PM,29.865,,
246,08/20/18 04:40:50 PM,29.865,,
247,08/20/18 04:41:00 PM,29.865,,
248,08/20/18 04:41:10 PM,29.840,,
249,08/20/18 04:41:20 PM,29.840,,
250,08/20/18 04:41:30 PM,29.840,,
251,08/20/18 04:41:40 PM,29.815,,
252,08/20/18 04:41:50 PM,29.815,,
253,08/20/18 04:42:00 PM,29.815,,
254,08/20/18 04:42:10 PM,29.815,,
255,08/20/18 04:42:20 PM,29.790,,
256,08/20/18 04:42:30 PM,29.790,,
257,08/20/18 04:42:40 PM,29.790,,
258,08/20/18 04:42:50 PM,29.790,,
259,08/20/18 04:43:00 PM,29.765,,
260,08/20/18 04:43:10 PM,29.765,,
261,08/20/18 04:43:20 PM,29.765,,
262,08/20/18 04:43:30 PM,29.765,,
263,08/20/18 04:43:40 PM,29.740,,
264,08/20/18 04:43:50 PM,29.740,,
265,08/20/18 04:44:00 PM,29.740,,
266,08/20/18 04:44:10 PM,29.740,,
267,08/20/18 04:44:20 PM,29.715,,
268,08/20/18 04:44:30 PM,29.715,,
269,08/20/18 04:44:40 PM,29.715,,
270,08/20/18 04:44:50 PM,29.715,,
271,08/20/18 04:45:00 PM,29.715,,
272,08/20/18 04:45:10 PM,29.715,,
273,08/20/18 04:45:20 PM,29.690,,
274,08/20/18 04:45:30 PM,29.690,,
275,08/20/18 04:45:40 PM,29.690,,
276,08/20/18 04:45:50 PM,29.690,,
277,08/20/18 04:46:00 PM,29.665,,
278,08/20/18 04:46:10 PM,29.665,,
279,08/20/18 04:46:20 PM,29.665,,
280,08/20/18 04:46:30 PM,29.665,,
281,08/20/18 04:46:40 PM,29.665,,
282,08/20/18 04:46:50 PM,29.640,,
283,08/20/18 04:47:00 PM,29.640,,
284,08/20/18 04:47:10 PM,29.640,,
285,08/20/18 04:47:20 PM,29.640,,
286,08/20/18 04:47:30 PM,29.615,,
287,08/20/18 04:47:40 PM,29.615,,
288,08/20/18 04:47:50 PM,29.615,,
289,08/20/18 04:48:00 PM,29.615,,
290,08/20/18 04:48:10 PM,29.615,,
291,08/20/18 04:48:20 PM,29.615,,
292,08/20/18 04:48:30 PM,29.615,,
293,08/20/18 04:48:40 PM,29.590,,
294,08/20/18 04:48:50 PM,29.590,,
295,08/20/18 04:49:00 PM,29.590,,
296,08/20/18 04:49:10 PM,29.590,,
297,08/20/18 04:49:20 PM,29.590,,
298,08/20/18 04:49:30 PM,29.565,,
299,08/20/18 04:49:40 PM,29.565,,
300,08/20/18 04:49:50 PM,29.565,,
301,08/20/18 04:50:00 PM,29.565,,
302,08/20/18 04:50:10 PM,29.565,,
303,08/20/18 04:50:20 PM,29.565,,
304,08/20/18 04:50:30 PM,29.540,,
305,08/20/18 04:50:40 PM,29.540,,
306,08/20/18 04:50:50 PM,29.540,,
307,08/20/18 04:51:00 PM,29.540,,
308,08/20/18 04:51:10 PM,29.540,,
309,08/20/18 04:51:20 PM,29.540,,
310,08/20/18 04:51:30 PM,29.515,,
311,08/20/18 04:51:40 PM,29.515,,
312,08/20/18 04:51:50 PM,29.515,,
313,08/20/18 04:52:00 PM,29.515,,
314,08/20/18 04:52:10 PM,29.515,,
315,08/20/18 04:52:20 PM,29.515,,
316,08/20/18 04:52:30 PM,29.515,,
317,08/20/18 04:52:40 PM,29.515,,
318,08/20/18 04:52:50 PM,29.490,,
319,08/20/18 04:53:00 PM,29.490,,
320,08/20/18 04:53:10 PM,29.490,,
321,08/20/18 04:53:20 PM,29.490,,
322,08/20/18 04:53:30 PM,29.490,,
323,08/20/18 04:53:40 PM,29.464,,
324,08/20/18 04:53:50 PM,29.464,,
325,08/20/18 04:54:00 PM,29.464,,
326,08/20/18 04:54:10 PM,29.464,,
327,08/20/18 04:54:20 PM,29.464,,
328,08/20/18 04:54:30 PM,29.464,,
329,08/20/18 04:54:40 PM,29.464,,
330,08/20/18 04:54:50 PM,29.439,,
331,08/20/18 04:55:00 PM,29.439,,
332,08/20/18 04:55:10 PM,29.439,,
333,08/20/18 04:55:20 PM,29.439,,
334,08/20/18 04:55:30 PM,29.439,,
335,08/20/18 04:55:40 PM,29.439,,
336,08/20/18 04:55:50 PM,29.439,,
337,08/20/18 04:56:00 PM,29.414,,
338,08/20/18 04:56:10 PM,29.414,,
339,08/20/18 04:56:20 PM,29.414,,
340,08/20/18 04:56:30 PM,29.414,,
341,08/20/18 04:56:40 PM,29.414,,
342,08/20/18 04:56:50 PM,29.414,,
343,08/20/18 04:57:00 PM,29.414,,
344,08/20/18 04:57:10 PM,29.389,,
345,08/20/18 04:57:20 PM,29.389,,
346,08/20/18 04:57:30 PM,29.389,,
347,08/20/18 04:57:40 PM,29.389,,
348,08/20/18 04:57:50 PM,29.389,,
349,08/20/18 04:58:00 PM,29.389,,
350,08/20/18 04:58:10 PM,29.389,,
351,08/20/18 04:58:20 PM,29.365,,
352,08/20/18 04:58:30 PM,29.365,,
353,08/20/18 04:58:40 PM,29.365,,
354,08/20/18 04:58:50 PM,29.365,,
355,08/20/18 04:59:00 PM,29.365,,
356,08/20/18 04:59:10 PM,29.365,,
357,08/20/18 04:59:20 PM,29.365,,
358,08/20/18 04:59:30 PM,29.340,,
359,08/20/18 04:59:40 PM,29.340,,
360,08/20/18 04:59:50 PM,29.340,,
361,08/20/18 05:00:00 PM,29.340,,
362,08/20/18 05:00:10 PM,29.340,,
363,08/20/18 05:00:20 PM,29.340,,
364,08/20/18 05:00:30 PM,29.340,,
365,08/20/18 05:00:40 PM,29.315,,
366,08/20/18 05:00:50 PM,29.315,,
367,08/20/18 05:01:00 PM,29.315,,
368,08/20/18 05:01:10 PM,29.315,,
369,08/20/18 05:01:20 PM,29.315,,
370,08/20/18 05:01:30 PM,29.315,,
371,08/20/18 05:01:40 PM,29.315,,
372,08/20/18 05:01:50 PM,29.315,,
373,08/20/18 05:02:00 PM,29.290,,
374,08/20/18 05:02:10 PM,29.290,,
375,08/20/18 05:02:20 PM,29.290,,
376,08/20/18 05:02:30 PM,29.290,,
377,08/20/18 05:02:40 PM,29.290,,
378,08/20/18 05:02:50 PM,29.290,,
379,08/20/18 05:03:00 PM,29.265,,
380,08/20/18 05:03:10 PM,29.265,,
381,08/20/18 05:03:20 PM,29.265,,
382,08/20/18 05:03:30 PM,29.265,,
383,08/20/18 05:03:40 PM,29.265,,
384,08/20/18 05:03:50 PM,29.265,,
385,08/20/18 05:04:00 PM,29.265,,
386,08/20/18 05:04:10 PM,29.265,,
387,08/20/18 05:04:20 PM,29.265,,
388,08/20/18 05:04:30 PM,29.240,,
389,08/20/18 05:04:40 PM,29.240,,
390,08/20/18 05:04:50 PM,29.240,,
391,08/20/18 05:05:00 PM,29.240,,
392,08/20/18 05:05:10 PM,29.240,,
393,08/20/18 05:05:20 PM,29.240,,
394,08/20/18 05:05:30 PM,29.240,,
395,08/20/18 05:05:40 PM,29.240,,
396,08/20/18 05:05:50 PM,29.215,,
397,08/20/18 05:06:00 PM,29.215,,
398,08/20/18 05:06:10 PM,29.215,,
399,08/20/18 05:06:20 PM,29.215,,
400,08/20/18 05:06:30 PM,29.215,,
401,08/20/18 05:06:40 PM,29.215,,
402,08/20/18 05:06:50 PM,29.215,,
403,08/20/18 05:07:00 PM,29.215,,
404,08/20/18 05:07:10 PM,29.215,,
405,08/20/18 05:07:20 PM,29.215,,
406,08/20/18 05:07:30 PM,29.190,,
407,08/20/18 05:07:40 PM,29.190,,
408,08/20/18 05:07:50 PM,29.190,,
409,08/20/18 05:08:00 PM,29.190,,
410,08/20/18 05:08:10 PM,29.190,,
411,08/20/18 05:08:20 PM,29.190,,
412,08/20/18 05:08:30 PM,29.190,,
413,08/20/18 05:08:40 PM,29.190,,
414,08/20/18 05:08:50 PM,29.165,,
415,08/20/18 05:09:00 PM,29.165,,
416,08/20/18 05:09:10 PM,29.165,,
417,08/20/18 05:09:20 PM,29.165,,
418,08/20/18 05:09:30 PM,29.165,,
419,08/20/18 05:09:40 PM,29.165,,
420,08/20/18 05:09:50 PM,29.165,,
421,08/20/18 05:10:00 PM,29.165,,
422,08/20/18 05:10:10 PM,29.165,,
423,08/20/18 05:10:20 PM,29.140,,
424,08/20/18 05:10:30 PM,29.140,,
425,08/20/18 05:10:40 PM,29.140,,
426,08/20/18 05:10:50 PM,29.140,,
427,08/20/18 05:11:00 PM,29.140,,
428,08/20/18 05:11:10 PM,29.140,,
429,08/20/18 05:11:20 PM,29.140,,
430,08/20/18 05:11:30 PM,29.140,,
431,08/20/18 05:11:40 PM,29.140,,
432,08/20/18 05:11:50 PM,29.115,,
433,08/20/18 05:12:00 PM,29.115,,
434,08/20/18 05:12:10 PM,29.115,,
435,08/20/18 05:12:20 PM,29.115,,
436,08/20/18 05:12:30 PM,29.115,,
437,08/20/18 05:12:40 PM,29.115,,
438,08/20/18 05:12:50 PM,29.115,,
439,08/20/18 05:13:00 PM,29.115,,
440,08/20/18 05:13:10 PM,29.090,,
441,08/20/18 05:13:20 PM,29.090,,
442,08/20/18 05:13:30 PM,29.090,,
443,08/20/18 05:13:40 PM,29.090,,
444,08/20/18 05:13:50 PM,29.090,,
445,08/20/18 05:14:00 PM,29.090,,
446,08/20/18 05:14:10 PM,29.090,,
447,08/20/18 05:14:20 PM,29.090,,
448,08/20/18 05:14:30 PM,29.065,,
449,08/20/18 05:14:40 PM,29.065,,
450,08/20/18 05:14:50 PM,29.065,,
451,08/20/18 05:15:00 PM,29.065,,
452,08/20/18 05:15:10 PM,29.065,,
453,08/20/18 05:15:20 PM,29.065,,
454,08/20/18 05:15:30 PM,29.065,,
455,08/20/18 05:15:40 PM,29.065,,
456,08/20/18 05:15:50 PM,29.065,,
457,08/20/18 05:16:00 PM,29.040,,
458,08/20/18 05:16:10 PM,29.040,,
459,08/20/18 05:16:20 PM,29.040,,
460,08/20/18 05:16:30 PM,29.040,,
461,08/20/18 05:16:40 PM,29.040,,
462,08/20/18 05:16:50 PM,29.040,,
463,08/20/18 05:17:00 PM,29.040,,
464,08/20/18 05:17:10 PM,29.040,,
465,08/20/18 05:17:20 PM,29.015,,
466,08/20/18 05:17:30 PM,29.015,,
467,08/20/18 05:17:40 PM,29.015,,
468,08/20/18 05:17:50 PM,29.015,,
469,08/20/18 05:18:00 PM,29.015,,
470,08/20/18 05:18:10 PM,29.015,,
471,08/20/18 05:18:20 PM,29.015,,
472,08/20/18 05:18:30 PM,29.015,,
473,08/20/18 05:18:40 PM,29.015,,
474,08/20/18 05:18:50 PM,29.015,,
475,08/20/18 05:19:00 PM,28.990,,
476,08/20/18 05:19:10 PM,28.990,,
477,08/20/18 05:19:20 PM,28.990,,
478,08/20/18 05:19:30 PM,28.990,,
479,08/20/18 05:19:40 PM,28.990,,
480,08/20/18 05:19:50 PM,28.990,,
481,08/20/18 05:20:00 PM,28.990,,
482,08/20/18 05:20:10 PM,28.990,,
483,08/20/18 05:20:20 PM,28.965,,
484,08/20/18 05:20:30 PM,28.965,,
485,08/20/18 05:20:40 PM,28.965,,
486,08/20/18 05:20:50 PM,28.965,,
487,08/20/18 05:21:00 PM,28.965,,
488,08/20/18 05:21:10 PM,28.965,,
489,08/20/18 05:21:20 PM,28.965,,
490,08/20/18 05:21:30 PM,28.965,,
491,08/20/18 05:21:40 PM,28.965,,
492,08/20/18 05:21:50 PM,28.965,,
493,08/20/18 05:22:00 PM,28.941,,
494,08/20/18 05:22:10 PM,28.941,,
495,08/20/18 05:22:20 PM,28.941,,
496,08/20/18 05:22:30 PM,28.941,,
497,08/20/18 05:22:40 PM,28.941,,
498,08/20/18 05:22:50 PM,28.941,,
499,08/20/18 05:23:00 PM,28.941,,
500,08/20/18 05:23:10 PM,28.941,,
501,08/20/18 05:23:20 PM,28.916,,
502,08/20/18 05:23:30 PM,28.916,,
503,08/20/18 05:23:40 PM,28.916,,
504,08/20/18 05:23:50 PM,28.916,,
505,08/20/18 05:24:00 PM,28.916,,
506,08/20/18 05:24:10 PM,28.916,,
507,08/20/18 05:24:20 PM,28.916,,
508,08/20/18 05:24:30 PM,28.916,,
509,08/20/18 05:24:40 PM,28.916,,
510,08/20/18 05:24:50 PM,28.916,,
511,08/20/18 05:25:00 PM,28.916,,
512,08/20/18 05:25:10 PM,28.916,,
513,08/20/18 05:25:20 PM,28.916,,
514,08/20/18 05:25:30 PM,28.891,,
515,08/20/18 05:25:40 PM,28.891,,
516,08/20/18 05:25:50 PM,28.891,,
517,08/20/18 05:26:00 PM,28.891,,
518,08/20/18 05:26:10 PM,28.891,,
519,08/20/18 05:26:20 PM,28.891,,
520,08/20/18 05:26:30 PM,28.891,,
521,08/20/18 05:26:40 PM,28.891,,
522,08/20/18 05:26:50 PM,28.891,,
523,08/20/18 05:27:00 PM,28.891,,
524,08/20/18 05:27:10 PM,28.866,,
525,08/20/18 05:27:20 PM,28.866,,
526,08/20/18 05:27:30 PM,28.866,,
527,08/20/18 05:27:40 PM,28.866,,
528,08/20/18 05:27:50 PM,28.866,,
529,08/20/18 05:28:00 PM,28.866,,
530,08/20/18 05:28:10 PM,28.866,,
531,08/20/18 05:28:20 PM,28.866,,
532,08/20/18 05:28:30 PM,28.866,,
533,08/20/18 05:28:40 PM,28.866,,
534,08/20/18 05:28:50 PM,28.866,,
535,08/20/18 05:29:00 PM,28.866,,
536,08/20/18 05:29:10 PM,28.866,,
537,08/20/18 05:29:20 PM,28.841,,
538,08/20/18 05:29:30 PM,28.841,,
539,08/20/18 05:29:40 PM,28.841,,
540,08/20/18 05:29:50 PM,28.841,,
541,08/20/18 05:30:00 PM,28.841,,
542,08/20/18 05:30:10 PM,28.841,,
543,08/20/18 05:30:20 PM,28.841,,
544,08/20/18 05:30:30 PM,28.841,,
545,08/20/18 05:30:40 PM,28.841,,
546,08/20/18 05:30:50 PM,28.841,,
547,08/20/18 05:31:00 PM,28.841,,
548,08/20/18 05:31:10 PM,28.841,,
549,08/20/18 05:31:20 PM,28.841,,
550,08/20/18 05:31:30 PM,28.841,,
551,08/20/18 05:31:40 PM,28.816,,
552,08/20/18 05:31:50 PM,28.816,,
553,08/20/18 05:32:00 PM,28.816,,
554,08/20/18 05:32:10 PM,28.816,,
555,08/20/18 05:32:20 PM,28.816,,
556,08/20/18 05:32:30 PM,28.816,,
557,08/20/18 05:32:40 PM,28.816,,
558,08/20/18 05:32:50 PM,28.816,,
559,08/20/18 05:33:00 PM,28.816,,
560,08/20/18 05:33:10 PM,28.816,,
561,08/20/18 05:33:20 PM,28.816,,
562,08/20/18 05:33:30 PM,28.816,,
563,08/20/18 05:33:40 PM,28.816,,
564,08/20/18 05:33:50 PM,28.816,,
565,08/20/18 05:34:00 PM,28.816,,
566,08/20/18 05:34:10 PM,28.816,,
567,08/20/18 05:34:20 PM,28.791,,
568,08/20/18 05:34:30 PM,28.791,,
569,08/20/18 05:34:40 PM,28.791,,
570,08/20/18 05:34:50 PM,28.791,,
571,08/20/18 05:35:00 PM,28.791,,
572,08/20/18 05:35:10 PM,28.791,,
573,08/20/18 05:35:20 PM,28.791,,
574,08/20/18 05:35:30 PM,28.791,,
575,08/20/18 05:35:40 PM,28.791,,
576,08/20/18 05:35:50 PM,28.791,,
577,08/20/18 05:36:00 PM,28.791,,
578,08/20/18 05:36:10 PM,28.791,,
579,08/20/18 05:36:20 PM,28.791,,
580,08/20/18 05:36:30 PM,28.791,,
581,08/20/18 05:36:40 PM,28.791,,
582,08/20/18 05:36:50 PM,28.791,,
583,08/20/18 05:37:00 PM,28.791,,
584,08/20/18 05:37:10 PM,28.766,,
585,08/20/18 05:37:20 PM,28.766,,
586,08/20/18 05:37:30 PM,28.766,,
587,08/20/18 05:37:40 PM,28.766,,
588,08/20/18 05:37:50 PM,28.766,,
589,08/20/18 05:38:00 PM,28.766,,
590,08/20/18 05:38:10 PM,28.766,,
591,08/20/18 05:38:20 PM,28.766,,
592,08/20/18 05:38:30 PM,28.766,,
593,08/20/18 05:38:40 PM,28.766,,
594,08/20/18 05:38:50 PM,28.766,,
595,08/20/18 05:39:00 PM,28.766,,
596,08/20/18 05:39:10 PM,28.766,,
597,08/20/18 05:39:20 PM,28.766,,
598,08/20/18 05:39:30 PM,28.766,,
599,08/20/18 05:39:40 PM,28.766,,
