"Sample.ID","TA","Mass","Tank","Type"
"20181103_JUNK",2172.91732934264,59.5,"Junk","Junk"
"20181103_CRM1",2216.38697619138,59.61,"CRM1","CRM"
"20181103_CRM2",2217.03339117536,59.67,"CRM2","CRM"
