sample_uid	5575_B	5577_B	5576_B	5578_B	C1d	3290_C	C17d	C42.2	C21	C1	C31	C21ac	5523_C	C3cg	C17e	C31a	1393_C	C17f	C31.9	C1b	1379_C	C1bi	C17	5524_C	C3cw	C31.1	1396_C	5525_C	C31.10	C1ag	1392_C	1381_C	5527_C	C1k	1416_C	1394_C	1417_C	1401_C	C21k	1403_C	1398_C	1373_C	1408_C	1405_C	C3	1412_C	C45c	1410_C	1441_C	1404_C	C115k	1377_C	1420_C	1409_C	1414_C	C17.2	1397_C	1424_C	5561_C	3287_C	C3.14	5526_C	C31.5	5584_C	5541_C	1411_C	1370_C	1415_C	C1au	5537_C	1418_C	C21.16	5536_C	C3.12	5585_C	1419_C	3755_C	1371_C	5558_C	3177_C	1372_C	1374_C	5548_C	C1bk	5529_C	3173_C	1395_C	5550_C	5549_C	5554_C	1444_C	1426_C	5551_C	3227_C	4028_C	3931_C	1413_C	5547_C	1388_C	C31b	5555_C	4023_C	1423_C	1425_C	3208_C	3592_C	5562_C	1450_C	C15h	5563_C	5543_C	5557_C	5482_C	C21ad	1402_C	1378_C	5532_C	5533_C	3187_C	1439_C	5531_C	5564_C	1437_C	5565_C	1448_C	5566_C	1422_C	5581_C	5528_C	5530_C	5535_C	3474_C	5559_C	5552_C	5538_C	5553_C	5534_C	4139_C	5582_C	5567_C	1428_C	3339_C	3186_C	5583_C	5568_C	5587_C	5539_C	5401_C	1384_C	5540_C	3245_C	5556_C	5542_C	5573_C	3443_C	3193_C	1375_C	4281_C	1429_C	4657_C	1432_C	1376_C	1380_C	1382_C	1449_C	3264_C	1383_C	C3.2	1445_C	1387_C	1406_C	1386_C	3384_C	5569_C	3386_C	5570_C	5560_C	5572_C	5588_C	4002_C	3993_C	D1	D4	D6	D1ab	1365_D	1367_D	1366_D	D4d	1368_D	1399_D	D17d	1369_D	D17j	1452_D	D5m	D1r	1430_D	D17e	D17c	D17l	D1.6	D17k	D17	1487_D	1481_D	1433_D	1400_D	1442_D	1434_D	5586_D	D2.2	1435_D	5544_D	D6c	1491_D	D4b	5579_D	1436_D	5580_D	5545_D	1554_D	5546_D	1495_D	1466_D	5571_D	1471_D	G3l	G3m	G3k	5574_G	G3v
301	0	0	0	0	0.7076500310256183	0	0	0.09168808911739502	0	0.07915964896729014	0	0	0	0.024140885855272878	0	0	0	0	0	0.021038324025647846	0	0.011789734952575126	0	0	0.008155305380728659	0	0	0.009396330112578672	0	0	0	0	0	0.009041751617764382	0	0	0	0	0	0	0	0	0	0	0	0	0.007209762727890553	0	0	0	0.006825636025175073	0	0	0	0	0	0	0	0	0	0	0.004816357887894099	0	0	0.004757261472091718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014330880832077534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0.7077660681170564	0	0	0.07738929847573386	0	0.08268126102492197	0	0	0	0.027635804423537927	0	0	0	0	0	0.02460536433126781	0	0.013478673843231263	0	0	0.0150165091139355	0	0	0.007463024107829391	0	0	0	0	0	0.005065810303496314	0	0	0	0	0	0	0	0	0	0	0	0	0.009498394319055588	0	0	0	0.007463024107829391	0	0	0	0	0	0	0	0	0	0	0.006377493328508752	0	0	0.005020579854357954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003392283685376996	0.003256592337961916	0.002261522456917997	0.00036184359310687957	0	0	0	0	0	0.00018092179655343978	0.00022615224569179972	0	0.00022615224569179972	0	0.00018092179655343978	0	0.00045230449138359944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	0	0	0	0	0.8037252153014219	0	0	0.042325922958809	0	0.028640096134588424	0	0	0	0.012217103945523734	0	0	0	0	0	0.005674611122237799	0	0.009346418318979905	0	0	0.004472928766940383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02997529875158555	0.028706856265438282	0.01588891114226584	0.004806729421189666	0.0018025235329461246	0.0006676013084985647	0	0	0.0005340810467988517	0	0.00113492222444756	0	0.0017357634020962682	0	0.0012684424861472729	0.001001401962747847	0.0005340810467988517	0.00113492222444756	0.0006676013084985647	0.001001401962747847	0	0.00033380065424928234	0	0	0	0.0007343614393484211	0	0	0.001001401962747847	0	0	0	0	0	0.00033380065424928234	0	0	0	0	0	0	0	0	0.00033380065424928234	0	0	0	0	0	0	0
384	0	0	0	0	0.6503199606202313	0	0	0.09604971695791287	0	0.0979571745015998	0	0	0	0.04110263352202806	0	0	0	0	0	0.02153581097711051	0	0.010398720157519074	0	0	0.020120600541471818	0	0	0.009291164164410535	0	0	0	0	0	0.008429731725326114	0	0	0	0	0	0	0	0	0	0	0	0	0.011875461481663796	0	0	0	0.007875953728771843	0	0	0	0	0	0	0	0	0	0	0.008122077282795964	0	0	0.007999015505783904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008921978833374354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	0	0	0	0	0.6492893936572953	0	0	0.13057779432756159	0	0.07236392974616769	0	0	0	0.022652516601501894	0	0	0	0	0	0.018122013281201513	0	0.017377273009371315	0	0	0.02221808477626761	0	0	0.006888847514429343	0	0	0	0	0	0.01843232172779743	0	0	0	0	0	0	0	0	0	0	0	0	0.007199155961025259	0	0	0	0.006516477378514243	0	0	0	0	0	0	0	0	0	0	0.004344318252342829	0	0	0	0	0	0	0.004902873456215478	0.00893688326196239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004468441630981195	0	0	0	0	0	0	0	0	0	0	0.0057096754173648605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	0	0	0	0	0.6412360524320225	0	0	0.13140504820712814	0	0.06177553894485971	0	0	0	0.01855161954284476	0	0	0	0	0	0.014137146571335716	0	0.01589751922868595	0	0	0.014814212978008882	0	0	0.007881052973675659	0	0	0	0	0	0.015301700790813564	0	0	0	0	0	0	0	0	0	0	0	0	0.005985267034990792	0	0	0	0.005199870003249919	0	0	0	0	0	0	0	0.06781497129238435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	0	0	0	0	0.6256107889764806	0	0	0.1265229005146915	0	0.07006971138184898	0	0	0	0.0216300736204313	0	0	0	0	0	0.018307381588377095	0	0.018144504527982278	0	0	0.015636197797902145	0	0	0.009251417030425434	0	0	0	0	0	0.015799074858296958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005602970877581602	0	0	0	0	0	0	0	0.06827806371750603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005146915108476122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	0	0	0	0	0.5142857142857142	0	0	0.132987012987013	0	0.12458874458874458	0	0	0	0.04666666666666667	0	0	0	0	0	0.03575757575757576	0	0.013939393939393939	0	0	0.02303030303030303	0	0	0.013506493506493506	0	0	0	0	0	0.012207792207792207	0	0	0	0	0	0	0	0	0	0	0.008571428571428572	0	0.01471861471861472	0	0	0	0.011168831168831168	0	0	0	0	0	0	0	0	0	0	0.011255411255411256	0	0	0.011428571428571429	0	0	0	0.006666666666666667	0.006406926406926407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059740259740259745	0	0	0	0	0.005281385281385282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006926406926406926	0.0004329004329004329	0.0004329004329004329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0.5647069784775924	0	0	0.09689741917450853	0	0.08175719742849157	0	0	0	0.03461287617627876	0	0	0	0	0	0.01970558091866207	0	0.009689741917450853	0	0	0.014814124662256591	0	0	0.009969253703531165	0	0	0	0	0	0.007360477033448244	0	0	0	0	0	0	0	0	0	0	0	0	0.0096431566197708	0	0	0	0.009130718345290226	0	0	0	0	0	0	0	0	0	0	0.006475356377527252	0	0.08958352743874033	0.005264138637845896	0	0	0	0	0	0	0	0	0	0.03824652939532284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010714618466412	0.00041926767912046957	0.0006521941675207305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	0	0	0	0	0.67875	0.06125	0.03375	0.04625	0	0.01625	0.0125	0.02	0	0.005	0	0.00625	0.005	0	0	0.01375	0	0.0225	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.01875	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	0	0	0	0	0.5260635504201681	0.05350577731092437	0.03755252100840336	0.03479516806722689	0.021139705882352942	0.02809873949579832	0.010898109243697478	0.006171218487394958	0.008534663865546218	0.007352941176470588	0	0.004726890756302521	0.004464285714285714	0	0	0.005383403361344538	0	0	0	0	0.004332983193277311	0	0	0.004267331932773109	0	0	0	0	0	0	0	0	0	0	0	0.0059742647058823525	0	0	0	0	0.016675420168067227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021993172268907565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012670693277310924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006433823529411764	0	0	0	0	0	0	0	0	0	0	0	0.00505514705882353	0	0	0.0048581932773109245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056919642857142856	0.04214810924369748	0.020023634453781514	0.007352941176470588	0.0021664915966386556	0.0017069327731092437	0.0013130252100840337	0.002823004201680672	0.0010504201680672268	0.0013130252100840337	0.005646008403361344	0.0009847689075630252	0.004332983193277311	0	0.0021008403361344537	0.003216911764705882	0.0017069327731092437	0.003676470588235294	0.0019695378151260504	0.0015099789915966387	0	0.0019695378151260504	0	0	0	0.0013786764705882354	0	0	0.0012473739495798318	0	0	0.0011817226890756302	0	0	0	0	0	0.0013130252100840337	0	0	0	0	0	0	0	0	0	0	0	0	0
358	0	0	0	0	0.06714006099503847	0	0	0.4050252628704083	0	0.08034047976694433	0	0	0	0.03659702307797351	0	0	0	0	0	0.019208885247394055	0	0.00828440074650644	0	0	0.01656880149301288	0	0	0	0	0.19818835632026946	0	0	0	0.012199007692657837	0	0	0	0	0	0	0	0	0	0	0	0	0.005689835677545632	0	0	0	0.007009877554736219	0	0	0	0	0	0	0	0	0	0	0.008876143656971187	0	0	0	0	0	0	0.005689835677545632	0.014338385907414994	0	0	0	0	0	0	0	0	0	0	0	0	0.013428012199007692	0.024079384587373118	0	0	0	0.01115207792798944	0.011834858209294915	0.005553279621284537	0	0	0.009467886567435932	0	0	0	0	0.016932950976375802	0	0	0.005098092767080887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006509172015112204	0	0.006372615958851109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004415312485775411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	0	0	0	0	0.049162011173184354	0	0	0.3547486033519553	0	0.07325418994413407	0	0	0	0.01696927374301676	0	0	0	0	0	0.02297486033519553	0	0.01138268156424581	0	0	0.01096368715083799	0	0	0	0	0.3064245810055866	0	0	0	0.012011173184357541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053770949720670395	0.01452513966480447	0	0	0	0	0	0	0	0	0	0	0	0	0.012011173184357541	0	0	0	0	0.010195530726256983	0.009567039106145252	0.01564245810055866	0	0	0.010405027932960893	0	0	0	0	0	0	0	0.005167597765363128	0	0	0	0	0	0.011941340782122905	0	0	0.011243016759776537	0	0	0	0	0	0	0	0	0	0	0	0.008729050279329608	0	0.008589385474860335	0	0.007751396648044692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579608938547486	0	0	0	0	0.005167597765363128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	0	0	0	0	0.0004029240775916652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4181200713751223	0.33885914925459043	0.15898232890116848	0.04334311863236056	0.019513037471939217	0.011627237667645196	0.00915213261958211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	0	0	0	0	0.00039913786221760996	0.0007583619382134589	0	0	0.000159655144887044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39135467390436657	0.3588648519198531	0.1562624730581943	0.05089007743274527	0.022271892711742635	0.01001836034166201	0.009020515686117985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	0	0	0	0	0.0003748125937031484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42128935532233885	0.3293853073463268	0.14752623688155922	0.05862068965517241	0.015592203898050975	0.006296851574212893	0.010119940029985007	0	0.005772113943028486	0	0	0.005022488755622189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	0	0	0	0	0.0012033694344163659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4190304280556988	0.3293794051916796	0.15317173800928313	0.055011174144748154	0.015214027849406911	0.011174144748151968	0.010744369950146123	0	0.00507134261646897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	0	0	0	0	0.004434355698674972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39940875257351	0.33986169033416036	0.16127329356490525	0.05564060602861215	0.01868764187298738	0.010769149553924932	0.009924510373224938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	0	0	0	0	0.001094224924012158	0.001519756838905775	0.001519756838905775	0	0.000729483282674772	0	0	0.000668693009118541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024316109422492402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43337386018237084	0.32182370820668693	0.14054711246200607	0.06012158054711246	0.015987841945288753	0.011914893617021277	0.006322188449848025	0	0.004133738601823709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	0	0	0	0	0.001339490288695407	0.0005287461665902922	0.00014099897775741126	0	0.0008459938665444675	0	0	0.00017624872219676409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3994501039867461	0.34153477387288944	0.16380556240967253	0.05033663505939582	0.01889386301949311	0.01039867460960908	0.007649194543339561	0	0.004899714477070041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365	0	0	0	0	0.0007282942308692712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42313894813504654	0.32866878218800394	0.1472194766685741	0.05514227748010196	0.01633459917806794	0.011080476512511055	0.009936014149716486	0	0.005254122665556885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002497008791551787	0	0	0	0
276	0	0	0	0	0.0019283613749216603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4139227691269344	0.3375596586800366	0.15002651496890518	0.05143903967603529	0.014655546449404618	0.011714795352649087	0.010461360458950008	0	0.006604637709106687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014944800655642867	0.00019283613749216603	0	0	0
