sample,mass,salinity,Sample.ID,Type
20181114_Tank1,59.3,32.99,Tank1,Tank
20181114_Tank3,59.16,33.2,Tank3,Tank
20181114_Tank5,59.21,33.34,Tank5,Tank
20181114_Tank7,59.99,33.25,Tank7,Tank
20181114_Tank9,59.2,33.31,Tank9,Tank
20181114_Tank11,59.36,33.09,Tank11,Tank
20181114_Tank2,59.45,33.27,Tank2,Tank
20181114_Tank4,59.1,33.28,Tank4,Tank
20181114_Tank6,59.08,32.91,Tank6,Tank
