"Sample.ID","TA","Mass","Tank","Type"
"20181027_Tank8",2148.27073905374,59.49,"Tank8","Tank"
"20181027_Tank1",2156.24928287368,59.8,"Tank1","Tank"
"20181027_Tank7",2138.57005513537,59.92,"Tank7","Tank"
