Date,Sample.ID,Fragment.ID,Plug.Number,Chamber.Channel,Position,Bin.ID,Run,Species,Fragment.Number,Sample.Type,Temp.Cat,Chamber.Vol.L,Surf.Area.cm2,Start time,Stop Time,Light_Dark,Light_Level,Light_Value,Notes,QC
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,13:38,13:50,Dark,1,0,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,13:38,13:50,Dark,1,0,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,13:38,13:50,Dark,1,0,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,13:38,13:50,Dark,1,0,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,13:38,13:50,Dark,1,0,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,13:51,14:00,Light,2,20,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,13:51,14:00,Light,2,20,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,13:51,14:00,Light,2,20,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,13:51,14:00,Light,2,20,,
20191018,M4_20191018,M4,NA,6,6,2,PI,Mcapitata,4,Sample,28,0.595,30,13:51,14:00,Light,2,20,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:01,14:08,Light,3,40,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:01,14:08,Light,3,40,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:01,14:08,Light,3,40,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:01,14:08,Light,3,40,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:01,14:08,Light,3,40,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:10,14:20,Light,4,76,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:10,14:20,Light,4,76,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:10,14:20,Light,4,76,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:10,14:20,Light,4,76,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:10,14:20,Light,4,76,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:22,14:32,Light,5,108,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:22,14:32,Light,5,108,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:22,14:32,Light,5,108,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:22,14:32,Light,5,108,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:22,14:32,Light,5,108,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:34,14:45,Light,6,157,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:34,14:45,Light,6,157,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:34,14:45,Light,6,157,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:34,14:45,Light,6,157,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:34,14:45,Light,6,157,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:46,14:54,Light,7,266,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:46,14:54,Light,7,266,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:46,14:54,Light,7,266,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:46,14:54,Light,7,266,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:46,14:54,Light,7,266,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,14:56,15:03,Light,8,479,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,14:56,15:03,Light,8,479,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,14:56,15:03,Light,8,479,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,14:56,15:03,Light,8,479,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,14:56,15:03,Light,8,479,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,15:05,15:13,Light,8,479,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,15:05,15:13,Light,9,629,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,15:05,15:13,Light,9,629,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,15:05,15:13,Light,9,629,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,15:05,15:13,Light,9,629,,
20191018,M1_20191018,M1,NA,10,10,1,PI,Mcapitata,1,Sample,28,0.59,30,15:15,15:22,Light,10,862,,
20191018,M2_20191018,M2,NA,9,9,1,PI,Mcapitata,2,Sample,28,0.6,30,15:15,15:22,Light,10,862,,
20191018,M3_20191018,M3,NA,8,8,1,PI,Mcapitata,3,Sample,28,0.605,30,15:15,15:22,Light,10,862,,
20191018,BLANK_20191018,BLANK,NA,7,7,1,PI,BK,NA,Blank,28,0.65,NA,15:15,15:22,Light,10,862,,
20191018,M4_20191018,M4,NA,6,6,1,PI,Mcapitata,4,Sample,28,0.595,30,15:15,15:22,Light,10,862,,
