Well,480
A1,0.648
B1,0.582
C1,0.545
D1,0.661
E1,0.538
F1,0.553
G1,0.602
H1,0.695
A2,0.649
B2,0.586
C2,0.54
D2,0.656
E2,0.542
F2,0.553
G2,0.605
H2,0.712
A3,0.677
B3,0.591
C3,0.557
D3,0.57
E3,0.627
F3,0.636
G3,0.589
H3,0.639
A4,0.668
B4,0.569
C4,0.559
D4,0.568
E4,0.645
F4,0.645
G4,0.592
H4,0.638
A5,0.471
B5,0.676
C5,1.041
D5,0.66
E5,0.702
F5,0.719
G5,0.605
H5,0.733
A6,0.469
B6,0.679
C6,0.998
D6,0.675
E6,0.68
F6,0.743
G6,0.616
H6,0.735
A7,0.561
B7,0.584
C7,0.535
D7,0.614
E7,0.562
F7,0.573
G7,0.601
H7,0.552
A8,0.578
B8,0.548
C8,0.53
D8,0.61
E8,0.56
F8,0.579
G8,0.596
H8,0.55
A9,0.7
B9,0.614
C9,1.06
D9,0.657
E9,0.949
F9,1.153
G9,0.635
H9,0.635
A10,0.712
B10,0.62
C10,1.022
D10,0.666
E10,0.973
F10,1.152
G10,0.635
H10,0.631
A11,0.498
B11,0.55
C11,0.519
D11,0.58
E11,0.599
F11,0.595
G11,0.588
H11,0.706
A12,0.505
B12,0.541
C12,0.529
D12,0.586
E12,0.619
F12,0.615
G12,0.592
H12,0.778
