Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,2864
B8,2864
B9,2001
B10,2001
B11,1602
B12,1602
C1,1500
C2,1500
C3,1727
C4,1727
C5,1724
C6,1724
C7,1752
C8,1752
C9,1088
C10,1088
C11,1549
C12,1549
D1,1430
D2,1430
D3,2871
D4,2871
D5,1232
D6,1232
D7,2060
D8,2060
D9,1626
D10,1626
D11,1717
D12,1717
E1,1753
E2,1753
E3,2192
E4,2192
E5,1298
E6,1298
E7,1439
E8,1439
E9,2168
E10,2168
E11,1655
E12,1655
F1,1621
F2,1621
F3,2063
F4,2063
F5,2521
F6,2521
F7,1288
F8,1288
F9,1423
F10,1423
F11,1286
F12,1286
G1,1444
G2,1444
G3,1710
G4,1710
G5,1156
G6,1156
G7,2003
G8,2003
G9,2165
G10,2165
G11,1570
G12,1570
H1,2515
H2,2515
H3,1741
H4,1741
H5,1718
H6,1718
H7,1432
H8,1432
H9,2666
H10,2666
H11,NA
H12,NA
