Well,480
A1,1.261
B1,0.755
C1,0.045
D1,0.045
E1,0.044
F1,0.046
G1,0.045
H1,0.045
A2,1.214
B2,0.743
C2,0.045
D2,0.045
E2,0.045
F2,0.045
G2,0.045
H2,0.044
A3,0.896
B3,1.446
C3,0.044
D3,0.045
E3,0.044
F3,0.045
G3,0.045
H3,0.045
A4,0.904
B4,1.474
C4,0.044
D4,0.044
E4,0.042
F4,0.045
G4,0.046
H4,0.045
A5,1.289
B5,0.708
C5,0.045
D5,0.047
E5,0.046
F5,0.045
G5,0.045
H5,0.045
A6,1.269
B6,0.724
C6,0.046
D6,0.046
E6,0.045
F6,0.045
G6,0.045
H6,0.045
A7,1.206
B7,0.654
C7,0.046
D7,0.045
E7,0.045
F7,0.045
G7,0.045
H7,0.047
A8,1.213
B8,0.648
C8,0.044
D8,0.045
E8,0.045
F8,0.045
G8,0.045
H8,0.046
A9,0.923
B9,0.045
C9,0.045
D9,0.045
E9,0.045
F9,0.046
G9,0.044
H9,0.045
A10,0.923
B10,0.044
C10,0.045
D10,0.045
E10,0.045
F10,0.045
G10,0.044
H10,0.045
A11,1.331
B11,0.041
C11,0.045
D11,0.045
E11,0.126
F11,0.046
G11,0.045
H11,0.044
A12,1.343
B12,0.045
C12,0.045
D12,0.047
E12,0.046
F12,0.046
G12,0.045
H12,0.045
