Well,480
A1,0.876
B1,0.685
C1,1.115
D1,0.863
E1,0.615
F1,0.823
G1,0.872
H1,0.636
A2,0.876
B2,0.674
C2,1.12
D2,0.853
E2,0.619
F2,0.794
G2,0.874
H2,0.582
A3,0.604
B3,0.752
C3,1.069
D3,0.77
E3,0.592
F3,0.976
G3,1.059
H3,0.808
A4,0.607
B4,0.747
C4,1.082
D4,0.76
E4,0.592
F4,0.966
G4,1.037
H4,0.808
A5,1.159
B5,0.796
C5,0.754
D5,1.113
E5,1.081
F5,0.86
G5,0.736
H5,0.816
A6,1.147
B6,0.793
C6,0.765
D6,1.158
E6,1.058
F6,0.863
G6,0.748
H6,0.825
A7,0.54
B7,0.772
C7,0.547
D7,0.783
E7,0.882
F7,0.753
G7,0.737
H7,0.605
A8,0.59
B8,0.756
C8,0.555
D8,0.785
E8,0.879
F8,0.765
G8,0.682
H8,0.606
A9,0.676
B9,0.802
C9,0.708
D9,0.752
E9,0.75
F9,0.763
G9,0.616
H9,0.886
A10,0.688
B10,0.779
C10,0.71
D10,0.747
E10,0.77
F10,0.749
G10,0.607
H10,0.888
A11,0.875
B11,0.963
C11,0.609
D11,1.06
E11,0.897
F11,0.627
G11,0.733
H11,0.786
A12,0.907
B12,0.954
C12,0.603
D12,1.061
E12,0.894
F12,0.635
G12,0.717
H12,0.8
