Well,480
A1,2.266
B1,0.51
C1,1.608
D1,0.873
E1,1.163
F1,0.895
G1,1.882
H1,0.557
A2,2.32
B2,0.515
C2,1.587
D2,0.889
E2,1.148
F2,0.9
G2,1.925
H2,0.54
A3,1.842
B3,0.419
C3,0.56
D3,2.116
E3,0.659
F3,0.559
G3,1.261
H3,1.014
A4,1.886
B4,0.414
C4,0.554
D4,2.152
E4,0.647
F4,0.555
G4,1.275
H4,1.05
A5,1.365
B5,0.399
C5,0.716
D5,1.188
E5,1.258
F5,1.434
G5,0.593
H5,0.76
A6,1.383
B6,0.4
C6,0.715
D6,1.213
E6,1.266
F6,1.459
G6,0.599
H6,0.758
A7,1.111
B7,0.593
C7,1.065
D7,2.577
E7,0.883
F7,0.663
G7,0.699
H7,0.625
A8,1.145
B8,0.594
C8,1.073
D8,2.541
E8,0.867
F8,0.658
G8,0.703
H8,0.627
A9,0.868
B9,1.079
C9,2.141
D9,0.595
E9,1.849
F9,0.67
G9,1.222
H9,0.545
A10,0.876
B10,1.078
C10,2.187
D10,0.589
E10,1.852
F10,0.68
G10,1.235
H10,0.55
A11,0.622
B11,1.854
C11,1.185
D11,2.409
E11,0.846
F11,1.473
G11,0.732
H11,0.603
A12,0.617
B12,1.869
C12,1.214
D12,2.427
E12,0.865
F12,1.48
G12,0.728
H12,0.605
