Well,480
A1,2.429
B1,0.564
C1,1.227
D1,0.639
E1,0.633
F1,0.782
G1,1.836
H1,0.856
A2,2.551
B2,0.561
C2,1.232
D2,0.605
E2,0.622
F2,0.766
G2,1.795
H2,0.854
A3,2.023
B3,0.458
C3,1.389
D3,1.104
E3,0.682
F3,0.747
G3,1.039
H3,1.522
A4,2.003
B4,0.46
C4,1.389
D4,1.074
E4,0.685
F4,0.769
G4,1.044
H4,1.493
A5,1.468
B5,0.443
C5,2.118
D5,1.604
E5,1.553
F5,1.502
G5,1.121
H5,1.336
A6,1.447
B6,0.445
C6,2.063
D6,1.621
E6,1.562
F6,1.5
G6,1.188
H6,1.377
A7,1.211
B7,0.817
C7,1.077
D7,1.735
E7,0.702
F7,0.764
G7,0.833
H7,1.176
A8,1.228
B8,0.81
C8,1.076
D8,1.767
E8,0.707
F8,0.762
G8,0.809
H8,1.161
A9,0.942
B9,1.089
C9,0.73
D9,0.715
E9,1.934
F9,0.542
G9,0.931
H9,1.446
A10,0.963
B10,1.068
C10,0.759
D10,0.733
E10,1.951
F10,0.538
G10,0.952
H10,1.476
A11,0.686
B11,1.709
C11,1.15
D11,0.952
E11,0.851
F11,1.275
G11,2.531
H11,0.463
A12,0.69
B12,1.697
C12,1.204
D12,0.96
E12,0.818
F12,1.322
G12,2.419
H12,0.469
