Well,Plug_ID
A1,1133
A2,1133
A3,1036
A4,1036
A5,1281
A6,1281
A7,1243
A8,1243
A9,1538
A10,1538
A11,1038
A12,1038
B1,2198
B2,2198
B3,1550
B4,1550
B5,1189
B6,1189
B7,2070
B8,2070
B9,1454
B10,1454
B11,1264
B12,1264
C1,1737
C2,1737
C3,1687
C4,1687
C5,1568
C6,1568
C7,1265
C8,1265
C9,1333
C10,1333
C11,1092
C12,1092
D1,1045
D2,1045
D3,1182
D4,1182
D5,1166
D6,1166
D7,1216
D8,1216
D9,2301
D10,2301
D11,1533
D12,1533
E1,1075
E2,1075
E3,1215
E4,1215
E5,1309
E6,1309
E7,2172
E8,2172
E9,1149
E10,1149
E11,1541
E12,1541
F1,NA
F2,NA
F3,NA
F4,NA
F5,NA
F6,NA
F7,NA
F8,NA
F9,NA
F10,NA
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
