"Sample.ID","TA","Mass","Tank","Type"
"20180919_JUNK12",2220.43853580301,59.9,"Junk12","Junk"
"20180919_CRM1",2232.14064836329,59.12,"CRM1","CRM"
"20180919_CRM2",2236.47839731137,59.73,"CRM2","CRM"
