mVTris,TTris,,,,,
-62.9,25.66,,,,,
-62.4,26.11,,,,, 
-61.7,26.58,,,,,
-61.1,27.07,,,,,
-60.4,27.57,,,,,
-59.9,27.99,,,,,
-59.3,28.41,,,,,
-58.7,28.85,,,,,
-58.1,29.29,,,,,
-57.6,29.71,,,,,
-57,30.12,,,,,
-56.4,30.55,,,,,
-55.9,30.97,,,,,
-55.3,31.36,,,,,
