mVTris,TTris,,,,,
-62.5,25.04,,,,,
-62,25.51,,,,, 
-61.3,25.99,,,,,
-61,26.28,,,,,
-60.5,26.63,,,,,
-60,27,,,,,
-59.5,27.39,,,,,
-59,27.76,,,,,
-58.5,28.17,,,,,
-57.8,28.62,,,,,
-57.2,29.07,,,,,
-56.6,29.55,,,,,
-56.1,29.94,,,,,
-55.5,30.38,,,,,
-55,30.73,,,,,
-54.5,31.12,,,,,
