mVTris,TTris,,,,,
-73.3,20.65,,,,,
-73.1,21.08,,,,, 
-72.8,21.37,,,,,
-72.1,21.93,,,,,
-71.4,22.48,,,,,
-70.6,23.02,,,,,
-70,23.47,,,,,
-69.4,23.91,,,,,
-68.8,24.38,,,,,
-68.3,24.77,,,,,
