mVTris,TTris,,,,,
-73.3,22.67,,,,,
-73,22.97,,,,, 
-72.4,23.44,,,,,
-71.7,23.91,,,,,
-71,24.38,,,,,
-70.4,24.84,,,,,
-69.8,25.27,,,,,
-69.3,25.71,,,,,
-68.7,26.15,,,,,
-68.1,26.58,,,,,
-67.7,26.91,,,,,
-67.2,27.33,,,,,
-66.6,27.75,,,,,
-65.9,28.21,,,,,
