mVTris,TTris
-65.7,25.50
-65.1,25.66
-64.6,26.07
-64.1,26.43
-63.6,26.80
-63.1,27.17
-62.7,27.46
-62.5,27.62
-62.0,28.02
-61.5,28.41
-61.1,28.77
-60.7,29.05
