mVTris,TTris,,,,,
-63.1,25.33,,,,,
-62.4,25.96,,,,, 
-61.5,26.57,,,,,
-60.9,26.98,,,,,
-60.4,27.37,,,,,
-59.5,28.02,,,,,
-58.9,28.50,,,,,
-58.4,28.95,,,,,
-57.7,29.35,,,,,
-57.1,29.77,,,,,
-56.7,30.05,,,,,
