mVTris,TTris,,,,,
-77.0,20.51,,,,,
-76.0,21.17,,,,, 
-75.4,21.54,,,,,
-74.8,22.04,,,,,
-74.2,22.50,,,,,
-73.7,22.87,,,,,
-73.1,23.32,,,,,
-72.5,23.74,,,,,
-72.0,24.14,,,,,
-71.4,24.51,,,,,
-70.9,24.88,,,,,
-70.4,25.26,,,,,
-69.9,25.65,,,,,
-69.4,26.00,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
