sample,mass,salinity,Sample.ID,Type
20180922_Tank6,59.45,34.46,Tank6,Tank
20180922_Tank5,59.54,34.53,Tank5,Tank
20180922_Tank4,59.84,34.36,Tank4,Tank
20180922_Tank8,59.55,34.28,Tank8,Tank
20180922_Tank7,59.88,34.27,Tank7,Tank
20180922_Tank2,59.6,34.33,Tank2,Tank
20180922_Tank3,59.11,34.25,Tank3,Tank
20180922_Tank9,59.95,34.34,Tank9,Tank
20180922_Tank1,59.04,34.19,Tank1,Tank
