"Sample.ID","TA","Mass","Tank","Type"
"20180922_JUNK12",2205.88568207957,59.05,"Junk12","Junk"
"20180922_CRM1",2236.42193154433,59.77,"CRM1","CRM"
"20180922_CRM2",2241.82437473214,59.62,"CRM2","CRM"
