sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	5575_B	5577_B	5576_B	5578_B	C1d	3290_C	C17d	C42.2	C21	C1	C31	C21ac	5523_C	C3cg	C17e	C31a	1393_C	C17f	C31.9	C1b	1379_C	C1bi	C17	5524_C	C3cw	C31.1	1396_C	5525_C	C31.10	C1ag	1392_C	1381_C	5527_C	C1k	1416_C	1394_C	1417_C	1401_C	C21k	1403_C	1398_C	1373_C	1408_C	1405_C	C3	1412_C	C45c	1410_C	1441_C	1404_C	C115k	1377_C	1420_C	1409_C	1414_C	C17.2	1397_C	1424_C	5561_C	3287_C	C3.14	5526_C	C31.5	5584_C	5541_C	1411_C	1370_C	1415_C	C1au	5537_C	1418_C	C21.16	5536_C	C3.12	5585_C	1419_C	3755_C	1371_C	5558_C	3177_C	1372_C	1374_C	5548_C	C1bk	5529_C	3173_C	1395_C	5550_C	5549_C	5554_C	1444_C	1426_C	5551_C	3227_C	4028_C	3931_C	1413_C	5547_C	1388_C	C31b	5555_C	4023_C	1423_C	1425_C	3208_C	3592_C	5562_C	1450_C	C15h	5563_C	5543_C	5557_C	5482_C	C21ad	1402_C	1378_C	5532_C	5533_C	3187_C	1439_C	5531_C	5564_C	1437_C	5565_C	1448_C	5566_C	1422_C	5581_C	5528_C	5530_C	5535_C	3474_C	5559_C	5552_C	5538_C	5553_C	5534_C	4139_C	5582_C	5567_C	1428_C	3339_C	3186_C	5583_C	5568_C	5587_C	5539_C	5401_C	1384_C	5540_C	3245_C	5556_C	5542_C	5573_C	3443_C	3193_C	1375_C	4281_C	1429_C	4657_C	1432_C	1376_C	1380_C	1382_C	1449_C	3264_C	1383_C	C3.2	1445_C	1387_C	1406_C	1386_C	3384_C	5569_C	3386_C	5570_C	5560_C	5572_C	5588_C	4002_C	3993_C	D1	D4	D6	D1ab	1365_D	1367_D	1366_D	D4d	1368_D	1399_D	D17d	1369_D	D17j	1452_D	D5m	D1r	1430_D	D17e	D17c	D17l	D1.6	D17k	D17	1487_D	1481_D	1433_D	1400_D	1442_D	1434_D	5586_D	D2.2	1435_D	5544_D	D6c	1491_D	D4b	5579_D	1436_D	5580_D	5545_D	1554_D	5546_D	1495_D	1466_D	5571_D	1471_D	G3l	G3m	G3k	5574_G	G3v
322	HP198	HP198_S109_L001_R1_001.fastq.gz	5fbd34b5239feac864f7c74e25a57ec7722e4849d6a04848eabdec7885e86f03	HP198_S109_L001_R2_001.fastq.gz	3b673d30a05b974675bfd4798cba92c4c16965d7f1f62378f4bf031caaf32f79	1.8434021675454013	1.0449253075571177	0.01698886936145284	1.0415202108963093	0.016952255418863502	0.003405096660808436	3.661394258933802e-05	0.0	0.0	1.0	0.0003295254833040422	0	0	0.007249560632688928	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0.861782366725249	0	0	0.054078793204452254	0	0.042728471001757466	0	0	0	0.009666080843585237	0	0	0	0	0	0.006444053895723492	0	0.005931458699472759	0	0	0.00739601640304628	0	0	0.007249560632688928	0	0	0	0	0	0.004723198594024604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	HP218	HP218_S159_L001_R1_001.fastq.gz	4e7bc2438732f263d26035f68fa71bef328aa70626ee0f34250eddc6f3a4694c	HP218_S159_L001_R2_001.fastq.gz	c535c8533c290b934570d7805b4d7fcd5490be43aa39b7a752b1f019dbd581ea	2.2199983320823953	1.063922942206655	0.0198482194979568	1.0609623884580102	0.019806521557835043	0.002960553748644817	4.1697940121757986e-05	0.0	0.0	1.0	0.0003752814610958219	0	0	0.006296388958385456	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8583520974063881	0	0	0.06913518472187474	0	0.03306646651655408	0	0	0	0.0070052539404553416	0	0	0	0	0	0.005545826036193812	0	0.008422983904595113	0	0	0.00642148277875073	0	0	0.006296388958385456	0	0	0	0	0	0.005754315736802602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	HP118	HP118_S15_L001_R1_001.fastq.gz	126bc50d29f59ac5d72417a2b1c0faa7e7eb19783cddb6df5b240431c9a1659d	HP118_S15_L001_R2_001.fastq.gz	df487df7842322c8f9fc2ef24527ff332f5d127629f5126668eb03590096535f	2.1636589609743972	1.037086751180711	0.018493661446681582	1.037086751180711	0.018493661446681582	0.0	0.0	0.0	0.0	1.0	0.00044742729306487697	0	0	0.007606263982102908	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0.8413621675366642	0	0	0.06060154113845389	0	0.04747700720855083	0	0	0	0.017002237136465325	0	0	0	0	0	0.01039025602783992	0	0.005369127516778523	0	0	0.0058165548098434005	0	0	0.007606263982102908	0	0	0	0	0	0.004374844643301019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	HP329	HP329_S232_L001_R1_001.fastq.gz	3a90aade71ca09b71119c5977a4b5d69ce3ee60a1d3c5272668017161fc53d7c	HP329_S232_L001_R2_001.fastq.gz	4586563b7ea9976946a8fa030bd32c11e04f004a755a58c5993afa6b9d7f0afc	2.4345427059712774	1.1110355253212396	0.018934240362811793	1.0819727891156463	0.018783068783068783	0.0003023431594860166	3.779289493575208e-05	0.028760393046107332	0.00011337868480725624	1.0	0.0003023431594860166	0	0	0.01969009826152683	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8740740740740741	0	0	0.04387755102040816	0	0.030385487528344673	0	0	0	0.0172713529856387	0	0	0	0	0	0.008314436885865457	0	0	0	0.01307634164777022	0.0063869992441421015	0	0	0.006613756613756613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	HP217	HP217_S147_L001_R1_001.fastq.gz	a1b207b9a0a16e8a3daf42d6214859fdfab3af81987b3b2b8efdc733d153175e	HP217_S147_L001_R2_001.fastq.gz	2b46748a87a031e58b1398a190701fa5e42e1e003892ec4a72867541ffb2f23d	2.116384335779439	1.0841506069542555	0.019888896509155752	1.0508195597009806	0.019820314107400042	0.0	0.0	0.033331047253274806	6.858240175570949e-05	1.0	0.0006172416158013854	0	0	0.011384678691447775	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8681160414237706	0	0	0.050202318085179345	0	0.03600576092174748	0	0	0	0.010287360263356422	0	0	0	0	0	0.008229888210685139	0	0.011178931486180646	0	0.004800768122899664	0.004595020917632535	0	0	0.006583910568548111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	HP114	HP114_S62_L001_R1_001.fastq.gz	33b0247721dc4b1194037787e7056f7a78337395ac4f0229678d86153c47dab9	HP114_S62_L001_R2_001.fastq.gz	a0a0f334fc43ed817b2ffece8303d7392843f30ce18a233f4de233f755887335	2.01310030666627	1.0480543067258166	0.016613570726769285	1.04597016702891	0.016583797302527764	0.002084139696906541	2.9773424241522017e-05	0.0	0.0	1.0	0.0002977342424152202	0	0	0.006847887575550064	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData	0	0	0	0	0.8291898651263881	0	0	0.07226010063417394	0	0.050406407240896775	0	0	0	0.010271831363325096	0	0	0	0	0	0.007741090302795724	0	0.009348855211837913	0	0	0.007532676333105071	0	0	0.006847887575550064	0	0	0	0	0	0.006222645666478102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001786405454491321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	HP341	HP341_S199_L001_R1_001.fastq.gz	043b825495aefba797a826a98ee406f0cc2ba3a97c664ac2ed92b87b3f28d448	HP341_S199_L001_R2_001.fastq.gz	69ce5e1d9d0c555b1e4df5e2ccffbcc96735dee05cfe5e62c9aa9bab32069e5c	1.831554026890606	1.0507884039844553	0.017822843614597756	1.0477509268772056	0.01777817483360879	0.003037477107249743	4.466878098896681e-05	0.0	0.0	1.0	0.0004020190289007013	0	0	0.010765176218341001	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0.8273998302586323	0	0	0.07097869299146826	0	0.0504757225175325	0	0	0	0.012507258676910707	0	0	0	0	0	0.006253629338455353	0	0.008308393263947826	0	0	0.007772367892080225	0	0	0.010765176218341001	0	0	0	0	0	0.005538928842631885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	HP222	HP222_S112_L001_R1_001.fastq.gz	1ed36e315e67ad75258689a4ea21a5c6c8cd6e3b2b6637cdd6e61ccb815c97ed	HP222_S112_L001_R2_001.fastq.gz	b3c212db7b31d4beee2216f05d701c591dc75e5178a636b3a140d26b496fa609	1.9180077408840905	1.047209207577918	0.018435526583825627	1.044408229782033	0.018384599714809532	0.002800977795885109	5.092686901609289e-05	0.0	0.0	1.0	0.000458341821144836	0	0	0.008402933387655328	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.820177225504176	0	0	0.08178855163984518	0	0.05214911387247912	0	0	0	0.006722346710124261	0	0	0	0	0	0.006264004888979426	0	0.009574251375025463	0	0	0.008352006518639234	0	0	0.008402933387655328	0	0	0	0	0	0.006569566103075983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	HP303	HP303_S212_L001_R1_001.fastq.gz	e9ce9a1690e085cdec8aaacdc0a14f36f4e94665b44479796f2bb0006f5a804f	HP303_S212_L001_R2_001.fastq.gz	b396556d4228fda989c918fdf2a5cbbb0f2a3ead7607ccd628a25f4338a0b1dc	2.077810571505232	1.061765495036222	0.020230748591360342	1.059833646364368	0.02012342366514623	0.001931848671854038	0.00010732492621411322	0.0	0.0	1.0	0.0005902870941776227	0	0	0.00633217064663268	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8213576603166085	0	0	0.07587872283337806	0	0.0515696270458814	0	0	0	0.01110812986316072	0	0	0	0	0	0.009390931043734908	0	0.010034880601019586	0	0	0.007888382076737322	0	0	0.00633217064663268	0	0	0	0	0	0.005849208478669171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003756372417493963	0.00021464985242822645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	HP214	HP214_S111_L001_R1_001.fastq.gz	50a7fcca0f223430f20557851e59e6ef34c3a07525428532c2e21e1c46930155	HP214_S111_L001_R2_001.fastq.gz	5cd48c2f4bcacf20bd80ca09cae8586f246eb22e290cc69d84ece683a2b4fddb	2.185037157309686	1.0483981764816086	0.019671516892524825	1.0425903953038156	0.019609067632548553	0.005807781177793043	6.244925997626928e-05	0.0	0.0	1.0	0.0006244925997626928	0	0	0.006557172297508274	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8370698807219135	0	0	0.06663336039467932	0	0.0453381627427715	0	0	0	0.010366577156060701	0	0	0	0	0	0.008805345656653968	0	0.009180041216511585	0	0	0.005245737838006619	0	0	0.006557172297508274	0	0	0	0	0	0.006369824517579467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004433897458315119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	HP237	HP237_S102_L001_R1_001.fastq.gz	fe7159ce04ec058df74be70a23b7ae4853e04099c0eaa91b4f1fad5326e429c6	HP237_S102_L001_R2_001.fastq.gz	d6bd0af2dd515107ef875d38a9884621e8dbc0bc21b7c38f224d8756f22dd58c	2.0264869450466585	1.0615986426618909	0.01899330756904515	1.0584880761617494	0.018946177773588462	0.003110566500141389	4.712979545668772e-05	0.0	0.0	1.0	0.0004712979545668772	0	0	0.006032613818456028	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0.823121877651051	0	0	0.07762277311716467	0	0.04877933829767179	0	0	0	0.009378829295880856	0	0	0	0	0	0.01013290602318786	0	0.008813271750400604	0	0	0.005514186068432463	0	0	0.006032613818456028	0	0	0	0	0	0.006362522386652842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004241681591101895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	HP180	HP180_S94_L001_R1_001.fastq.gz	249b5427d7a1319735e3987f4678554273e9e41c2339bdeeefba42d7d1e1c607	HP180_S94_L001_R2_001.fastq.gz	06f787dc272a5a4ab59d1ddb0066911150bef5b76aeb1ba42cfc902362336603	1.9185102212265472	1.0505810697283675	0.016872024642957156	1.04862083450014	0.016837020442453093	0.0019602352282273874	3.500420050406049e-05	0.0	0.0	1.0	0.00031503780453654437	0	0	0.009101092131055727	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.7878745449453934	0	0	0.08929571548585831	0	0.06717306076729207	0	0	0	0.014106692803136376	0	0	0	0	0	0.007875945113413609	0	0.00871604592551106	0	0	0.00927611313357603	0	0	0.009101092131055727	0	0	0	0	0	0.006580789694763372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	HP188	HP188_S95_L001_R1_001.fastq.gz	73336da210c87304619ced7d943fe2d8f5e7eafbe600bb3d5ebac1a9a39b91e0	HP188_S95_L001_R2_001.fastq.gz	77138f70f3d1610868e9d1ce9c8a885c28540988960c916704c11a6c73a99441	1.8597656130473363	1.0498760747835134	0.016982344481503014	1.0484379302958906	0.016951745662617423	0.0014381444876227778	3.059881888559102e-05	0.0	0.0	1.0	0.00027538936997031915	0	0	0.008231082280223984	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8102567240904501	0	0	0.07508950154524036	0	0.05829074997705089	0	0	0	0.014473241332884551	0	0	0	0	0	0.01205593464092286	0	0.008169884642452802	0	0	0.008506471650194303	0	0	0.008231082280223984	0	0	0	0	0	0.004926409840580154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	HP175	HP175_S34_L001_R1_001.fastq.gz	86edf1e18297dcc055d06284c455133b53499c725724a48231cf7a7cfa9c99a0	HP175_S34_L001_R2_001.fastq.gz	24b931f3c91553ecdc80f94c82d856cb34c3baddc1883f815a21209952b5526e	2.0479481829247086	1.055642496957051	0.01817075291253695	1.0537297861241524	0.018127282211789254	0.0019127108328986263	4.347070074769605e-05	0.0	0.0	1.0	0.0003912363067292645	0	0	0.008129021039819162	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0.8101199791340636	0	0	0.08033385498174231	0	0.05407755173013389	0	0	0	0.010389497478699357	0	0	0	0	0	0.010128673274213181	0	0.010650321683185533	0	0	0.009302729960006955	0	0	0.008129021039819162	0	0	0	0	0	0.006868370718135976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
