sample,mass,salinity,Sample.ID,Type
20181110_Tank12,59.64,32.28,Tank12,Tank
20181110_Tank6,59.52,32.58,Tank6,Tank
20181110_Tank8,59.11,32.28,Tank8,Tank
20181110_Tank7,59.1,32.65,Tank7,Tank
20181110_Tank1,59.55,32.52,Tank1,Tank
20181110_Tank5,59.52,32.55,Tank5,Tank
20181110_Tank3,59.36,32.68,Tank3,Tank
20181110_Tank11,59.63,32.34,Tank11,Tank
20181110_Tank4,59.04,32.82,Tank4,Tank
