"Sample.ID","TA","Mass","Tank","Type"
"20181013_JUNK",13.580712865543,59.55,"Junk","Junk"
"20181013_CRM1",2222.72491466351,59.87,"CRM1","CRM"
"20181013_CRM2",2216.37070855606,59.43,"CRM2","CRM"
