sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	C1d	C17d	C31	C42.2	C1	C21	C17e	C21ac	C3cg	C17f	C1bi	1853_C	1840_C	1365_C	C17	C3.12	C1b	1842_C	C3cw	C3	C31.9	C1k	1857_C	1841_C	1846_C	1863_C	1844_C	1860_C	1849_C	C21k	C31.10	1858_C	1422_C	1866_C	1865_C	1859_C	1861_C	1862_C	1875_C	1876_C	1867_C	1864_C	1839_C	1855_C	1845_C	1843_C	1850_C	1848_C	1847_C	1872_C	1852_C	1854_C	C31a	1402_C	1424_C	1874_C	1851_C	1873_C	1856_C	C21.16	D1	D4	D6	D1ab	1833_D	D4d	1835_D	1834_D	1836_D	1837_D	D17d	D17j	1838_D	D17e	D17l	1868_D	1869_D	D5m	D17c	D17k	1870_D	1871_D	1877_D	G3l	G3k	G3m
57	HP11	1.5160863130014801	1.0216561501908545	0.011334423930824958	1.0216561501908545	0.011334423930824958	0.0	0.0	0.0	0.0	1.0	0.00046739892498247256	0	0	0	0.0502453844356158	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4226065280049856	0.3163901223027187	0.14968450572563682	0.05819116616031783	0.019163355924281374	0	0.007867881903871622	0.010477525901690427	0.008296330918438887	0	0	0	0.004440289787333489	0	0	0	0	0	0	0	0	0	0	0.0019474955207603023	0.0006231985666432967	0.00031159928332164834
50	HP04	1.4786499679502982	1.0309895961737587	0.011809082392386963	1.0309895961737587	0.011809082392386963	0.0	0.0	0.0	0.0	1.0	0.00036980425028351657	0	0	0	0.05460776095853261	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData	0.00012326808342783886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42123169468961097	0.2864257186529264	0.151151323899216	0.06146146639712046	0.01760268231349539	0.02268132735072235	0.008752033923376559	0.010305211774567329	0.007494699472412603	0.005571717370938317	0	0	0.004881416103742419	0	0	0	0	0	0	0	0	0	0	0.001627138701247473	0.0003451506335979488	0.0003451506335979488
58	HP12	1.4408564132783344	1.0270280887841288	0.012728344136711844	1.0270280887841288	0.012728344136711844	0.0	0.0	0.0	0.0	1.0	0.0014535454724022786	0	0	0.005578471813003339	0.05071695148300923	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData	0.00027499508937340407	0.005421331761932823	0.0059713219406796305	0	0	0.0006678452170496955	0.0002357100766057749	0.00019642506383814575	0	0.000785700255352583	0	0	0.0005499901787468081	0	0	0	0	0	0	0	0.0010999803574936163	0	0	0	0.00019642506383814575	0	0	0	0	0	0.0002357100766057749	0	0	0	0	0	0	0.0004714201532115498	0	0	0	0	0.0005892751915144372	0.0008642702808878413	0.0003928501276762915	0.00019642506383814575	0.00035356511490866236	0.00027499508937340407	0.0002357100766057749	0.0003928501276762915	0.0002357100766057749	0.0002357100766057749	0.0002357100766057749	0.0002357100766057749	0	0.00019642506383814575	0	0.0001571400510705166	0	0	0.4001178550383029	0.29660184639560006	0.15348654488312707	0.05833824395992929	0.01673541543901002	0.01983893144765272	0.011824788843056374	0.011235513651541938	0.005617756825770969	0.005303476723629935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019642506383814575	0	0
51	HP05	1.473428672316384	1.0276600753295668	0.012005649717514125	1.0276600753295668	0.012005649717514125	0.0	0.0	0.0	0.0	1.0	0.0011475988700564972	0	0	0.005532015065913374	0.05567325800376648	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData	0.0007944915254237289	0.004560969868173258	0.007003295668549906	0	0	0.0006473634651600754	0.0006473634651600754	0.00047080979284369113	0	0.0009121939736346516	0	0.00011770244821092278	0.0005296610169491525	0	0	0	0	0.00044138418079096045	0	0	0.00035310734463276836	0	0	0.00044138418079096045	0.0003236817325800377	0	0.00041195856873822977	0	0.00020597928436911489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000676789077212806	0.00011770244821092278	0.00035310734463276836	0.00041195856873822977	0.00020597928436911489	0.00026483050847457627	0.00026483050847457627	0	0.00014712806026365347	0.00011770244821092278	0	0	0.00020597928436911489	0	0.00017655367231638418	0	0.00011770244821092278	0.00011770244821092278	0.4033368644067797	0.2906956214689266	0.1531603107344633	0.05546727871939736	0.022128060263653482	0.02030367231638418	0.01224105461393597	0.010298964218455744	0.006444209039548022	0.004560969868173258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003236817325800377	0	0
47	HP01	1.434759602664935	1.023570724198475	0.012482863121437333	1.0207085648315175	0.012434759602664935	0.002862159366957693	4.81035187723982e-05	0.0	0.0	1.0	0.0001924140750895928	0	0	0.008057339394376698	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0.8636986795584097	0	0	0.05404430334078938	0.040695576881448876	0	0	0	0.010751136445630997	0	0.01096760228010679	0	0	0.008057339394376698	0	0	0.0063737162373427615	0	0.005411645861894797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	HP08	1.3795260850288191	1.017611705010099	0.012217350608404355	1.0159121138972362	0.012168087097886596	0.0016995911128627026	4.9263510517759495e-05	0.0	0.0	1.0	0.00022168579732991772	0	0	0.007980688703877038	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0.8606581605005172	0	0	0.05386964875117001	0.04014976107197399	0	0	0	0.010074387900881818	0	0.006946154983004089	0	0	0.007980688703877038	0	0	0.009236908222079905	0	0.006576678654120893	0	0	0.004507611212374994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	HP10	1.3891018205658379	1.028039739775077	0.014120732260830098	1.0265520197690252	0.014095516667507186	0.0014877200060517423	2.5215593322910888e-05	0.0	0.0	1.0	0.000226940339906198	0	0	0.007136012910383781	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0.8229361036865197	0	0	0.0759493670886076	0.05214584699177972	0	0	0	0.00938020071612285	0	0.011523526148570275	0	0	0.007136012910383781	0	0	0.006757779010540118	0	0.006379545110696455	0	0	0.007791618336779465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	HP03	1.3805221615057681	1.0285124468731026	0.013333333333333334	1.0271281117182756	0.013309046751669702	0.001384335154826958	2.4286581663630843e-05	0.0	0.0	1.0	0.0002185792349726776	0	0	0.006557377049180328	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData	0.8233151183970856	0	0	0.07642987249544626	0.05051608986035216	0	0	0	0.008136004857316333	0	0.010297510625379478	0	0	0.006557377049180328	0	0	0.00864602307225258	0	0.006265938069216758	0	0	0.009836065573770493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	HP14	1.5502069162346002	1.075441183465728	0.022927270132711793	1.0743471436046235	0.022832136231746184	0.0010940398611045045	9.51339009656091e-05	0.0	0.0	1.0	0.0017124102173809636	0	0	0.02625695666650811	0.01959758359891547	0	0	0	0	0	coral_field	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData	0.5571041240546069	0.032821195833135135	0.03215525852637587	0.029634210150787235	0.020120820054226322	0.016458164867050373	0.0037577890881415593	0	0.006706940018075441	0	0.006944774770489464	0	0	0.004566427246349237	0	0.015744660609808305	0	0	0	0.010369595205251391	0	0	0	0	0	0.008704751938353232	0	0	0	0	0	0	0.004233458592969605	0.004804261998763259	0.003948056890072778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07905627170242116	0.06530942301289064	0.03672168577272511	0.011653902868287115	0.003995623840555582	0.004138324692003995	0.001997811920277791	0.0015221424154497456	0.0017599771678637683	0	0.006469105265661418	0.0058507349093849595	0	0.003615088236693146	0.0031394187318651	0.0037577890881415593	0.003234552632830709	0.001997811920277791	0.0026637492270370545	0.0017124102173809636	0.0020453788707605956	0	0.0012843076630357228	0	0	0
53	HP07	1.6165490320677212	1.0992215691169462	0.020198352359122165	1.0974513764382816	0.02003948891360098	0.0015886344552118558	0.00013616866758958763	0.00018155822345278352	2.269477793159794e-05	1.0	0.0009758754510587114	0	0	0.04691010598461294	0.02185507114812882	0	0	0	0	0	coral_field	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData	0.49395184168122913	0.0463200417583914	0.03864920681751129	0.024215328053015	0.01892744479495268	0.014728910877607063	0.0043120078070036085	0.005083630256677938	0.004675124253909176	0.004584345142182784	0	0.004470871252524794	0.004357397362866804	0.004584345142182784	0	0.019653677688763815	0	0	0	0.014093457095522321	0	0	0	0	0	0.010235344847150671	0	0	0	0	0	0	0.0055375258153098975	0.004879377255293557	0.005151714590472732	0	0	0	0	0	0.004243923473208814	0.0034496062456028866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09309397907541475	0.0705807593672696	0.035313074461566396	0.01277715997548964	0.004289313029072011	0.004811292921498763	0.0034269114676712888	0.0016340240110750517	0.0032226584662869073	0.0012482127862378867	0.0057417788166942785	0.00517440936840433	0	0.0035403853573292786	0.0032226584662869073	0.0024964255724757734	0.0023602569048861858	0.0030864897986973196	0.002337562126954588	0.002246783015228196	0.0017928874565962371	0.0013843814538274744	0	0.0001134738896579897	0	0
