sample,mass,salinity,Sample.ID,Type
20181010_Tank10,59.54,34.49,Tank10,Tank
20181010_Tank12,59.86,34.27,Tank12,Tank
20181010_Tank2,59.69,34.5,Tank2,Tank
20181010_Tank1,59.18,34.2,Tank1,Tank
20181010_Tank9,59.45,34.52,Tank9,Tank
20181010_Tank8,59.57,34.45,Tank8,Tank
20181010_Tank7,59.02,34.47,Tank7,Tank
20181010_Tank3,59.1,34.26,Tank3,Tank
20181010_Tank11,59.61,34.31,Tank11,Tank
