sample,mass,salinity,Sample.ID,Type
20181125_Tank1,59.91,33.7,Tank1,Tank
20181125_Tank10,59.23,34.09,Tank10,Tank
20181125_Tank12,59.35,33.54,Tank12,Tank
20181125_Tank9,59.85,33.88,Tank9,Tank
20181125_Tank7,59.59,33.93,Tank7,Tank
20181125_Tank2,59.89,33.94,Tank2,Tank
