	Feature.ID	Taxon	Confidence
1	0511e581d16ded0d96481a1ca0ffe377	d__Bacteria	0.985034635837202
2	de267294a5409fa4eb8a78baadaea958	d__Bacteria	0.898195476323542
3	ade661a7ce6ac3cd7ea2b59f06e6307f	d__Bacteria	0.981646001797107
4	7081dfbc8aac683b8692dc5a756f6b26	d__Bacteria	0.985080490034986
5	bc461b9cebad030910b9795422cbad3a	d__Bacteria	0.901116592133722
6	7a9702847c21dbf544eb962813391595	d__Bacteria	0.967897698893905
7	251ac50217271e5d18bdb2e673fb1480	d__Bacteria	0.769207197657887
8	983235b94ff9e1b1e76a62d51a96fc8e	d__Bacteria	0.860766650246277
9	ed8a56c4fc4661b22a033ddecd8ffe8c	d__Bacteria	0.985916239987286
10	c65e866afff5d18ad4f431a91ee8b12f	d__Bacteria	0.874964350840129
11	b59f822453bf25c2a79a1d783d724d40	d__Bacteria	0.810225723647418
12	5571160a19e3669fdc5f5a0c63bedf3f	d__Bacteria	0.999997991363185
13	88e6d38ecdbe9ca7e6f5d7934ccb28c9	d__Bacteria	0.799458618880544
14	e05ec33bc029ba79b09b2d6e69c3384e	d__Bacteria	0.999052002052377
15	64addc03824ea3417b56c83cef372ae2	d__Bacteria	0.825389887586515
16	debc488c2126256c4ada3afa53bb1d69	d__Bacteria	0.837628007406426
17	334f5dff521cd5d209f3e34f307b5395	d__Bacteria	0.770373044235071
18	9e2dd4f1f6fd575265bb8a4c923c81a3	d__Bacteria	0.98040533616297
19	b2e8f9bf6dade152ebbf7e973d7a1ac8	d__Bacteria	0.98209925184439
20	48fcd3df1347e4e2050037fac2cdb272	d__Bacteria	0.999999999991411
21	80b423e7ab7489586026544e4c659b3b	d__Bacteria	0.998881634558488
22	1aaea1f9b97cb29c597a7124c86160e7	d__Bacteria	0.871462816126743
23	ba7fbb8ea8212a4a76ea84aaf4b1016b	d__Bacteria	0.953055450443944
24	f5f4b96f7518bd7eafc1022cb469d508	d__Bacteria	0.794918771867516
25	5432a8b94857d9b1f5c5fb925135c88f	d__Bacteria	0.862649501675009
26	3de092e67edce7cdf2b318491b19eae1	d__Bacteria	0.876408336005821
27	ad82f8e814bd4ddf4332273c668036d2	d__Bacteria	0.999998449241049
28	b7fd5d39ff3279064279e3828fd1d4e1	d__Bacteria	0.997629272150168
29	25d91316234162e0a5e533fb91af2bde	d__Bacteria	0.794127610042456
30	bb908c374fb8067e007c086659c19367	d__Bacteria	0.887344793896067
31	f8ab8dc9da0534c2c5d04826e1183017	d__Bacteria	0.856737699183644
32	a2b642dd7f15d5c0c8bf0895c9f0f82b	d__Bacteria	0.703091749583635
33	8a62658030b34e93f8699c3c42041491	d__Bacteria	0.835090516995203
34	dfc1180e603c64556a1b537c34cda0ef	d__Bacteria	0.98118463118966
35	edb7999f346ae31cf7170fe67e41e10a	d__Bacteria	0.934168505482736
36	1422e3ce54c3855578de08e82108aa1e	d__Bacteria	0.790627529932336
37	d3ba3171ab2dceb78bbde34fe3701c94	d__Bacteria	0.818892627144875
38	8611f54d963ba7fc0adcc74b50278dfc	d__Bacteria	0.822336594733921
39	20bce097a4186acc78c647f214f3d9b8	d__Bacteria	0.994820735784906
40	16ae3dbe270d3e05cfca14169b36f481	d__Bacteria	0.755647914578018
41	f20d988637e5626a4d7b8300634feb40	d__Bacteria	0.810482131709853
42	7d2a90dbf1fe00c28d7a6f4f4983e2f4	d__Bacteria	0.997912781632271
43	34cac648a168d4893db69a3ccafdfc43	d__Bacteria	0.88835060660954
44	833830f9a4e1d81eb15526a29f8fd203	d__Bacteria	0.889461596071195
45	68522f1000f8400ccf2bb87fb9c8901a	d__Bacteria	0.782712412625119
46	63c07fab5ab13047a769fa83587b4cdc	d__Bacteria	0.884468270388901
47	821e644c06876e0bce3f8dbb9be2d6e6	d__Bacteria	0.928160400002889
48	237541f2243fafe7f52efb01ac86d09a	d__Bacteria	0.854619374476637
49	d7458a42dfc3b310ad23c3858873b49d	d__Bacteria	0.998911732734253
50	9b29cb1ea0c8201535f1afdb093016e8	d__Bacteria	0.984471934027251
51	17333c0fb09a146dc8573ef3c4fb01b5	d__Bacteria	0.957738494469435
52	99ba07179e4660f792a891f84107d830	d__Bacteria	0.935725468938872
53	c4bade7b5e8c63d579c492f24145eff2	d__Bacteria	0.853511932167662
54	38fff5e68102b68744d463f22089cbc7	d__Bacteria	0.949410343636044
55	31a56b5bfdb4a72503a432663a973e85	d__Bacteria	0.763782876554184
56	d9ac2c05e292119eb57eccc118da7aa0	d__Bacteria	0.998538768054727
57	3bfc1d9052c08da5c82a76e9d7b05dae	d__Bacteria	0.819448407447668
58	9b840e44dabd106b862173bb73e315f1	d__Bacteria	0.80505846454088
59	e36cb6b6cd3eb00be6bc2b212fd7535f	d__Bacteria	0.999994412149274
60	7a9c152b3040107dcb26612fd3d11fa3	d__Bacteria	0.948924371189811
61	2e4f6d7bb0228e9a9a56702b9d7a7c60	d__Bacteria	0.911777802000537
62	e81c7fde2f320f1109c78646743f241c	d__Bacteria	0.871530407921437
63	baaa60f5422730081cbbf00a9615248e	d__Bacteria	0.997566135518325
64	0cef460687c75049cd5fc9a0020e9c29	d__Bacteria	0.891921663924716
65	20016a2b47eaac3e85b44f8a322b77a0	d__Bacteria	0.999999995809368
66	c030662939fac0ef96e777495beea8b2	d__Bacteria	0.907037870989496
67	bdfe03c7d611dcb59e23d62e2c5b3da8	d__Bacteria	0.809751932666837
68	b7dcd747714c9e5f4a8a2fd7950f4168	d__Bacteria	0.700790839663269
69	eaca51ff4b9f496880e8805384c7af3d	d__Bacteria	0.769379988904495
70	16bc072d468cdff4dcd996bd0d786aec	d__Bacteria	0.82035304598971
71	889bc5be0572160e31edf0bfe574c9ef	d__Bacteria	0.789135468875503
72	6673e2f520bf016b9920675408628124	d__Bacteria	0.937020160676268
73	65bc29ca774771d3bf57e3b643f4453e	d__Bacteria	0.841369080078885
74	e7f5e87db32e8e20f7d0c9a7e2682b20	d__Bacteria	0.840731548701702
75	fa24dcb88da6ad8454f385d7f6c9a45a	d__Bacteria	0.9180130123907
76	916d46537abcbdf2c2deb1e3e431a702	d__Bacteria	0.906737031942803
77	c6bb63c5c9bdd07d47240b414258c09a	d__Bacteria	0.764845751887476
78	e05656d347bfacbceaeec958c4f04824	d__Bacteria	0.987014840598109
79	eef2eb87fa32fa6855d702f646a2de2c	d__Bacteria	0.866817983792969
80	9fc4a571c1916a54ab83cf0f51a49871	d__Bacteria	0.930398570232875
81	f3a0548d421d98a909832c486ca4016b	d__Bacteria	0.78660503037363
82	6bb70680fe4c01b30112a9d61422b744	d__Bacteria	0.92285709024827
83	f4560e7675886db1e01d8d63fc00dcc2	d__Bacteria	0.7628909605349
84	bd1482812fe73625ff5fdad2fa6fc41a	d__Bacteria	0.956369546676215
85	fdc0ae720bb0167862bcd13d90949429	d__Bacteria	0.711062245530673
86	f69ccdc196251d5213a3cce8fc822d17	d__Bacteria	0.995584567587521
87	85db659c65e5f9b9204153d1eb49219e	d__Bacteria	0.999999051759469
88	4a96c2984e37a1b0e617b1930dcd2e6b	d__Bacteria	0.8799657225488
89	9b2fc074f3f115cba988b6335f61ac00	d__Bacteria	0.956865096572997
90	22101e5cacf91389651b4e78d7b826d2	d__Bacteria	0.999999980224562
91	5f0aee6d61adc8efe15d566a9a3165e3	d__Bacteria	0.963718809665583
92	5f0e0fef70d2af9a4715561b5c495e5c	d__Bacteria	0.999999840750076
93	f544342fbfaf39f01ac39473ca78255f	d__Bacteria	0.99999998692319
94	5b71472b841cb61921233be36b7baeb2	d__Bacteria	0.999295862012312
95	fa940e8ea06a46d49153804645571940	d__Bacteria	0.769539310351646
96	9b0276033d7497f1a68be8618eff7011	d__Bacteria	0.855125805190619
