index,d__Eukaryota;__,d__Bacteria;__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Cyanobacteria,Unassigned;__,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Firmicutes,d__Bacteria;p__Campilobacterota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Fusobacteriota,d__Bacteria;p__Acidobacteriota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__Deferribacterota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Chloroflexi,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dependentiae,d__Bacteria;p__Dadabacteria,d__Bacteria;p__Deinococcota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Calditrichota,d__Bacteria;p__Gemmatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Margulisbacteria,d__Eukaryota;p__Dinoflagellata,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__LCP-89,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Sva0485,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__NB1-j,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Armatimonadota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Euryarchaeota,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW167,13.0,17507.0,223.0,42.0,264.0,275.0,6.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860,104.0,HIMB,M49,5,Mcapitata,Hard,2860,ATHC,AT,HC,11,7
HPW168,0.0,17181.0,9097.0,51.0,409.0,301.0,24.0,36.0,0.0,0.0,18.0,27.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499,105.0,Reef.35.36,M53,6,Mcapitata,Hard,1499,ATAC,AT,AC,8,7
HPW169,23480.0,29.0,89.0,39.0,0.0,165.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329,106.0,Lilipuna.Fringe,P50,5,Pacuta,Hard,1329,HTAC,HT,AC,4,8
HPW170,12.0,16303.0,4106.0,25.0,112.0,244.0,7.0,21.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345,107.0,Reef.18,M5,1,Mcapitata,Hard,1345,HTHC,HT,HC,2,5
HPW171,37099.0,50.0,152.0,84.0,181.0,447.0,0.0,41.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757,108.0,Reef.42.43,P4,1,Pacuta,Hard,1757,ATAC,AT,AC,6,5
HPW172,15.0,20631.0,5118.0,56.0,130.0,309.0,307.0,19.0,0.0,0.0,38.0,5.0,5.0,38.0,17.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554,109.0,Reef.18,M57,6,Mcapitata,Hard,2554,ATHC,AT,HC,12,10
HPW173,9.0,20926.0,1793.0,0.0,30.0,399.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,193.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235,110.0,Reef.42.43,M3,1,Mcapitata,Hard,1235,HTAC,HT,AC,4,8
HPW174,66.0,20075.0,3924.0,166.0,264.0,454.0,0.0,13.0,0.0,0.0,19.0,7.0,2.0,92.0,34.0,0.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478,111.0,Reef.11.13,M64,7,Mcapitata,Hard,1478,HTAC,HT,AC,7,10
HPW175,39091.0,16.0,63.0,95.0,745.0,174.0,0.0,14.0,8.0,0.0,0.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300,112.0,Reef.18,P32,4,Pacuta,Hard,2300,HTHC,HT,HC,5,10
HPW176,17.0,25885.0,211.0,57.0,383.0,398.0,0.0,22.0,0.0,0.0,15.0,43.0,6.0,3.0,18.0,12.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754,113.0,HIMB,M24,3,Mcapitata,Hard,1754,HTAC,HT,AC,9,10
HPW177,28880.0,7.0,470.0,445.0,190.0,444.0,7.0,7.0,0.0,103.0,12.0,0.0,44.0,87.0,33.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1090,114.0,Lilipuna.Fringe,P74,8,Pacuta,Hard,1090,HTHC,HT,HC,2,7
HPW178,0.0,14873.0,377.0,25.0,90.0,242.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583,115.0,Lilipuna.Fringe,M18,2,Mcapitata,Hard,1583,HTAC,HT,AC,7,5
HPW179,5518.0,25.0,1503.0,2662.0,58.0,65.0,0.0,5.0,247.0,160.0,0.0,79.0,395.0,2.0,253.0,0.0,18.0,0.0,61.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1709,116.0,Lilipuna.Fringe,P40,4,Pacuta,Hard,1709,HTHC,HT,HC,10,8
HPW180,11498.0,13.0,129.0,90.0,114.0,409.0,14.0,8.0,0.0,0.0,0.0,25.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087,117.0,HIMB,P33,4,Pacuta,Hard,2087,HTHC,HT,HC,10,5
HPW181,10.0,16574.0,230.0,157.0,215.0,153.0,0.0,30.0,0.0,16.0,16.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706,118.0,Reef.11.13,M46,5,Mcapitata,Hard,1706,ATHC,AT,HC,11,5
HPW182,36868.0,94.0,166.0,10.0,158.0,314.0,0.0,22.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459,119.0,Reef.18,P10,1,Pacuta,Hard,1459,ATHC,AT,HC,3,8
HPW183,34237.0,22.0,110.0,708.0,63.0,249.0,0.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,120.0,Reef.35.36,P42,5,Pacuta,Hard,1219,ATHC,AT,HC,3,3
HPW184,8786.0,27.0,268.0,97.0,65.0,612.0,5.0,60.0,0.0,2912.0,0.0,4.0,151.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254,121.0,Reef.42.43,P38,4,Pacuta,Hard,1254,ATHC,AT,HC,3,6
HPW185,30.0,27107.0,1328.0,0.0,179.0,414.0,0.0,51.0,0.0,0.0,0.0,0.0,26.0,0.0,36.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496,122.0,Reef.35.36,M60,6,Mcapitata,Hard,1496,HTAC,HT,AC,7,6
HPW186,23.0,25796.0,180.0,16.0,101.0,186.0,3.0,58.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751,123.0,Reef.42.43,M25,3,Mcapitata,Hard,1751,HTAC,HT,AC,7,3
HPW187,22453.0,51.0,470.0,464.0,1764.0,305.0,6.0,37.0,5.0,341.0,0.0,30.0,220.0,57.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750,124.0,Reef.42.43,P56,6,Pacuta,Hard,2750,ATHC,AT,HC,12,3
HPW188,16.0,10474.0,154.0,67.0,50.0,84.0,0.0,400.0,0.0,0.0,9.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632,125.0,HIMB,M6,1,Mcapitata,Hard,1632,HTAC,HT,AC,7,12
HPW189,73.0,10797.0,14810.0,2.0,142.0,217.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,126.0,HIMB,M61,7,Mcapitata,Hard,1651,ATAC,AT,AC,8,4
HPW190,29743.0,33.0,50.0,723.0,141.0,411.0,0.0,30.0,0.0,18.0,0.0,4.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527,127.0,Reef.18,P57,6,Pacuta,Hard,2527,HTHC,HT,HC,10,3
HPW191,31457.0,37.0,55.0,555.0,166.0,238.0,0.0,30.0,0.0,17.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676,128.0,Reef.42.43,P41,5,Pacuta,Hard,1676,HTHC,HT,HC,5,1
HPW192,26825.0,17.0,112.0,249.0,418.0,267.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873,129.0,HIMB,P7,1,Pacuta,Hard,2873,ATHC,AT,HC,11,9
HPW193,23.0,4166.0,295.0,147.0,432.0,103.0,39.0,20.0,0.0,6.0,18.0,32.0,3.0,0.0,70.0,0.0,15.0,4.0,11.0,0.0,0.0,9.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120,130.0,Reef.42.43,M14,2,Mcapitata,Hard,1120,ATAC,AT,AC,1,12
HPW194,9.0,6015.0,3.0,0.0,22.0,160.0,6.0,21.0,0.0,0.0,16.0,4.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148,131.0,Reef.42.43,M4,1,Mcapitata,Hard,1148,ATHC,AT,HC,3,9
HPW195,45.0,11031.0,1745.0,36.0,39.0,156.0,425.0,31.0,0.0,0.0,0.0,6.0,13.0,31.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995,132.0,Reef.11.13,M73,8,Mcapitata,Hard,2995,ATHC,AT,HC,12,9
HPW196,14104.0,41.0,704.0,16.0,74.0,235.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542,133.0,Lilipuna.Fringe,P52,6,Pacuta,Hard,1542,ATAC,AT,AC,8,6
HPW201,48846.0,30.0,47.0,60.0,403.0,368.0,0.0,109.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202,134.0,HIMB,P28,3,Pacuta,Hard,2202,HTHC,HT,HC,10,9
HPW202,30732.0,42.0,483.0,970.0,102.0,165.0,0.0,29.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207,135.0,Reef.11.13,P63,7,Pacuta,Hard,1207,ATHC,AT,HC,3,1
HPW203,20.0,19124.0,399.0,160.0,1181.0,505.0,145.0,20.0,0.0,0.0,67.0,37.0,9.0,0.0,4.0,12.0,0.0,18.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289,136.0,Reef.35.36,M44,5,Mcapitata,Hard,1289,HTAC,HT,AC,4,3
HPW204,20308.0,31.0,239.0,7.0,31.0,284.0,0.0,50.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239,137.0,Reef.42.43,P12,2,Pacuta,Hard,1239,HTHC,HT,HC,2,1
HPW205,15770.0,17.0,65.0,31.0,970.0,86.0,0.0,10.0,0.0,3.0,0.0,3.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696,138.0,Lilipuna.Fringe,P48,5,Pacuta,Hard,1696,HTAC,HT,AC,9,9
HPW206,28268.0,12.0,78.0,22.0,150.0,564.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414,139.0,Reef.18,P48,5,Pacuta,Hard,2414,HTAC,HT,AC,9,1
HPW207,0.0,14876.0,330.0,33.0,843.0,80.0,759.0,6.0,0.0,0.0,29.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580,140.0,Reef.35.36,M33,4,Mcapitata,Hard,1580,ATAC,AT,AC,8,9
HPW208,5.0,22123.0,7052.0,19.0,320.0,177.0,31.0,57.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183,141.0,Reef.42.43,M37,4,Mcapitata,Hard,2183,HTAC,HT,AC,9,1
HPW209,34548.0,938.0,428.0,1475.0,150.0,264.0,5.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418,142.0,Lilipuna.Fringe,P62,7,Pacuta,Hard,1418,HTHC,HT,HC,5,3
HPW210,25906.0,13.0,109.0,8.0,70.0,1154.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220,143.0,Lilipuna.Fringe,P45,5,Pacuta,Hard,1220,ATHC,AT,HC,3,4
HPW211,26793.0,19.0,85.0,434.0,152.0,333.0,0.0,50.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762,144.0,Reef.42.43,P31,4,Pacuta,Hard,1762,ATAC,AT,AC,6,4
HPW212,13805.0,19.0,342.0,7261.0,2146.0,331.0,0.0,13.0,10.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642,145.0,HIMB,P30,3,Pacuta,Hard,1642,HTAC,HT,AC,7,3
HPW213,41.0,15974.0,8833.0,103.0,596.0,273.0,0.0,62.0,0.0,0.0,25.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,146.0,Reef.35.36,M69,7,Mcapitata,Hard,1420,ATAC,AT,AC,6,9
HPW214,6.0,21703.0,438.0,19.0,158.0,326.0,0.0,29.0,0.0,0.0,111.0,0.0,14.0,26.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331,147.0,Reef.11.13,M27,3,Mcapitata,Hard,1331,HTHC,HT,HC,5,9
HPW215,0.0,26271.0,608.0,43.0,566.0,179.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,148.0,Reef.42.43,M57,6,Mcapitata,Hard,1600,ATAC,AT,AC,6,1
HPW216,41754.0,19.0,256.0,591.0,123.0,251.0,0.0,152.0,0.0,109.0,0.0,3.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227,149.0,Reef.42.43,P39,4,Pacuta,Hard,1227,HTHC,HT,HC,2,3
HPW217,0.0,32443.0,210.0,17.0,510.0,262.0,0.0,42.0,0.0,0.0,0.0,3.0,3399.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101,150.0,HIMB,M38,4,Mcapitata,Hard,1101,ATAC,AT,AC,1,3
HPW218,33860.0,9.0,121.0,875.0,0.0,198.0,0.0,31.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050,151.0,Reef.18,P59,6,Pacuta,Hard,1050,ATAC,AT,AC,1,6
HPW219,0.0,13214.0,145.0,9.0,62.0,194.0,36.0,15.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518,152.0,Reef.18,M18,2,Mcapitata,Hard,2518,HTHC,HT,HC,10,3
HPW220,22015.0,14.0,64.0,11.0,115.0,89.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138,153.0,HIMB,P8,1,Pacuta,Hard,1138,HTHC,HT,HC,2,6
HPW221,11.0,10480.0,553.0,226.0,2292.0,172.0,0.0,12.0,0.0,17.0,0.0,47.0,12.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,154.0,Reef.11.13,M4,1,Mcapitata,Hard,1826,ATHC,AT,HC,12,1
HPW222,11.0,15391.0,130.0,7.0,72.0,303.0,3.0,13.0,0.0,0.0,10.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609,155.0,HIMB,M30,3,Mcapitata,Hard,1609,ATAC,AT,AC,6,4
HPW223,25608.0,31.0,302.0,626.0,2196.0,203.0,0.0,22.0,0.0,20.0,9.0,20.0,8.0,0.0,55.0,0.0,52.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486,156.0,Reef.11.13,P49,5,Pacuta,Hard,1486,HTAC,HT,AC,7,9
