NCBI_Sample_Name,NCBI_Sample_Title,host,Sample.Date,geo_loc_name,env_broad_scale,lat_lon,env_medium,env_local_scale,organism
2021_HTAC,2021_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2515_HTAC,2515_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2517_HTHC,2517_HTHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1121_ATAC,1121_ATAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2519_ATHC,2519_ATHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2521_ATHC,2521_ATHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2522_HTHC,2522_HTHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2523_HTHC,2523_HTHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2525_HTHC,2525_HTHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2526_HTHC,2526_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1329_HTAC,1329_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2528_ATHC,2528_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2529_ATHC,2529_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2530_ATHC,2530_ATHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2531_ATHC,2531_ATHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2532_ATHC,2532_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1332_HTHC,1332_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2535_ATHC,2535_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2537_ATHC,2537_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2538_ATHC,2538_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2539_ATHC,2539_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2540_ATHC,2540_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2541_ATHC,2541_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1212_ATHC,1212_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2552_ATHC,2552_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2753_ATHC,2753_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2513_HTAC,2513_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1481_HTAC,1481_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2563_ATHC,2563_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1588_HTAC,1588_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2565_ATHC,2565_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2566_ATHC,2566_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2659_ATHC,2659_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2666_ATHC,2666_ATHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2667_ATHC,2667_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2511_HTHC,2511_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2669_ATHC,2669_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2728_ATHC,2728_ATHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2729_ATHC,2729_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2730_ATHC,2730_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1147_ATHC,1147_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2732_ATHC,2732_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1229_ATHC,1229_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1689_HTHC,1689_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1204_ATHC,1204_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1609_ATAC,1609_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2534_ATHC,2534_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2738_ATHC,2738_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2740_ATHC,2740_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2741_ATHC,2741_ATHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1235_HTAC,1235_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2744_ATHC,2744_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2747_ATHC,2747_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2749_ATHC,2749_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2403_ATAC,2403_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2751_ATHC,2751_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2752_ATHC,2752_ATHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1321_HTAC,1321_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2754_ATHC,2754_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2755_ATHC,2755_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1604_HTHC,1604_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2757_ATHC,2757_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2758_ATHC,2758_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2852_ATHC,2852_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2853_ATHC,2853_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2857_ATHC,2857_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2858_ATHC,2858_ATHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2859_HTHC,2859_HTHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1645_HTAC,1645_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2067_HTHC,2067_HTHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2990_ATHC,2990_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2863_ATHC,2863_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2864_ATHC,2864_ATHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2734_ATHC,2734_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2867_ATHC,2867_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2868_ATHC,2868_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2869_ATHC,2869_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2986_ATHC,2986_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2871_ATHC,2871_ATHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2872_ATHC,2872_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2153_HTAC,2153_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2874_ATHC,2874_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1141_ATAC,1141_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2876_ATHC,2876_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1467_HTAC,1467_HTAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2386_HTAC,2386_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1095_ATAC,1095_ATAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2880_ATHC,2880_ATHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2881_ATHC,2881_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2882_ATHC,2882_ATHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2976_ATHC,2976_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1751_HTAC,1751_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2978_ATHC,2978_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2304_HTHC,2304_HTHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2980_ATHC,2980_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2981_ATHC,2981_ATHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2982_ATHC,2982_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2983_ATHC,2983_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2984_ATHC,2984_ATHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2357_ATAC,2357_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2988_ATHC,2988_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2989_ATHC,2989_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1074_HTHC,1074_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2992_ATHC,2992_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1148_ATHC,1148_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1177_HTHC,1177_HTHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2996_ATHC,2996_ATHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2997_ATHC,2997_ATHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2998_ATHC,2998_ATHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1239_HTHC,1239_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
3000_ATHC,3000_ATHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
3002_ATHC,3002_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
3003_ATHC,3003_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
