NCBI_Sample_Name,NCBI_Sample_Title,host,Sample.Date,geo_loc_name,env_broad_scale,lat_lon,env_medium,env_local_scale,organism
1138_HTHC,1138_HTHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1469_HTAC,1469_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1470_HTAC,1470_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1250_HTHC,1250_HTHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1472_ATAC,1472_ATAC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1473_ATAC,1473_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1475_ATAC,1475_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1477_ATAC,1477_ATAC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1278_HTAC,1278_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1479_ATAC,1479_ATAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1480_HTHC,1480_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1050_ATAC,1050_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1482_ATAC,1482_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1483_HTAC,1483_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1484_ATAC,1484_ATAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2072_HTAC,2072_HTAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1317_HTHC,1317_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1488_HTAC,1488_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1489_ATAC,1489_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1490_HTAC,1490_HTAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1491_HTAC,1491_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1492_ATHC,1492_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1494_HTAC,1494_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1495_ATAC,1495_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1043_ATAC,1043_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1497_ATAC,1497_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1498_ATHC,1498_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1343_HTHC,1343_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1500_ATAC,1500_ATAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1533_ATAC,1533_ATAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1534_ATAC,1534_ATAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1486_HTAC,1486_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1537_HTAC,1537_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1538_ATHC,1538_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1539_HTAC,1539_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1540_ATAC,1540_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1541_ATHC,1541_ATHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1542_ATAC,1542_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1820_HTHC,1820_HTHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1547_HTAC,1547_HTAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2081_HTHC,2081_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1549_ATAC,1549_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1550_ATHC,1550_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1551_ATAC,1551_ATAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1553_HTAC,1553_HTAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1555_ATAC,1555_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1556_ATAC,1556_ATAC_HoloInt,Montipora capitata,2018-11-19,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1557_HTAC,1557_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2977_ATHC,2977_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1560_ATHC,1560_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1415_HTHC,1415_HTHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1101_ATAC,1101_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1041_ATAC,1041_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1564_ATAC,1564_ATAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1565_HTAC,1565_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1566_HTAC,1566_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1567_HTAC,1567_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1568_HTAC,1568_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1570_ATAC,1570_ATAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1159_ATAC,1159_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1572_HTAC,1572_HTAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1573_HTAC,1573_HTAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1574_ATAC,1574_ATAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1575_ATAC,1575_ATAC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1576_HTAC,1576_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1577_ATAC,1577_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1578_ATAC,1578_ATAC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1058_ATAC,1058_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1767_HTAC,1767_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1445_ATAC,1445_ATAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2419_HTHC,2419_HTHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2402_ATAC,2402_ATAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1584_HTAC,1584_HTAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1585_HTAC,1585_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1586_HTAC,1586_HTAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1587_ATAC,1587_ATAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1653_HTAC,1653_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1589_HTHC,1589_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1591_ATAC,1591_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1592_ATAC,1592_ATAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1593_HTAC,1593_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1579_HTAC,1579_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2002_ATAC,2002_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2210_HTHC,2210_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1597_HTAC,1597_HTAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1598_ATAC,1598_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1599_ATAC,1599_ATAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1641_ATAC,1641_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1602_ATAC,1602_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1603_HTHC,1603_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1145_HTHC,1145_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1606_HTAC,1606_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1607_ATAC,1607_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1608_HTHC,1608_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1207_ATHC,1207_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1652_ATAC,1652_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1218_ATHC,1218_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1615_HTAC,1615_HTAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1616_ATAC,1616_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1037_ATAC,1037_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1618_HTHC,1618_HTHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1620_ATAC,1620_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1621_HTHC,1621_HTHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1622_ATAC,1622_ATAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1624_HTAC,1624_HTAC_HoloInt,Montipora capitata,2018-11-19,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1625_ATAC,1625_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1626_ATAC,1626_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1701_HTAC,1701_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1629_ATAC,1629_ATAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1630_ATAC,1630_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1581_HTAC,1581_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1328_HTHC,1328_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1633_HTAC,1633_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1634_HTAC,1634_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1636_ATAC,1636_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1706_ATHC,1706_ATHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1638_HTAC,1638_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1639_HTAC,1639_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1640_HTAC,1640_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2554_ATHC,2554_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1059_ATAC,1059_ATAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1643_HTAC,1643_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2087_HTHC,2087_HTHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1594_ATAC,1594_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1646_HTAC,1646_HTAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1548_ATAC,1548_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1649_ATAC,1649_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1650_ATAC,1650_ATAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1449_HTHC,1449_HTHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1642_HTAC,1642_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1707_HTAC,1707_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1654_ATAC,1654_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1655_HTHC,1655_HTHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1563_ATAC,1563_ATAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1679_ATAC,1679_ATAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1682_HTAC,1682_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1686_ATAC,1686_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1687_HTAC,1687_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1688_HTAC,1688_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2212_ATHC,2212_ATHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1690_ATAC,1690_ATAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1691_HTAC,1691_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1693_ATAC,1693_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1205_ATHC,1205_ATHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1695_ATHC,1695_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1694_HTHC,1694_HTHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1997_HTAC,1997_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1702_HTAC,1702_HTAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2750_ATHC,2750_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1281_ATHC,1281_ATHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1651_ATAC,1651_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1708_HTAC,1708_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2306_ATAC,2306_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1710_HTAC,1710_HTAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1713_HTHC,1713_HTHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1717_ATHC,1717_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1718_ATHC,1718_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1719_ATHC,1719_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1720_ATHC,1720_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1562_HTAC,1562_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1647_HTAC,1647_HTAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1723_ATHC,1723_ATHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1724_HTAC,1724_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1725_HTAC,1725_HTAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1726_HTAC,1726_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
