"Date","Sample.ID","Treatment","Period1","Type","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat","Tank"
20180903,"20180903_Tank1","Acclimation","Empty","Tank",34.39,27.49,7.91518375358988,14.4536573667535,541.313793096837,1763.16848546358,169.386328035026,1947.00847086536,2181.698018,2.73255738705272,"Tank1"
20180903,"20180903_Tank2","Acclimation","Empty","Tank",34.4,27.48,7.91693956345962,14.3757363089792,538.29332332327,1760.5895570927,169.801591497855,1944.76688489954,2180.228265,2.7389296873578,"Tank2"
20180903,"20180903_Tank3","Acclimation","Empty","Tank",34.49,27.44,7.91725740317611,14.3429537872598,536.794600902585,1757.88071389803,169.772572678972,1941.99624036426,2177.701705,2.73623670326784,"Tank3"
20180903,"20180903_Tank4","Acclimation","Empty","Tank",34.47,27.57,7.91119667348801,14.5226699617105,545.16770123143,1759.16207694643,168.256102463415,1941.94084937155,2175.235328,2.71400714880748,"Tank4"
20180903,"20180903_Tank5","Acclimation","Empty","Tank",34.43,27.44,7.91558077627065,14.3765905236443,537.889135457638,1754.33752796579,168.542730183156,1937.25684867259,2171.257148,2.71750914672166,"Tank5"
20180903,"20180903_Tank6","Acclimation","Empty","Tank",34.41,27.46,7.92045151553027,14.1965162840453,531.353611196711,1752.25655689211,170.285979747117,1936.73905292327,2173.39285,2.74627146989335,"Tank6"
20180903,"20180903_Tank7","Acclimation","Empty","Tank",34.47,27.59,7.9160654416592,14.2871958961131,536.585964259342,1750.79440052713,169.466561461798,1934.54815788504,2170.078453,2.73381929864508,"Tank7"
20180903,"20180903_Tank8","Acclimation","Empty","Tank",34.41,27.54,7.91478671192568,14.3645757329499,538.679852914383,1752.60850200339,168.601826760239,1935.57490449658,2169.675652,2.72025153939352,"Tank8"
20180903,"20180903_Tank9","Acclimation","Empty","Tank",34.42,27.49,7.91518375358988,14.374181393141,538.419475792113,1753.9129034637,168.614627505466,1936.90171236231,2170.990977,2.7195622221736,"Tank9"
20180909,"20180909_Tank1","Acclimation","Empty","Tank",34.11,28.05,7.92727859895678,13.7938422633681,522.833430788269,1743.9464348245,174.660199533202,1932.40047662107,2175.22714,2.83132724254069,"Tank1"
20180909,"20180909_Tank10","Acclimation","Acclimation","Tank",34.13,28.15,7.94153835512123,13.0961422340117,497.621450661895,1714.4174187016,178.160834432099,1905.67439536771,2155.242997,2.88925442494098,"Tank10"
20180909,"20180909_Tank11","Acclimation","Acclimation","Tank",34.19,28.1,7.91517077074911,14.1269819989367,536.315617753371,1739.72430503309,170.071387512597,1923.92267454462,2160.305915,2.75621689174687,"Tank11"
20180909,"20180909_Tank12","Acclimation","Empty","Tank",34.18,28.14,7.90314546650065,14.6031914361177,554.89415716299,1750.38372350533,166.642646507483,1931.62956144893,2162.324598,2.70141488611998,"Tank12"
20180909,"20180909_Tank3","Acclimation","Acclimation","Tank",34.13,28.03,7.90903068683756,14.3802051560568,544.854088088538,1742.93184876621,167.333110485303,1924.64516440757,2156.762372,2.71189831047815,"Tank3"
20180909,"20180909_Tank4","Acclimation","Acclimation","Tank",34.19,28.06,7.92887234596995,13.6535617915077,517.849310841871,1734.05065172751,174.696944932166,1922.40115845118,2165.930549,2.83056822283643,"Tank4"
20180909,"20180909_Tank6","Acclimation","Empty","Tank",34.15,28,7.91763467475115,14.0300942035877,531.262406990452,1733.86697472961,169.688509045968,1917.58557797916,2153.724003,2.74926085130088,"Tank6"
20180909,"20180909_Tank8","Acclimation","Acclimation","Tank",34.17,28.05,7.90887305414729,14.3702868870195,544.848174287853,1742.32484010651,167.49171638561,1924.18684337914,2156.613492,2.7140393943152,"Tank8"
20180909,"20180909_Tank9","Acclimation","Empty","Tank",34.17,28.14,7.93325463397118,13.4226666636852,510.010524569547,1724.2357663069,175.896538764912,1913.5549717355,2159.319105,2.85161861309908,"Tank9"
20180916,"20180916_Tank10","Acclimation","Acclimation","Tank",34.2,26.91,7.92577039166279,14.1215476631898,520.996525844319,1743.47442324301,167.305758223533,1924.90172912973,2157.65081,2.69424391704885,"Tank10"
20180916,"20180916_Tank11","Acclimation","Acclimation","Tank",34.02,26.85,7.93635414215421,13.6266338010025,501.540690914537,1719.30761759209,167.979501882248,1900.91375327534,2135.76758,2.70740470952594,"Tank11"
20180916,"20180916_Tank2","Acclimation","Acclimation","Tank",34.17,27,7.92165589313794,14.2234543510978,525.825719714374,1741.97745274179,166.012653166516,1922.2135602594,2153.039139,2.67518479780003,"Tank2"
20180916,"20180916_Tank3","Acclimation","Acclimation","Tank",34.07,26.69,7.93602319368437,13.6938585714172,502.178229555767,1722.04548248957,167.338078188364,1903.07741924935,2136.98759,2.69398352332883,"Tank3"
20180916,"20180916_Tank4","Acclimation","Acclimation","Tank",34.05,26.79,7.92677879033894,14.1028669822902,518.389307376755,1739.08630857974,165.960632748263,1919.14980831029,2150.013164,2.673523444503,"Tank4"
20180916,"20180916_Tank5","Acclimation","Acclimation","Tank",34,26.81,7.92493057863981,14.2234638263943,522.943525209652,1746.41563726526,165.878778115542,1926.5178792072,2156.788117,2.67333711298924,"Tank5"
