sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
311	HP351	1.9418855569610833	1.03385668576531	0.01629585534637994	1.03385668576531	0.01629585534637994	0.0	0.0	0.0	0.0	1.0	0.0001860257459632413	0	0	0.0057295929756678325	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
62	HP102	2.32436324733572	1.0278977903962474	0.016417726206641156	1.0271982882771675	0.016376579023165864	0.0	0.0	0.000699502119079949	4.114718347529112e-05	1.0	0.00032917746780232893	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
217	HP257	1.8049780874255534	1.0301157433419486	0.019159456118665017	1.029104393752107	0.01910327003034049	0.0010113495898415553	5.618608832453085e-05	0.0	0.0	1.0	0.0002809304416226542	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
102	HP142	2.103281561612377	1.0252311597268386	0.01462500755423944	1.0252311597268386	0.01462500755423944	0.0	0.0	0.0	0.0	1.0	0.00015108478878346528	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
205	HP245	2.044613878728556	1.0265828653856062	0.017876461800010304	1.0265828653856062	0.017876461800010304	0.0	0.0	0.0	0.0	1.0	0.0003091030858791407	0	0	0.004430477564267683	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
130	HP170	1.9879430131653646	1.0231948311751506	0.014544078289313617	1.0227082263253224	0.014517044686545376	0.0004866048498283366	2.7033602768240923e-05	0.0	0.0	1.0	0.00016220161660944555	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
153	HP193	2.141375027398261	1.0272521370643677	0.017059983926353474	1.0272521370643677	0.017059983926353474	0.0	0.0	0.0	0.0	1.0	0.00021918608898955212	0	0	0.004785562942938555	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
169	HP209	1.7495546318289785	1.0297406967537608	0.0166270783847981	1.0297406967537608	0.0166270783847981	0.0	0.0	0.0	0.0	1.0	0.0002969121140142518	0	0	0.006631037212984956	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
68	HP108	1.796970636088944	1.020570233206787	0.016076547609824125	1.020570233206787	0.016076547609824125	0.0	0.0	0.0	0.0	1.0	0.00023243201363601146	0	0	0.00480359494847757	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
222	HP262	1.9457674986642242	1.024158461186169	0.015914815662926494	1.024158461186169	0.015914815662926494	0.0	0.0	0.0	0.0	1.0	0.0002289901534234028	0	0	0.005686588810014503	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
134	HP174	1.7991697110594487	1.024178013948854	0.01557622052474261	1.024178013948854	0.01557622052474261	0.0	0.0	0.0	0.0	1.0	0.0002656924609764198	0	0	0.005513118565260711	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
231	HP271	1.857699238504912	1.0216822647212696	0.01679939545428123	1.0216822647212696	0.01679939545428123	0.0	0.0	0.0	0.0	1.0	0.0005231645643201768	0	0	0.005464163227344068	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
244	HP284	1.926564535136141	1.0319419462879116	0.016932332692426968	1.0319419462879116	0.016932332692426968	0.0	0.0	0.0	0.0	1.0	0.0006822551634311232	0	0	0.0047757861440178625	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
223	HP263	1.9076608320072743	1.0248692884746533	0.015821777676744714	1.0245055694476017	0.015776312798363265	0.0	0.0	0.00036371902705160264	4.546487838145033e-05	1.0	0.0003182541486701523	0	0	0.00554671516253694	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
271	HP311	1.797320104331816	1.02904925075436	0.017439779062036517	1.0267478136347363	0.01738863601493377	0.002301437119623587	5.114304710274638e-05	0.0	0.0	1.0	0.0003580013297192247	0	0	0.007824886206720196	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
171	HP211	1.7936380549374384	1.0270309707073286	0.015831904570824062	1.0270309707073286	0.015831904570824062	0.0	0.0	0.0	0.0	1.0	0.00025535329952942036	0	0	0.006712143873344763	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
269	HP309	1.8762735775118866	1.0219447202048173	0.016928784158001985	1.0219447202048173	0.016928784158001985	0.0	0.0	0.0	0.0	1.0	0.00041799467056795027	0	0	0.005329432049741366	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
94	HP134	1.7807668521954236	1.0261595547309832	0.015275200989486704	1.0241805813234384	0.015244279529993816	0.001978973407544836	3.0921459492888065e-05	0.0	0.0	1.0	0.0002473716759431045	0	0	0.010358688930117502	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
272	HP312	1.9155689915784928	1.0280177067587994	0.016681062405527965	1.0280177067587994	0.016681062405527965	0.0	0.0	0.0	0.0	1.0	0.0003778881451090477	0	0	0.006262146404664219	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
188	HP228	1.8267588271550586	1.0259311437879721	0.016509641630712335	1.0226292154618297	0.016465615919697103	0.003301928326142467	4.4025711015232896e-05	0.0	0.0	1.0	0.00030817997710663026	0	0	0.007836576560711456	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
65	HP105	2.0381312377731358	1.0281839583540568	0.01621406545309858	1.026128187274114	0.01618090785503498	0.002055771079942969	3.3157598063596274e-05	0.0	0.0	1.0	0.0002652607845087702	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
221	HP261	2.116973155781019	1.0256605368843796	0.016275628831113928	1.0224476854787572	0.016233354470513633	0.00321285140562249	4.227436060029592e-05	0.0	0.0	1.0	0.0003804692454026633	0	0	0.005030648911435214	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
131	HP171	1.9925720591005733	1.0214226121592163	0.014317625211938531	1.0183276367844551	0.014290712382592783	0.0030949753747611486	2.691282934574912e-05	0.0	0.0	1.0	0.00021530263476599295	0	0	0.005221088893075329	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
79	HP119	1.7908565079572563	1.0231691774778602	0.015555047220679062	1.0231691774778602	0.015555047220679062	0.0	0.0	0.0	0.0	1.0	0.00022875069442175093	0	0	0.012450573510669586	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
145	HP185	1.8859953703703705	1.0252802144249513	0.01455896686159844	1.0252802144249513	0.01455896686159844	0.0	0.0	0.0	0.0	1.0	0.00024366471734892786	0	0	0.006853070175438596	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
141	HP181	1.7619075194718707	1.0216579320728494	0.014766771867851868	1.0195442568839217	0.014708862958566176	0.0020268118249992763	2.89544546428468e-05	8.68633639285404e-05	2.89544546428468e-05	1.0	0.0002605900917856212	0	0	0.00651475229464053	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
110	HP150	1.885925925925926	1.0205291005291006	0.014991181657848324	1.0205291005291006	0.014991181657848324	0.0	0.0	0.0	0.0	1.0	0.00031746031746031746	0	0	0.006137566137566138	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
91	HP131	2.021441621565721	1.0246819952428556	0.01606398014409321	1.0232686407666587	0.016029508083698164	0.0	0.0	0.0014133544761970422	3.447206039504981e-05	1.0	0.0003102485435554483	0	0	0.00734254886414561	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
150	HP190	1.8651162790697675	1.0626643073811932	0.01435793731041456	1.036299292214358	0.014256825075834176	0.0002780586450960566	2.5278058645096057e-05	0.02608695652173913	7.583417593528817e-05	1.0	0.0002527805864509606	0	0	0.01814964610717897	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
107	HP147	1.8493852724213795	1.0223631422285493	0.01467581208748544	1.0223631422285493	0.01467581208748544	0.0	0.0	0.0	0.0	1.0	0.00023294939821405462	0	0	0.006134334152970104	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
237	HP277	1.8838311688311689	1.041948051948052	0.015844155844155845	1.0241558441558443	0.015779220779220778	0.0	0.0	0.017792207792207793	6.493506493506494e-05	1.0	0.0005194805194805195	0	0	0.016233766233766232	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
73	HP113	1.9289711579853637	1.0245372363323288	0.015927679724494187	1.0209140479265317	0.015891806571961545	0.0036231884057971015	3.587315253264457e-05	0.0	0.0	1.0	0.00039460467785909026	0	0	0.007569235184388004	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
84	HP124	2.1288957131593143	1.0258538407270614	0.016433580943685935	1.0234884010457734	0.01639208200190895	0.002365439681288127	4.149894177698469e-05	0.0	0.0	1.0	0.0003734904759928622	0	0	0.005187367722123086	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
258	HP298	2.3302169483399258	1.0083902672899436	0.018099005154021335	1.0083902672899436	0.018099005154021335	0.0	0.0	0.0	0.0	1.0	0.001198609612849095	0	0	0.006592352870670023	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
158	HP198	1.8074672410698258	1.0245557350565428	0.014934482139651768	1.0212170166935919	0.014898581942200681	0.003338718362950996	3.5900197451085984e-05	0.0	0.0	1.0	0.00032310177705977385	0	0	0.007287740082570454	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
178	HP218	2.145044319097502	1.0290491539081386	0.016962127316680096	1.0261482675261886	0.016921837228041903	0.0029008863819500403	4.0290088638195005e-05	0.0	0.0	1.0	0.00036261079774375503	0	0	0.006244963738920225	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
78	HP118	2.1172407083090095	1.0180482584160342	0.016832068495816307	1.0180482584160342	0.016832068495816307	0.0	0.0	0.0	0.0	1.0	0.00043782837127845885	0	0	0.007783615489394824	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
177	HP217	2.0431011652542375	1.0525026483050848	0.017213983050847457	1.0197960805084745	0.017147775423728813	0.0	0.0	0.03270656779661017	6.620762711864407e-05	1.0	0.0005958686440677966	0	0	0.011321504237288135	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
148	HP188	1.8171191102607032	1.0289105477158575	0.015127959818225305	1.0274455871801005	0.015098062664434345	0.001464960535756996	2.9897153790959102e-05	0.0	0.0	1.0	0.00026907438411863193	0	0	0.00834130590767759	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
74	HP114	1.9699900938173767	1.0277955830079832	0.014830138103840103	1.0257269389895693	0.014801002272594838	0.0020686440184138452	2.9135831245265428e-05	0.0	0.0	1.0	0.00029135831245265427	0	0	0.006846920342637375	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
301	HP341	1.7895862430167597	1.0291550279329609	0.01623603351955307	1.0261435055865922	0.016192388268156426	0.003011522346368715	4.3645251396648046e-05	0.0	0.0	1.0	0.0003928072625698324	0	0	0.010824022346368716	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
182	HP222	1.87345172362334	1.024971397303885	0.016315972740387007	1.0222354872407104	0.016266228921056558	0.0027359100631746507	4.9743819330448195e-05	0.0	0.0	1.0	0.0004476943739740337	0	0	0.008356961647515296	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
263	HP303	2.0089239389851614	1.0279132510117257	0.017121510843623535	1.026045449828785	0.017017744111237937	0.0018678011829407492	0.00010376673238559718	0.0	0.0	1.0	0.0005707170281207844	0	0	0.006329770675521428	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
289	HP329	2.2953962371721777	1.0507411630558723	0.015714082098061573	1.0230188141391106	0.015571550741163056	0.0003206955530216648	3.563283922462942e-05	0.027401653363740022	0.00010689851767388826	1.0	0.0003206955530216648	0	0	0.01924173318129989	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
174	HP214	2.1473548545476864	1.0355959248803241	0.01749110101877992	1.0298269301583405	0.017429728734503498	0.005768994721983552	6.137228427642077e-05	0.0	0.0	1.0	0.0006137228427642077	0	0	0.006873695838959126	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
140	HP180	1.8683483892960626	1.027612067496165	0.014658258053519686	1.0257030850519857	0.014624169081302199	0.001908982444179308	3.4088972217487644e-05	0.0	0.0	1.0	0.0003068007499573888	0	0	0.009169933526504175	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
197	HP237	1.9693139140789595	1.03444169643675	0.016579646423009985	1.0314188879728863	0.016533846294769627	0.003022808463863699	4.5800128240359075e-05	0.0	0.0	1.0	0.00045800128240359073	0	0	0.005862416414765962	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
66	HP106	2.1705237043067025	1.0362057603597317	0.016242198705275806	1.0343063146877545	0.016203434507888515	0.0018994456719773618	3.87641973872931e-05	0.0	0.0	1.0	0.00038764197387293096	0	0	0.010815211071054775	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
313	HP353	1.8832501386577927	1.0318912922906267	0.01779441671288593	1.0301349602514327	0.017701978184507302	0.0005084119060824551	4.621926418931411e-05	0.0012479201331114808	4.621926418931411e-05	1.0	0.0007395082270290257	0	0	0.012987613237197264	0.0005546311702717693	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
135	HP175	1.990325306294888	1.0298267849598648	0.016138572032108153	1.027925644275454	0.016096324461343473	0.0019011406844106464	4.224757076468103e-05	0.0	0.0	1.0	0.0004224757076468103	0	0	0.008238276299112801	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
189	HP229	2.0978485635091735	1.0284658365964188	0.016014782876501387	1.0265739803774914	0.015970786220247262	0.0018918562189273616	4.399665625412469e-05	0.0	0.0	1.0	0.00048396321879537154	0	0	0.010119230938448678	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
213	HP253	1.9453535654071208	1.0575721511454925	0.01983536645839532	1.054894376673609	0.01978577804224933	0.002677774471883368	4.9588416145988295e-05	0.0	0.0	1.0	0.0005950609937518596	0	0	0.014083110185460677	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
82	HP122	2.2226871004136894	1.037373072583678	0.017252726588943213	1.037373072583678	0.017252726588943213	0.0	0.0	0.0	0.0	1.0	0.0005171116961263633	0	0	0.012786761940579164	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
175	HP215	1.9862929235439195	1.0388446215139442	0.016979700246632517	1.0341016884841585	0.01693227091633466	0.00474293302978562	4.7429330297856194e-05	0.0	0.0	1.0	0.0005691519635742744	0	0	0.012663631189527604	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
85	HP125	1.8597516119260895	1.0331472586438184	0.015881258384179323	1.0224155091090052	0.015837985200571204	0.0	0.0	0.010731749534813276	4.3273183608118046e-05	1.0	0.0005192782032974166	0	0	0.02466571465662729	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
97	HP137	2.0734148529342336	1.024928001510788	0.015485576696095557	1.0232283650441434	0.015438364572022096	0.0016996364666446344	4.7212124073462063e-05	0.0	0.0	1.0	0.0005665454888815447	0	0	0.023936546905245267	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
296	HP336	2.1177328975017513	1.050607051132384	0.01774457156198926	1.0466378706514126	0.017686201260798506	0.003969180480971282	5.8370301190754146e-05	0.0	0.0	1.0	0.0007004436142890498	0	0	0.02971048330609386	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
105	HP145	1.993408297789841	1.0320666925164792	0.01585886002326483	1.0320666925164792	0.01585886002326483	0.0	0.0	0.0	0.0	1.0	0.00046529662659945713	0	0	0.010120201628538193	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
206	HP246	1.9427820347894178	1.031377593825158	0.016164215000838974	1.031377593825158	0.016164215000838974	0.0	0.0	0.0	0.0	1.0	0.000894904636724649	0	0	0.02572850830583366	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
121	HP161	2.054857621440536	1.0364965854915604	0.014785465790490917	1.0324378301765236	0.014753253446720783	0.004058755315036722	3.221234377013272e-05	0.0	0.0	1.0	0.0004187604690117253	0	0	0.013722458446076537	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
181	HP221	1.8696679974784618	1.044126917419626	0.01628493380962387	1.0421832317713806	0.016232401765076697	0.0019436856482454297	5.2532044547173775e-05	0.0	0.0	1.0	0.0006303845345660853	0	0	0.014866568606850178	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
83	HP123	2.6826865312988106	1.0323801513877209	0.01784212423405022	1.0323801513877209	0.01784212423405022	0.0	0.0	0.0	0.0	1.0	0.0007809684008170131	0	0	0.019884656974648564	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
226	HP266	2.0908408005580297	1.0354670816118474	0.016526264956806352	1.0354670816118474	0.016526264956806352	0.0	0.0	0.0	0.0	1.0	0.0008048505660782315	0	0	0.02055051778719751	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
216	HP256	1.9159598272363012	1.0437633345475361	0.015142842275068949	1.0437633345475361	0.015142842275068949	0.0	0.0	0.0	0.0	1.0	0.0006244471041265546	0	0	0.018473226830410576	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
