Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,16:17,592.4,2,9.04,393.4,2,9.14,1013.4,26.6,96.57,25.114,35.132,597.8,397,577.6,383.6,194,579.4,384.8,194.7
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,17:17,616.8,2,9.36,393.4,2,9.52,1014.1,26.5,96.04,25.09,34.619,622.7,397.2,602,384,218,604,385.3,218.7
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,18:17,606.8,2,9.62,393.3,2,9.78,1014.4,26.5,95.95,25.059,35.128,612.7,397.2,592.6,384.2,208.4,594.5,385.4,209.1
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,19:17,558,2,9.45,393.9,2,9.51,1014.5,26.5,96.26,25.095,35.104,563.3,397.7,544.9,384.7,160.2,546.6,385.9,160.7
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,20:17,518.5,2,9.78,392.8,2,9.89,1014.4,26.4,96.85,25.198,35.104,523.6,396.7,506.3,383.7,122.7,508,384.9,123.1
CRIMP2_158W_21N,21.458,-157.798,6/25/2013,21:17,448.4,2,9.95,393.6,2,10.08,1014.1,26.5,97.92,25.323,35.115,452.9,397.6,437.7,384.3,53.4,439.1,385.5,53.6
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,0:17,384.2,2,9.64,392.5,2,9.78,1013.2,26.3,100.32,25.956,35.154,387.9,396.4,374.1,382.3,-8.1,375.3,383.5,-8.2
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,3:17,390.6,2,9.55,392.2,2,9.59,1012.5,26.2,101.12,25.875,35.153,394.4,396,380.2,381.7,-1.6,381.4,382.9,-1.6
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,6:17,465.1,2,8.78,392.7,2,8.86,1013.7,26,100.49,25.608,35.145,469.3,396.2,453.1,382.5,70.6,454.5,383.8,70.8
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,9:17,519.3,2,8.98,393.1,2,9.14,1014.2,25.7,99.77,25.513,35.139,524,396.7,506.3,383.3,123,507.9,384.5,123.4
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,12:17,560.5,2,8.52,395,2,8.64,1013.2,25.7,98.83,25.323,35.13,565.3,398.4,545.9,384.7,161.2,547.6,386,161.7
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,15:17,587.3,2,8.81,393.6,2,9,1012.9,25.4,97.97,25.23,35.074,592.5,397.2,572.1,383.5,188.6,573.9,384.7,189.2
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,18:17,518.2,2,8.85,393.2,2,8.95,1014.1,25.5,98.4,25.407,34.881,522.8,396.8,505.2,383.4,121.8,506.8,384.6,122.2
CRIMP2_158W_21N,21.458,-157.798,6/26/2013,21:17,546.6,2,9.55,393.1,2,9.84,1013.4,25.5,98.15,25.418,34.977,551.8,397,532.9,383.4,149.5,534.6,384.6,150
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,0:17,404.7,2,10.11,392.9,2,10.51,1012.5,26.2,100.43,26.322,35.15,408.9,397.1,393.8,382.4,11.3,395,383.6,11.4
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,3:17,399.8,2,10.3,391.5,2,10.5,1011.8,26.7,101.44,26.45,35.154,404,395.7,388.7,380.7,8,389.9,381.9,8
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,6:17,453.3,2,9.25,392.9,2,9.26,1012.5,26.7,101.06,26.054,35.138,457.5,396.5,440.8,382.1,58.7,442.2,383.3,58.9
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,9:17,515.2,2,9.13,393,2,9.19,1013.2,26.5,100.22,25.701,35.09,519.9,396.7,501.7,382.8,118.9,503.3,384,119.3
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,12:17,527.3,2,9.07,393.8,2,9.14,1011.4,26.3,99.4,25.761,35.204,532.1,397.4,512.5,382.8,129.7,514.1,384,130.1
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,15:17,533.6,2,9,393.2,2,9.03,1011,26.2,98.73,25.697,35.207,538.4,396.8,518.4,382,136.4,520,383.2,136.8
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,18:17,571.2,2,9.76,393,2,9.77,1012.5,26.2,98.02,25.465,35.206,576.9,396.9,556.5,382.9,173.6,558.3,384.1,174.2
CRIMP2_158W_21N,21.458,-157.798,6/27/2013,21:17,495.6,2,10.33,392.6,2,10.25,1012.4,26.7,99.01,25.774,35.227,500.8,396.7,482.8,382.4,100.4,484.3,383.6,100.7
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,0:17,400.4,2,10.47,392.2,2,10.29,1011.1,27.3,100.86,26.718,35.224,404.6,396.3,388.8,380.8,8,390,382,8
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,3:17,387.6,2,9.42,392.3,2,9.37,1010.7,27.5,101.84,26.788,35.217,391.3,396,375.8,380.3,-4.5,377,381.5,-4.5
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,6:17,429.3,2,9.45,392.8,2,9.47,1011.7,27,101.73,26.311,35.183,433.4,396.5,417,381.6,35.5,418.4,382.8,35.6
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,9:17,471.9,2,9.54,392.7,2,9.56,1012.5,26.7,101.17,25.925,35.092,476.4,396.5,459.2,382.2,77,460.7,383.4,77.3
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,12:17,601.5,2,9.49,393.2,2,9.51,1010.8,26.6,99.61,25.663,35.123,607.2,397,584.6,382.2,202.4,586.4,383.4,203
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,15:17,548.1,2,9.5,393.1,2,9.56,1010.6,26.4,99.01,26.057,35.231,553.4,396.9,532.2,381.7,150.5,533.8,382.9,151
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,18:17,510.6,2,10.14,392.7,2,10.23,1012,26.3,98.65,26.029,35.233,515.9,396.7,496.9,382.1,114.7,498.4,383.3,115.1
CRIMP2_158W_21N,21.458,-157.798,6/28/2013,21:17,473.9,2,10.11,392.4,2,10.12,1012.1,26.6,99.17,26.152,35.217,478.7,396.4,461,381.7,79.3,462.4,382.9,79.5
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,0:17,378.3,2,10.62,391.5,2,10.65,1010.6,26.9,101.1,26.789,35.224,382.4,395.8,367.2,380,-12.8,368.3,381.2,-12.9
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,3:17,380.3,2,10.25,392.2,2,10.05,1010.2,27.2,102.03,26.84,35.218,384.3,396.2,368.8,380.3,-11.5,370,381.5,-11.5
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,6:17,413.6,2,9.43,392.4,2,9.43,1011.1,27.2,101.98,26.417,35.207,417.5,396.1,401.4,380.9,20.6,402.7,382.1,20.6
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,9:17,464.6,2,9.5,392.7,2,9.51,1012,26.9,101.4,26.165,35.162,469.1,396.5,451.7,381.7,69.9,453.1,383,70.1
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,12:17,576.1,2,9.42,393.2,2,9.44,1010.4,26.7,100,25.904,35.16,581.6,396.9,559.4,381.8,177.6,561.2,383,178.2
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,15:17,555.4,2,9.34,393,2,9.47,1009.9,26.2,99.29,26.011,35.18,560.7,396.8,538.9,381.4,157.5,540.6,382.6,158
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,18:17,529.4,2,10.12,392.9,2,10.32,1011.2,26.1,98.88,26.061,35.189,534.8,397,514.7,382.1,132.6,516.3,383.3,133
CRIMP2_158W_21N,21.458,-157.798,6/29/2013,21:17,467.5,2,10.18,392.7,2,10.09,1011.4,26.6,99.52,26.39,35.202,472.3,396.7,454.3,381.6,72.8,455.7,382.8,73
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,0:17,392.7,2,10.13,392.5,2,10.03,1010.5,27,100.89,26.767,35.195,396.7,396.5,380.9,380.7,0.2,382.1,381.9,0.2
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,3:17,389.8,2,10.02,392.5,2,9.95,1010.1,27,101.69,26.777,35.221,393.8,396.4,377.9,380.5,-2.5,379.1,381.7,-2.6
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,6:17,426.9,2,9.65,392.6,2,9.61,1011.6,26.9,101.6,26.658,35.227,431.1,396.4,414.5,381.2,33.3,415.8,382.4,33.4
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,9:17,438.7,2,9.43,393.1,2,9.47,1012.5,26.8,101.48,26.352,35.173,442.9,396.8,426.5,382.2,44.3,427.8,383.4,44.5
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,12:17,505,2,9.55,393.1,2,9.6,1011.7,26.6,100.86,26.111,35.072,509.8,396.9,490.8,382.1,108.7,492.4,383.3,109.1
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,15:17,609.6,2,9.17,393.5,2,9.29,1011.8,26.5,99.25,26.145,35.134,615.2,397.2,592.3,382.4,209.8,594.1,383.7,210.5
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,18:17,533.5,2,10.21,393,2,10.27,1013.3,26.4,98.82,26.119,35.198,539.1,397.1,519.8,382.9,136.9,521.4,384.1,137.3
CRIMP2_158W_21N,21.458,-157.798,6/30/2013,21:17,470.5,2,10.52,392.7,2,10.43,1013.2,27,99.51,26.363,35.211,475.5,396.9,458.2,382.4,75.8,459.7,383.7,76
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,0:17,422,2,10.91,392.4,2,10.75,1012,27.6,101.04,27.037,35.231,426.6,396.6,410,381.2,28.8,411.3,382.4,28.9
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,3:17,402.9,2,11.05,391.7,2,10.88,1011.3,27.9,102.3,27.399,35.241,407.4,396,391,380.1,10.9,392.2,381.2,11
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,6:17,434.3,2,9.84,392.4,2,9.74,1012.4,27.8,102.33,27.119,35.249,438.6,396.3,421.7,381,40.7,423,382.2,40.8
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,9:17,460,2,9.89,392.5,2,9.88,1012.5,27.5,102.02,26.856,35.254,464.6,396.4,447,381.3,65.6,448.4,382.5,65.8
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,12:17,540.5,2,9.85,392.5,2,9.88,1011.3,27.2,100.67,26.569,35.277,545.8,396.4,524.8,381.1,143.6,526.4,382.3,144.1
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,15:17,564.5,2,9.8,393.1,2,9.85,1011.2,27,99.43,26.328,35.289,570.1,397,548.3,381.8,166.5,550,383,167
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,18:17,611.6,2,10.6,392.7,2,10.57,1012.6,26.9,98.32,25.921,35.276,618.2,396.9,595.9,382.5,213.3,597.8,383.7,214
CRIMP2_158W_21N,21.458,-157.798,7/1/2013,21:17,530.1,2,10.71,391.8,2,10.65,1012.5,27.2,98.93,25.841,35.201,535.8,396,516.5,381.7,134.8,518.2,382.9,135.2
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,0:17,489.1,2,11.06,390.8,2,10.8,1011.2,27.8,99.14,27.039,35.238,494.6,395.1,475,379.4,95.6,476.5,380.6,95.9
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,3:17,448.6,2,10.21,389.9,2,10.14,1010.7,28.1,100.18,26.974,35.222,453.2,393.9,435.1,378.2,56.9,436.4,379.3,57.1
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,6:17,489.2,2,9.95,389.7,2,9.98,1011.2,27.8,100.05,26.694,35.221,494.1,393.7,474.9,378.3,96.5,476.4,379.5,96.8
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,9:17,487.9,2,10.05,389.5,2,10.06,1011.5,27.5,99.84,26.608,35.23,492.8,393.5,473.9,378.3,95.5,475.3,379.5,95.8
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,12:17,497.5,2,9.83,390.3,2,9.81,1010.3,27.2,99.21,26.551,35.251,502.4,394.2,482.5,378.6,103.9,484,379.8,104.3
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,15:17,566.6,2,9.71,391.5,2,9.72,1010.1,26.9,97.81,26.269,35.268,572.2,395.3,549.8,379.8,169.9,551.5,381,170.5
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,18:17,658.7,2,10.33,390.7,2,10.38,1011.7,26.7,97.07,25.537,35.275,665.6,394.8,641.5,380.5,261,643.5,381.7,261.8
CRIMP2_158W_21N,21.458,-157.798,7/2/2013,21:17,517.4,2,10.6,390.5,2,10.49,1011.4,27.1,98.36,26.187,35.256,522.9,394.6,503.2,379.7,123.5,504.8,380.9,123.9
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,0:17,430.9,2,10.78,389.5,2,10.71,1010.2,27.2,99.65,26.657,35.247,435.6,393.7,418.3,378.1,40.2,419.6,379.2,40.4
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,3:17,460.9,2,10.14,389.3,2,10.03,1009.4,27.3,99.81,26.828,35.129,465.6,393.2,446.6,377.1,69.4,447.9,378.3,69.7
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,6:17,450.1,2,9.82,388.9,2,9.76,1010.2,27.3,100.26,26.694,35.207,454.5,392.7,436.4,377,59.3,437.7,378.2,59.5
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,9:17,457.6,2,9.77,389.5,2,9.77,1010.7,27,100.05,26.644,35.254,462.1,393.3,443.9,377.8,66.1,445.3,379,66.3
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,12:17,473.6,2,9.79,389.5,2,9.81,1009.5,26.8,99.54,26.594,35.25,478.3,393.3,459,377.4,81.6,460.4,378.6,81.8
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,15:17,571.4,2,9.59,390.4,2,9.66,1009.8,26.5,98.04,25.975,35.24,577,394.2,554.5,378.8,175.7,556.3,380,176.2
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,18:17,747.1,2,10,389.9,2,10.06,1011.3,26.4,97,25.751,35.254,754.7,393.9,726.7,379.3,347.4,729,380.5,348.5
CRIMP2_158W_21N,21.458,-157.798,7/3/2013,21:17,602.9,2,10.49,389.7,2,10.44,1011.5,26.7,97.95,26.202,35.252,609.3,393.8,586.4,379,207.4,588.2,380.2,208.1
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,0:17,536.4,2,10.97,389.3,2,11.01,1010.5,27,99.49,26.914,35.218,542.4,393.7,520.6,377.9,142.7,522.3,379.1,143.2
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,3:17,463.2,2,10.88,388.8,2,10.67,1009.9,27.4,100.33,27.025,35.21,468.3,393,449.2,376.9,72.2,450.6,378.1,72.5
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,6:17,435.5,2,9.66,389.7,2,9.43,1011.1,27.4,100.96,27.018,35.224,439.7,393.4,422.3,377.8,44.5,423.6,379,44.6
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,9:17,469.9,2,9.8,389.8,2,9.74,1012,27.1,100.71,26.946,35.231,474.5,393.7,456.2,378.5,77.7,457.6,379.7,78
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,12:17,492.8,2,9.61,389.8,2,9.51,1010.6,26.9,100,26.873,35.252,497.6,393.6,477.8,377.9,99.9,479.3,379.1,100.2
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,15:17,569.2,2,9.59,394.7,2,9.51,1010.2,26.7,98.57,26.646,35.277,574.7,398.5,551.8,382.6,169.2,553.5,383.8,169.7
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,18:17,-999,4,10.57,390,2,10.59,1011.9,26.6,96.38,26.388,35.296,-999,394.2,-999,379.3,-999,-999,380.5,-999
CRIMP2_158W_21N,21.458,-157.798,7/4/2013,21:17,617.7,2,10.85,389.4,2,10.71,1012.1,27.2,97.76,26.543,35.221,624.5,393.6,600.9,378.7,222.2,602.8,379.9,222.9
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,0:17,493.8,2,11.15,388.9,2,10.93,1011.1,27.8,98.88,27.091,35.254,499.4,393.2,479.5,377.5,102,481,378.7,102.3
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,3:17,470.3,2,11.56,388.5,2,11.38,1010.7,28.2,99.75,27.353,35.186,475.8,393,456.4,377,79.4,457.8,378.2,79.6
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,6:17,479.8,2,9.7,389.6,2,9.28,1011.9,28.2,100.09,27.337,35.25,484.5,393.2,465.4,377.7,87.7,466.8,378.8,88
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,9:17,429.8,2,9.98,389.7,2,9.65,1012.8,27.6,100.95,27.569,35.255,434.1,393.6,417.1,378.2,39,418.4,379.3,39.1
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,12:17,473.5,2,9.63,397.9,2,9.35,1011.6,27.3,100.7,27.48,35.288,478.1,401.7,458.9,385.6,73.3,460.4,386.8,73.6
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,15:17,558.6,2,9.53,393.4,2,9.32,1011.2,26.8,99.34,27.287,35.286,564,397.1,541.4,381.2,160.2,543.1,382.4,160.7
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,18:17,539.8,2,10.58,391.4,2,10.67,1012.6,26.4,99.18,26.86,35.08,545.6,395.6,524.9,380.6,144.3,526.6,381.8,144.7
CRIMP2_158W_21N,21.458,-157.798,7/5/2013,21:17,531.6,2,10.88,389.1,2,10.72,1012.5,27.6,99.09,27.579,35.209,537.5,393.3,516.3,377.8,138.4,517.9,379,138.9
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,0:17,521.8,2,11.69,388.9,2,11.14,1011.1,29,99.42,27.914,35.178,527.9,393.3,506,377,129.1,507.6,378.1,129.5
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,3:17,450.7,2,12.31,388.4,2,11.74,1010.1,29.7,100.7,27.573,35.004,456.3,393,437.3,376.6,60.6,438.6,377.8,60.8
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,6:17,514.2,2,10.32,389.9,2,9.77,1011.3,29.5,100.02,27.486,35.08,519.6,393.8,498.6,377.9,120.7,500.1,379,121.1
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,9:17,506,2,10.56,390,2,10.14,1012.5,28.6,99.82,28.1,34.939,511.4,394,490.7,378.1,112.6,492.2,379.2,113
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,12:17,640.6,2,10.06,402.2,2,9.9,1011.4,28,98.26,27.497,35.075,647.1,406.2,621,389.9,231.2,622.9,391.1,231.9
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,15:17,825.2,2,9.85,408.7,2,9.74,1010.9,27.3,96.02,27.506,35.04,833.4,412.7,799.4,395.9,403.5,801.8,397.1,404.8
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,18:17,919.7,2,10.63,392.2,2,10.6,1012,27,94.31,27.314,34.976,929.6,396.4,893,380.8,512.2,895.8,382,513.8
CRIMP2_158W_21N,21.458,-157.798,7/6/2013,21:17,580.2,2,11.1,390,2,11.06,1012.1,27.6,95.57,28.113,35.044,586.8,394.4,562.8,378.3,184.5,564.5,379.4,185.1
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,0:17,622,2,11.83,389.6,2,11.61,1010.9,28.4,94.8,27.787,35.034,629.4,394.2,603.4,377.8,225.5,605.2,379,226.2
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,3:17,488.1,2,11.85,389.3,2,11.4,1010.1,29.2,96.65,28.051,34.932,494,393.8,472.9,376.9,95.9,474.3,378.1,96.2
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,6:17,543.8,2,10.37,391,2,9.96,1010.9,29.1,96.29,27.555,34.952,549.5,395,527,378.8,148.2,528.7,380,148.7
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,9:17,545.4,2,10.56,396.4,2,10.27,1011.6,28.5,96.42,27.763,34.933,551.2,400.5,528.8,384.2,144.6,530.5,385.4,145.1
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,12:17,631.5,2,10.21,397.1,2,10.15,1009.9,27.9,95.59,27.541,34.943,638,401.2,611.3,384.4,226.9,613.2,385.6,227.6
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,15:17,783.8,2,10.03,396.5,2,9.97,1009.4,27.3,94.1,27.237,34.876,791.8,400.5,758.7,383.8,374.9,761.1,385,376.1
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,18:17,580.7,2,11.28,391.9,2,11.54,1010.3,27,95.52,27.159,34.73,587.4,396.5,563.5,380.3,183.1,565.2,381.5,183.7
CRIMP2_158W_21N,21.458,-157.798,7/7/2013,21:17,595.3,2,11.35,389.6,2,11.22,1010.2,28.2,94.98,28.226,35.028,602.1,394,576.2,377.1,199.2,578,378.2,199.8
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,0:17,568.8,2,11.97,389,2,11.56,1009,29.4,95.18,27.797,35.053,575.7,393.5,550.7,376.5,174.2,552.4,377.7,174.8
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,3:17,472.9,2,11.89,388.6,2,11.38,1008.2,29.7,97.24,28.564,34.599,478.6,393.1,456.7,375.1,81.6,458.1,376.2,81.9
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,6:17,528.3,2,10.86,388.9,2,10.61,1009.7,29.3,97.6,27.563,34.96,534.1,393.1,511.6,376.5,135.1,513.2,377.7,135.5
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,9:17,500.1,2,10.67,389.8,2,10.63,1010.5,28.5,98.22,28.092,35.005,505.5,394,484.1,377.2,106.8,485.5,378.4,107.1
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,12:17,533.1,2,10.72,389.9,2,10.71,1008.9,28.1,98.15,27.783,35.013,538.8,394.1,515.5,377,138.5,517.1,378.2,138.9
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,15:17,582.2,2,10.66,390,2,10.69,1008.7,27.9,97.75,27.31,35.021,588.5,394.2,563.4,377.4,186,565.2,378.6,186.6
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,18:17,673.3,2,11.29,390.5,2,11.33,1010.3,27.7,96.94,27.063,35.124,681,394.9,653.4,378.9,274.5,655.5,380.1,275.3
CRIMP2_158W_21N,21.458,-157.798,7/8/2013,21:17,518.8,2,11.61,390.4,2,11.46,1010.9,28.2,98.28,27.633,35.156,524.9,394.9,503.3,378.7,124.7,504.9,379.8,125.1
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,0:17,433.9,2,11.9,390.7,2,11.78,1010.1,28.4,99.66,27.925,35.15,439.1,395.4,420.5,378.6,41.9,421.8,379.7,42
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,3:17,473,2,11.76,391.3,2,11.55,1010.1,28.6,99.93,27.807,35.137,478.6,395.8,458.4,379.1,79.3,459.8,380.3,79.5
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,6:17,530.9,2,10.8,391.4,2,10.7,1011.9,28.5,99.76,27.411,35.077,536.7,395.7,515.4,379.9,135.4,517,381.1,135.9
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,9:17,632,2,10.77,391,2,10.83,1012.9,28.2,98.96,27.182,35.144,638.9,395.3,614.5,380.1,234.4,616.4,381.3,235.1
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,12:17,596.4,2,10.77,391,2,10.84,1011.8,28,98.55,27.235,35.163,602.9,395.3,579.1,379.7,199.4,580.9,380.9,200
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,15:17,666.3,2,10.59,391.4,2,10.63,1012.4,27.8,97.69,26.775,35.163,673.4,395.6,647.9,380.6,267.3,649.9,381.8,268.1
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,18:17,599.2,2,11.1,391.1,2,11.08,1014.4,27.7,97.57,26.671,35.233,605.9,395.5,584.2,381.4,202.8,586.1,382.6,203.5
CRIMP2_158W_21N,21.458,-157.798,7/9/2013,21:17,479.3,2,11.36,390.8,2,11.3,1014.9,27.9,99.18,27.102,35.246,484.8,395.3,467.3,381,86.3,468.7,382.2,86.6
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,0:17,408.1,2,11.65,390.4,2,11.53,1014.3,28.2,100.98,28.03,35.187,412.9,395,397,379.7,17.3,398.2,380.9,17.3
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,3:17,461.7,2,11.45,390.3,2,11.32,1014.1,28.4,101.02,27.622,35.15,467.1,394.7,449.3,379.7,69.6,450.7,380.9,69.8
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,6:17,548.5,2,10.68,389.8,2,10.84,1015.6,28.1,100.24,27.27,35.085,554.5,394.1,534.7,380,154.6,536.3,381.2,155.1
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,9:17,471.4,2,10.73,389,2,10.89,1016.7,27.9,99.99,27.446,35.206,476.5,393.3,459.8,379.5,80.3,461.3,380.7,80.6
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,12:17,548.4,2,10.03,389.2,2,10.17,1016,27.6,99.04,25.911,35.224,554,393.2,535.8,380.4,155.5,537.5,381.6,156
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,15:17,597,2,10.21,388.1,2,10.42,1015.6,27.2,98.19,25.78,35.219,603.2,392.2,583.4,379.3,204.1,585.2,380.5,204.7
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,18:17,633.7,2,10.65,388,2,10.85,1017.1,26.9,97.85,26.06,35.178,640.5,392.3,620,379.8,240.3,622,381,241
CRIMP2_158W_21N,21.458,-157.798,7/10/2013,21:17,461.5,2,11.04,388.3,2,10.99,1017.1,27.2,99.27,26.842,35.213,466.7,392.6,451.1,379.5,71.6,452.5,380.7,71.8
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,0:17,399.9,2,11.1,388,2,11.02,1016,27.6,100.94,27.649,35.198,404.4,392.3,389.8,378.1,11.7,391,379.3,11.7
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,3:17,407.4,2,11.14,388.1,2,11.05,1015,27.6,101.58,27.47,35.189,412,392.4,396.9,378,18.9,398.1,379.2,18.9
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,6:17,463.9,2,10.28,387.5,2,10.35,1016.1,27.5,101.25,27.087,35.174,468.7,391.6,452.4,377.9,74.5,453.8,379.1,74.7
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,9:17,492.8,2,10.08,387.3,2,10.18,1016.3,27.3,100.41,26.594,35.194,497.8,391.3,481,378.1,102.9,482.5,379.3,103.3
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,12:17,551.9,2,10.13,386.9,2,10.24,1014.8,27,99.32,25.313,35.236,557.6,390.9,539.3,378.1,161.2,541,379.3,161.7
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,15:17,571.8,2,10.05,386.3,2,10.16,1014.4,26.7,98.64,25.257,35.243,577.6,390.3,558.5,377.4,181.1,560.3,378.6,181.7
CRIMP2_158W_21N,21.458,-157.798,7/11/2013,18:17,568.4,2,10.46,386.2,2,10.48,1015.3,26.6,98.44,25.555,35.214,574.4,390.3,555.6,377.5,178.1,557.4,378.7,178.6
