mVTris,TTris,,,,,
-65.2,23.59,,,,,
-64.9,24.12,,,,, 
-64.4,24.61,,,,,
-63.9,25.1,,,,,
-63.3,25.6,,,,,
-62.6,26.21,,,,,
-62.1,26.65,,,,,
-61.6,27.1,,,,,
-60.9,27.52,,,,,
