mVTris,TTris,,,,,
-63.2,25.42,,,,,
-62.4,25.99,,,,, 
-61.6,26.53,,,,,
-61.1,26.96,,,,,
-60.5,27.37,,,,,
-59.9,27.83,,,,,
-59.5,28.27,,,,,
-58.8,28.74,,,,,
-58.1,29.21,,,,,
-57.5,29.64,,,,,
-57.1,30.02,,,,,
-56.5,30.45,,,,,
-55.9,30.84,,,,,
-55.4,31.25,,,,,
