mVTris,TTris,,,,,
-65.3,25.06,,,,,
-64.8,25.45,,,,, 
-64.3,25.85,,,,,
-63.8,26.27,,,,,
-63.2,26.69,,,,,
-62.7,27.09,,,,,
-61.9,27.66,,,,,
-61.4,28.05,,,,,
-60.9,28.44,,,,,
-60.3,28.81,,,,,
-59.8,29.21,,,,,
-59.2,29.63,,,,,
-58.7,30.02,,,,,
-58.2,30.46,,,,,
-57.6,30.9,,,,,
