index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Bacteroidota;c__Bacteroidia,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,Unassigned;__;__,d__Bacteria;__;__,d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota;c__Actinobacteria,d__Bacteria;p__Bacteroidota;c__Chlorobia,d__Bacteria;p__Spirochaetota;c__Spirochaetia,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria,d__Bacteria;p__Myxococcota;c__Myxococcia,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia,d__Bacteria;p__Firmicutes;c__Bacilli,d__Bacteria;p__Campilobacterota;c__Campylobacteria,d__Bacteria;p__Planctomycetota;c__Pla4_lineage,d__Eukaryota;p__Retaria;c__Foraminifera,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia,d__Bacteria;p__Firmicutes;c__Clostridia,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,d__Bacteria;p__Bacteroidota;c__Rhodothermia,d__Eukaryota;__;__,d__Bacteria;p__Planctomycetota;c__vadinHA49,d__Bacteria;p__Acidobacteriota;c__Holophagae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia,d__Bacteria;p__Bacteroidota;c__Ignavibacteria,d__Bacteria;p__Planctomycetota;c__Planctomycetes,d__Bacteria;p__Deferribacterota;c__Deferribacteres,d__Bacteria;p__Proteobacteria;__,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia,d__Bacteria;p__Planctomycetota;c__Phycisphaerae,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia,d__Bacteria;p__Proteobacteria;c__Magnetococcia,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria,d__Bacteria;p__Planctomycetota;__,d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Patescibacteria;c__Parcubacteria,d__Bacteria;p__Chloroflexi;c__Anaerolineae,d__Bacteria;p__Patescibacteria;c__Gracilibacteria,d__Bacteria;p__Planctomycetota;c__BD7-11,d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia,d__Bacteria;p__Bacteroidota;c__Kapabacteria,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia,d__Bacteria;p__Planctomycetota;c__Pla3_lineage,d__Bacteria;p__WPS-2;c__WPS-2,d__Bacteria;p__Myxococcota;__,d__Bacteria;p__Dependentiae;c__Babeliae,d__Bacteria;p__Planctomycetota;c__OM190,d__Bacteria;p__Dadabacteria;c__Dadabacteriia,d__Bacteria;p__Patescibacteria;c__Saccharimonadia,d__Bacteria;p__Chloroflexi;c__Chloroflexia,d__Bacteria;p__Firmicutes;c__Negativicutes,d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia,d__Bacteria;p__Deinococcota;c__Deinococci,d__Bacteria;p__Sumerlaeota;c__Sumerlaeia,d__Bacteria;p__Gemmatimonadota;c__PAUC43f_marine_benthic_group,d__Bacteria;p__Patescibacteria;c__ABY1,d__Bacteria;p__Spirochaetota;c__Leptospirae,d__Bacteria;p__Desulfobacterota;c__Desulfarculia,d__Bacteria;p__Acidobacteriota;c__Aminicenantia,d__Archaea;p__Halobacterota;c__Methanosarcinia,d__Bacteria;p__Margulisbacteria;c__Margulisbacteria,d__Bacteria;p__Campilobacterota;c__Desulfurellia,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia,d__Bacteria;p__Chloroflexi;c__Dehalococcoidia,d__Eukaryota;p__Ciliophora;c__Intramacronucleata,d__Bacteria;p__Myxococcota;c__Polyangia,d__Bacteria;p__Calditrichota;c__Calditrichia,d__Bacteria;p__Acidobacteriota;c__Blastocatellia,d__Eukaryota;p__Dinoflagellata;c__Dinophyceae,d__Bacteria;p__Nitrospirota;c__Nitrospiria,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia,d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia,d__Bacteria;p__Sva0485;c__Sva0485,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata,d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5,d__Bacteria;p__LCP-89;c__LCP-89,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria,d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia,d__Bacteria;p__NB1-j;c__NB1-j,d__Bacteria;p__Desulfobacterota;__,d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group,d__Bacteria;p__Latescibacterota;c__Latescibacterota,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia,d__Bacteria;p__Actinobacteriota;c__Rubrobacteria,d__Bacteria;p__Myxococcota;c__bacteriap25,d__Bacteria;p__Acidobacteriota;c__Subgroup_22,d__Eukaryota;p__Porifera;c__Demospongiae,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes,d__Bacteria;p__Cyanobacteria;c__Sericytochromatia,d__Bacteria;p__Firmicutes;c__Desulfitobacteriia,d__Bacteria;p__Armatimonadota;c__Armatimonadia,d__Eukaryota;p__Cnidaria;c__Anthozoa,d__Bacteria;p__Firmicutes;__,d__Bacteria;p__Chloroflexi;c__KD4-96,d__Archaea;p__Halobacterota;c__Halobacteria,d__Archaea;p__Euryarchaeota;c__Methanobacteria,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW143,19840.0,52.0,339.0,569.0,236.0,28.0,0.0,0.0,0.0,68.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,51.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248,80.0,HIMB,M43,5,Mcapitata,Hard,1248,HTAC,HT,AC,4,11
HPW144,120.0,60.0,214.0,945.0,376.0,38.0,4.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2756,81.0,Reef.42.43,M74,8,Mcapitata,Hard,2756,ATHC,AT,HC,12,11
HPW145,6.0,538.0,73.0,1029.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047,82.0,Lilipuna.Fringe,P8,1,Pacuta,Hard,1047,ATAC,AT,AC,1,7
HPW146,478.0,648.0,548.0,677.0,46.0,31.0,37.0,0.0,0.0,201.0,82.0,17.0,0.0,0.0,6.0,24.0,15.0,0.0,0.0,0.0,66.0,0.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,3.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072,83.0,HIMB,P29,3,Pacuta,Hard,2072,HTAC,HT,AC,9,7
HPW147,542.0,99.0,784.0,597.0,465.0,0.0,15.0,0.0,0.0,184.0,0.0,6.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,84.0,Reef.35.36,M19,2,Mcapitata,Hard,1260,ATHC,AT,HC,3,8
HPW148,241.0,544.0,6275.0,461.0,66.0,7.0,13.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777,85.0,HIMB,P43,5,Pacuta,Hard,1777,ATAC,AT,AC,8,11
HPW149,2257.0,2247.0,13645.0,63.0,143.0,93.0,9.0,0.0,0.0,2501.0,0.0,0.0,13.0,49.0,81.0,0.0,19.0,0.0,12.0,102.0,1041.0,18.0,0.0,6.0,22.0,9.0,12.0,2.0,5.0,550.0,0.0,223.0,0.0,26.0,279.0,146.0,9.0,0.0,17.0,0.0,0.0,5.0,67.0,35.0,121.0,91.0,33.0,119.0,0.0,0.0,11.0,61.0,0.0,20.0,60.0,4.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051,86.0,Reef.11.13,P43,5,Pacuta,Hard,1051,ATAC,AT,AC,1,8
HPW150,2640.0,77.0,808.0,1083.0,44.0,0.0,27.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,823.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536,87.0,Reef.35.36,P52,6,Pacuta,Hard,1536,HTAC,HT,AC,7,10
HPW151,30.0,7.0,20.0,743.0,225.0,28.0,15.0,0.0,0.0,9.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,88.0,Reef.35.36,M13,2,Mcapitata,Hard,1237,ATHC,AT,HC,3,11
HPW152,675.0,55.0,235.0,446.0,398.0,0.0,25.0,0.0,0.0,61.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511,89.0,Reef.18,M47,5,Mcapitata,Hard,2511,HTHC,HT,HC,10,11
HPW153,262.0,82.0,587.0,854.0,357.0,0.0,24.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250,90.0,Reef.42.43,M71,8,Mcapitata,Hard,1250,HTHC,HT,HC,5,7
HPW154,717.0,530.0,5951.0,218.0,297.0,10.0,10.0,0.0,0.0,61.0,0.0,78.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,47.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562,91.0,Reef.11.13,M6,1,Mcapitata,Hard,1562,HTAC,HT,AC,9,11
HPW155,752.0,374.0,161.0,1460.0,59.0,2.0,13.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,7.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559,92.0,Lilipuna.Fringe,P65,7,Pacuta,Hard,1559,ATAC,AT,AC,8,10
HPW156,5685.0,55.0,215.0,698.0,285.0,3.0,19.0,0.0,0.0,64.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561,93.0,Reef.11.13,M26,3,Mcapitata,Hard,1561,ATAC,AT,AC,8,10
HPW157,184.0,137.0,134.0,366.0,372.0,0.0,26.0,0.0,0.0,54.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302,94.0,Reef.18,M51,6,Mcapitata,Hard,2302,ATAC,AT,AC,6,11
HPW158,2044.0,33.0,1320.0,490.0,409.0,8.0,16.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631,95.0,HIMB,M70,7,Mcapitata,Hard,1631,ATAC,AT,AC,6,10
HPW159,246.0,65.0,136.0,1242.0,12.0,0.0,4.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,96.0,Reef.42.43,P48,5,Pacuta,Hard,2012,ATAC,AT,AC,8,8
HPW160,227.0,251.0,1361.0,403.0,418.0,6.0,5.0,0.0,0.0,173.0,0.0,89.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,39.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,97.0,HIMB,M32,4,Mcapitata,Hard,1644,ATAC,AT,AC,8,11
HPW161,272.0,214.0,62.0,1549.0,9.0,21.0,4.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596,98.0,Reef.42.43,P15,2,Pacuta,Hard,1596,HTAC,HT,AC,4,11
HPW162,81.0,976.0,224.0,1664.0,37.0,0.0,32.0,0.0,0.0,47.0,86.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,58.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212,99.0,Reef.35.36,P15,2,Pacuta,Hard,2212,ATHC,AT,HC,11,5
HPW163,5398.0,24.0,50.0,267.0,268.0,0.0,9.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1776,100.0,Reef.42.43,M42,5,Mcapitata,Hard,1776,ATAC,AT,AC,8,5
HPW164,12248.0,385.0,1096.0,282.0,180.0,0.0,19.0,0.0,0.0,210.0,0.0,63.0,0.0,0.0,8.0,5.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,4.0,24.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2419,101.0,Reef.18,M44,5,Mcapitata,Hard,2419,HTHC,HT,HC,10,7
HPW165,1291.0,3406.0,14000.0,148.0,182.0,0.0,14.0,0.0,0.0,1810.0,0.0,12.0,11.0,0.0,0.0,0.0,9.0,85.0,0.0,0.0,60.0,8.0,0.0,3.0,38.0,0.0,4.0,0.0,0.0,12.0,0.0,247.0,0.0,5.0,0.0,72.0,0.0,0.0,0.0,9.0,0.0,0.0,76.0,10.0,49.0,0.0,0.0,63.0,9.0,0.0,15.0,0.0,5.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238,102.0,Reef.42.43,P2,1,Pacuta,Hard,1238,HTHC,HT,HC,2,10
