sample-id,absolute-filepath,direction
HPW170,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW170_S165_L001_R2_001.fastq.gz,reverse
HPW171,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW171_S177_L001_R1_001.fastq.gz,forward
HPW171,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW171_S177_L001_R2_001.fastq.gz,reverse
HPW172,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW172_S189_L001_R1_001.fastq.gz,forward
HPW172,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW172_S189_L001_R2_001.fastq.gz,reverse
HPW173,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW173_S106_L001_R1_001.fastq.gz,forward
HPW173,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW173_S106_L001_R2_001.fastq.gz,reverse
HPW174,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW174_S118_L001_R1_001.fastq.gz,forward
HPW174,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW174_S118_L001_R2_001.fastq.gz,reverse
HPW175,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW175_S130_L001_R1_001.fastq.gz,forward
HPW175,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW175_S130_L001_R2_001.fastq.gz,reverse
HPW176,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW176_S142_L001_R1_001.fastq.gz,forward
HPW176,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW176_S142_L001_R2_001.fastq.gz,reverse
HPW177,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW177_S154_L001_R1_001.fastq.gz,forward
HPW177,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW177_S154_L001_R2_001.fastq.gz,reverse
HPW178,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW178_S166_L001_R1_001.fastq.gz,forward
HPW178,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW178_S166_L001_R2_001.fastq.gz,reverse
HPW179,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW179_S178_L001_R1_001.fastq.gz,forward
HPW179,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW179_S178_L001_R2_001.fastq.gz,reverse
HPW180,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW180_S190_L001_R1_001.fastq.gz,forward
HPW180,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW180_S190_L001_R2_001.fastq.gz,reverse
HPW181,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW181_S107_L001_R1_001.fastq.gz,forward
HPW181,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW181_S107_L001_R2_001.fastq.gz,reverse
HPW182,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW182_S119_L001_R1_001.fastq.gz,forward
HPW182,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW182_S119_L001_R2_001.fastq.gz,reverse
HPW183,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW183_S131_L001_R1_001.fastq.gz,forward
HPW183,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW183_S131_L001_R2_001.fastq.gz,reverse
HPW184,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW184_S143_L001_R1_001.fastq.gz,forward
HPW184,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW184_S143_L001_R2_001.fastq.gz,reverse
HPW185,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW185_S155_L001_R1_001.fastq.gz,forward
HPW185,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW185_S155_L001_R2_001.fastq.gz,reverse
HPW186,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW186_S167_L001_R1_001.fastq.gz,forward
HPW186,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW186_S167_L001_R2_001.fastq.gz,reverse
HPW187,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW187_S179_L001_R1_001.fastq.gz,forward
HPW187,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW187_S179_L001_R2_001.fastq.gz,reverse
HPW188,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW188_S191_L001_R1_001.fastq.gz,forward
HPW188,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW188_S191_L001_R2_001.fastq.gz,reverse
HPW189,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW189_S108_L001_R1_001.fastq.gz,forward
HPW189,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW189_S108_L001_R2_001.fastq.gz,reverse
HPW190,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW190_S120_L001_R1_001.fastq.gz,forward
HPW190,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW190_S120_L001_R2_001.fastq.gz,reverse
HPW191,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW191_S132_L001_R1_001.fastq.gz,forward
HPW191,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW191_S132_L001_R2_001.fastq.gz,reverse
HPW192,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW192_S144_L001_R1_001.fastq.gz,forward
HPW192,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW192_S144_L001_R2_001.fastq.gz,reverse
HPW193,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW193_S156_L001_R1_001.fastq.gz,forward
HPW193,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW193_S156_L001_R2_001.fastq.gz,reverse
HPW194,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW194_S168_L001_R1_001.fastq.gz,forward
HPW194,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW194_S168_L001_R2_001.fastq.gz,reverse
HPW195,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW195_S180_L001_R1_001.fastq.gz,forward
HPW195,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW195_S180_L001_R2_001.fastq.gz,reverse
HPW196,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW196_S192_L001_R1_001.fastq.gz,forward
HPW196,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW196_S192_L001_R2_001.fastq.gz,reverse
HPW201,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW201_S293_L001_R1_001.fastq.gz,forward
HPW201,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW201_S293_L001_R2_001.fastq.gz,reverse
HPW202,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW202_S297_L001_R1_001.fastq.gz,forward
HPW202,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW202_S297_L001_R2_001.fastq.gz,reverse
HPW203,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW203_S301_L001_R1_001.fastq.gz,forward
HPW203,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW203_S301_L001_R2_001.fastq.gz,reverse
HPW204,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW204_S305_L001_R1_001.fastq.gz,forward
HPW204,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW204_S305_L001_R2_001.fastq.gz,reverse
HPW205,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW205_S241_L001_R1_001.fastq.gz,forward
HPW205,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW205_S241_L001_R2_001.fastq.gz,reverse
HPW206,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW206_S253_L001_R1_001.fastq.gz,forward
HPW206,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW206_S253_L001_R2_001.fastq.gz,reverse
HPW207,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW207_S265_L001_R1_001.fastq.gz,forward
HPW207,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW207_S265_L001_R2_001.fastq.gz,reverse
HPW208,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW208_S277_L001_R1_001.fastq.gz,forward
HPW208,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW208_S277_L001_R2_001.fastq.gz,reverse
HPW209,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW209_S194_L001_R1_001.fastq.gz,forward
HPW209,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW209_S194_L001_R2_001.fastq.gz,reverse
HPW210,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW210_S206_L001_R1_001.fastq.gz,forward
HPW210,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW210_S206_L001_R2_001.fastq.gz,reverse
HPW211,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW211_S218_L001_R1_001.fastq.gz,forward
HPW211,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW211_S218_L001_R2_001.fastq.gz,reverse
HPW212,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW212_S230_L001_R1_001.fastq.gz,forward
HPW212,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW212_S230_L001_R2_001.fastq.gz,reverse
HPW213,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW213_S242_L001_R1_001.fastq.gz,forward
HPW213,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW213_S242_L001_R2_001.fastq.gz,reverse
HPW214,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW214_S254_L001_R1_001.fastq.gz,forward
HPW214,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW214_S254_L001_R2_001.fastq.gz,reverse
HPW215,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW215_S266_L001_R1_001.fastq.gz,forward
HPW215,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW215_S266_L001_R2_001.fastq.gz,reverse
HPW216,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW216_S278_L001_R1_001.fastq.gz,forward
HPW216,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW216_S278_L001_R2_001.fastq.gz,reverse
HPW217,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW217_S195_L001_R1_001.fastq.gz,forward
HPW217,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW217_S195_L001_R2_001.fastq.gz,reverse
HPW218,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW218_S207_L001_R1_001.fastq.gz,forward
HPW218,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW218_S207_L001_R2_001.fastq.gz,reverse
HPW219,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW219_S219_L001_R1_001.fastq.gz,forward
HPW219,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW219_S219_L001_R2_001.fastq.gz,reverse
HPW220,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW220_S231_L001_R1_001.fastq.gz,forward
HPW220,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW220_S231_L001_R2_001.fastq.gz,reverse
HPW221,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW221_S243_L001_R1_001.fastq.gz,forward
HPW221,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW221_S243_L001_R2_001.fastq.gz,reverse
HPW222,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW222_S255_L001_R1_001.fastq.gz,forward
HPW222,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW222_S255_L001_R2_001.fastq.gz,reverse
HPW223,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW223_S267_L001_R1_001.fastq.gz,forward
HPW223,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW223_S267_L001_R2_001.fastq.gz,reverse
HPW224,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW224_S279_L001_R1_001.fastq.gz,forward
HPW224,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW224_S279_L001_R2_001.fastq.gz,reverse
HPW225,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW225_S196_L001_R1_001.fastq.gz,forward
HPW225,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW225_S196_L001_R2_001.fastq.gz,reverse
HPW226,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW226_S208_L001_R1_001.fastq.gz,forward
HPW226,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW226_S208_L001_R2_001.fastq.gz,reverse
HPW227,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW227_S220_L001_R1_001.fastq.gz,forward
HPW227,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW227_S220_L001_R2_001.fastq.gz,reverse
HPW228,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW228_S232_L001_R1_001.fastq.gz,forward
HPW228,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW228_S232_L001_R2_001.fastq.gz,reverse
HPW229,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW229_S244_L001_R1_001.fastq.gz,forward
HPW229,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW229_S244_L001_R2_001.fastq.gz,reverse
HPW230,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW230_S256_L001_R1_001.fastq.gz,forward
HPW230,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW230_S256_L001_R2_001.fastq.gz,reverse
HPW231,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW231_S268_L001_R1_001.fastq.gz,forward
HPW231,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW231_S268_L001_R2_001.fastq.gz,reverse
HPW232,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW232_S280_L001_R1_001.fastq.gz,forward
HPW232,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW232_S280_L001_R2_001.fastq.gz,reverse
HPW233,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW233_S197_L001_R1_001.fastq.gz,forward
HPW233,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW233_S197_L001_R2_001.fastq.gz,reverse
HPW234,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW234_S209_L001_R1_001.fastq.gz,forward
HPW234,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW234_S209_L001_R2_001.fastq.gz,reverse
HPW235,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW235_S221_L001_R1_001.fastq.gz,forward
HPW235,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW235_S221_L001_R2_001.fastq.gz,reverse
HPW236,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW236_S233_L001_R1_001.fastq.gz,forward
HPW236,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW236_S233_L001_R2_001.fastq.gz,reverse
HPW237,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW237_S245_L001_R1_001.fastq.gz,forward
HPW237,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW237_S245_L001_R2_001.fastq.gz,reverse
HPW238,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW238_S257_L001_R1_001.fastq.gz,forward
HPW238,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW238_S257_L001_R2_001.fastq.gz,reverse
HPW239,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW239_S269_L001_R1_001.fastq.gz,forward
HPW239,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW239_S269_L001_R2_001.fastq.gz,reverse
HPW240,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW240_S281_L001_R1_001.fastq.gz,forward
HPW240,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW240_S281_L001_R2_001.fastq.gz,reverse
HPW241,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW241_S198_L001_R1_001.fastq.gz,forward
HPW241,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW241_S198_L001_R2_001.fastq.gz,reverse
HPW242,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW242_S210_L001_R1_001.fastq.gz,forward
HPW242,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW242_S210_L001_R2_001.fastq.gz,reverse
HPW243,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW243_S222_L001_R1_001.fastq.gz,forward
HPW243,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW243_S222_L001_R2_001.fastq.gz,reverse
HPW244,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW244_S234_L001_R1_001.fastq.gz,forward
HPW244,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW244_S234_L001_R2_001.fastq.gz,reverse
HPW245,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW245_S246_L001_R1_001.fastq.gz,forward
HPW245,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW245_S246_L001_R2_001.fastq.gz,reverse
HPW246,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW246_S258_L001_R1_001.fastq.gz,forward
HPW246,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW246_S258_L001_R2_001.fastq.gz,reverse
HPW247,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW247_S270_L001_R1_001.fastq.gz,forward
HPW247,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW247_S270_L001_R2_001.fastq.gz,reverse
HPW248,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW248_S282_L001_R1_001.fastq.gz,forward
HPW248,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW248_S282_L001_R2_001.fastq.gz,reverse
HPW249,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW249_S199_L001_R1_001.fastq.gz,forward
HPW249,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW249_S199_L001_R2_001.fastq.gz,reverse
HPW250,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW250_S211_L001_R1_001.fastq.gz,forward
HPW250,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW250_S211_L001_R2_001.fastq.gz,reverse
HPW251,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW251_S223_L001_R1_001.fastq.gz,forward
HPW251,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW251_S223_L001_R2_001.fastq.gz,reverse
HPW252,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW252_S235_L001_R1_001.fastq.gz,forward
HPW252,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW252_S235_L001_R2_001.fastq.gz,reverse
HPW253,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW253_S247_L001_R1_001.fastq.gz,forward
HPW253,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW253_S247_L001_R2_001.fastq.gz,reverse
HPW254,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW254_S259_L001_R1_001.fastq.gz,forward
HPW254,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW254_S259_L001_R2_001.fastq.gz,reverse
HPW255,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW255_S271_L001_R1_001.fastq.gz,forward
HPW255,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW255_S271_L001_R2_001.fastq.gz,reverse
HPW256,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW256_S283_L001_R1_001.fastq.gz,forward
HPW256,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW256_S283_L001_R2_001.fastq.gz,reverse
HPW257,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW257_S200_L001_R1_001.fastq.gz,forward
HPW257,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW257_S200_L001_R2_001.fastq.gz,reverse
HPW258,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW258_S212_L001_R1_001.fastq.gz,forward
HPW258,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW258_S212_L001_R2_001.fastq.gz,reverse
HPW259,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW259_S224_L001_R1_001.fastq.gz,forward
HPW259,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW259_S224_L001_R2_001.fastq.gz,reverse
HPW260,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW260_S236_L001_R1_001.fastq.gz,forward
HPW260,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW260_S236_L001_R2_001.fastq.gz,reverse
HPW261,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW261_S248_L001_R1_001.fastq.gz,forward
HPW261,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW261_S248_L001_R2_001.fastq.gz,reverse
HPW262,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW262_S260_L001_R1_001.fastq.gz,forward
HPW262,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW262_S260_L001_R2_001.fastq.gz,reverse
HPW263,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW263_S272_L001_R1_001.fastq.gz,forward
HPW263,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW263_S272_L001_R2_001.fastq.gz,reverse
HPW264,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW264_S284_L001_R1_001.fastq.gz,forward
HPW264,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW264_S284_L001_R2_001.fastq.gz,reverse
HPW265,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW265_S201_L001_R1_001.fastq.gz,forward
HPW265,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW265_S201_L001_R2_001.fastq.gz,reverse
HPW266,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW266_S213_L001_R1_001.fastq.gz,forward
HPW266,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW266_S213_L001_R2_001.fastq.gz,reverse
HPW267,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW267_S225_L001_R1_001.fastq.gz,forward
HPW267,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW267_S225_L001_R2_001.fastq.gz,reverse
HPW268,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW268_S237_L001_R1_001.fastq.gz,forward
HPW268,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW268_S237_L001_R2_001.fastq.gz,reverse
HPW269,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW269_S249_L001_R1_001.fastq.gz,forward
HPW269,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW269_S249_L001_R2_001.fastq.gz,reverse
HPW270,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW270_S261_L001_R1_001.fastq.gz,forward
HPW270,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW270_S261_L001_R2_001.fastq.gz,reverse
HPW271,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW271_S273_L001_R1_001.fastq.gz,forward
HPW271,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW271_S273_L001_R2_001.fastq.gz,reverse
HPW272,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW272_S285_L001_R1_001.fastq.gz,forward
HPW272,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW272_S285_L001_R2_001.fastq.gz,reverse
HPW273,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW273_S202_L001_R1_001.fastq.gz,forward
HPW273,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW273_S202_L001_R2_001.fastq.gz,reverse
HPW274,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW274_S214_L001_R1_001.fastq.gz,forward
HPW274,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW274_S214_L001_R2_001.fastq.gz,reverse
HPW275,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW275_S226_L001_R1_001.fastq.gz,forward
HPW275,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW275_S226_L001_R2_001.fastq.gz,reverse
HPW276,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW276_S238_L001_R1_001.fastq.gz,forward
HPW276,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW276_S238_L001_R2_001.fastq.gz,reverse
HPW277,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW277_S250_L001_R1_001.fastq.gz,forward
HPW277,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW277_S250_L001_R2_001.fastq.gz,reverse
HPW278,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW278_S262_L001_R1_001.fastq.gz,forward
HPW278,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW278_S262_L001_R2_001.fastq.gz,reverse
HPW279,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW279_S274_L001_R1_001.fastq.gz,forward
HPW279,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW279_S274_L001_R2_001.fastq.gz,reverse
HPW280,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW280_S286_L001_R1_001.fastq.gz,forward
HPW280,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW280_S286_L001_R2_001.fastq.gz,reverse
