Date,Timepoint,PLUG.ID,Species,Photo.Number,Tank,Treatment,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,*all polyps excluded in outline*
20181011,Week3,1036,Montipora,8,1,ATAC,100.41,73.585,111.837,51.424,46.688,31.691,
20181018,Week4,1036,Montipora,6,1,ATAC,126.986,69.221,95.646,50.513,29.286,20.584,
20180926,Week1,1038,Montipora,6,1,ATAC,66.788,66.532,104.803,27.554,47.406,32.515,
20181003,Week2,1038,Montipora,3,1,ATAC,107.99,80.197,112.608,37.255,41.233,30.527,
20181011,Week3,1038,Montipora,7,1,ATAC,74.613,68.906,107.256,41.86,47.456,31.886,
20181018,Week4,1038,Montipora,5,1,ATAC,131.511,76.104,102.686,57.882,38.599,28.14,
20181011,Week3,1042,Montipora,8,1,ATAC,100.41,73.585,111.837,60.597,48.382,33.522,
20181018,Week4,1042,Montipora,3,1,ATAC,126.379,69.283,96.48,66.617,35.463,23.027,
20181025,Week5,1042,Montipora,4,1,ATAC,111.556,65.189,97.844,66.861,42.527,23.961,
20181003,Week2,1044,Montipora,1,1,ATAC,101.844,86.179,123.994,52.586,59.793,45.267,
20181011,Week3,1044,Montipora,1,1,ATAC,118.29,71.242,107.257,48.598,31.806,21.935,
20181018,Week4,1044,Montipora,1,1,ATAC,130.034,72.57,100.588,67.792,39.475,25.938,
20181025,Week5,1044,Montipora,1,1,ATAC,106.223,79.708,113.248,32.777,30.317,17.85,
20181102,Week6,1044,Montipora,1,1,ATAC,112.443,72.283,101.351,44.02,33.073,23.941,
20181109,Week7,1044,Montipora,5,1,ATAC,93.59,75.612,115.526,43.149,43.429,31.589,
20181116,Week8,1044,Montipora,5,1,ATAC,171.4,105.4,63.1,55.8,32.1,22.7,
20181003,Week2,1045,Pocillopora,5,1,ATAC,109.874,78.807,111.178,70.81,77.486,57.741,
20181011,Week3,1045,Pocillopora,5,1,ATAC,82.449,67.064,109.621,54.464,67.399,51.065,
20181018,Week4,1045,Pocillopora,4,1,ATAC,128.925,74.334,107.729,82.806,59.444,48.004,
20181025,Week5,1045,Pocillopora,5,1,ATAC,134.255,69.209,100.557,99.453,63.237,39.552,
20181102,Week6,1045,Pocillopora,3,1,ATAC,140.902,79.268,110.06,105.438,67.719,47.831,
20181109,Week7,1045,Pocillopora,1,1,ATAC,117.56,76.055,119.738,80.631,61.592,51.379,
20181116,Week8,1045,Pocillopora,1,1,ATAC,180.8,112,138.9,131.1,83.2,62.1,
20181123,Week9,1045,Pocillopora,16,1,ATAC,142.1,101.8,149.2,78.9,64.6,54.1,
20181130,Week10,1045,Pocillopora,3,1,ATAC,141.622,105.329,160.605,73.277,63.133,54.277,
20181207,Week11,1045,Pocillopora,36,1,ATAC,176.18,130.47,180.941,115.536,83.809,70.363,
20181214,Week12,1045,Pocillopora,1,1,ATAC,166.927,130.965,142.32,123.711,80.514,60.928,
20180926,Week1,1046,Pocillopora,9,1,ATAC,84.665,82.442,120.049,54.282,90.359,64.509,
20181003,Week2,1046,Pocillopora,7,1,ATAC,98.249,69.837,103.208,84.478,89.312,62.654,
20181011,Week3,1046,Pocillopora,2,1,ATAC,94.611,74.436,113.269,60.583,65.454,48.698,
20181018,Week4,1046,Pocillopora,6,1,ATAC,126.986,69.221,95.646,100.039,69.406,52.331,
20181003,Week2,1047,Pocillopora,1,1,ATAC,101.844,86.179,123.994,64.684,71.344,50.733,
20180926,Week1,1048,Pocillopora,6,1,ATAC,66.788,66.532,104.803,29.101,56.683,42.255,
20181003,Week2,1048,Pocillopora,5,1,ATAC,109.874,78.807,111.178,75.359,80.094,60.904,
20181011,Week3,1048,Pocillopora,5,1,ATAC,82.449,67.064,109.621,61.277,75.667,59.044,
20181018,Week4,1048,Pocillopora,7,1,ATAC,124.922,68.967,99.917,85.573,58.871,46.528,
20181025,Week5,1048,Pocillopora,6,1,ATAC,113.043,68.211,100.492,61.322,55.709,34.847,
20181102,Week6,1048,Pocillopora,2,1,ATAC,135.588,80.467,103.979,85.253,57.204,39.223,
20180926,Week1,1049,Montipora,10,1,ATAC,77.225,78.451,114.327,40.34,72.023,49.344,
20181003,Week2,1049,Montipora,4,1,ATAC,114.697,72.36,106.481,53.001,49.385,30.961,
20181011,Week3,1049,Montipora,2,1,ATAC,94.611,74.436,113.269,45.332,40.23,25.252,
20181018,Week4,1049,Montipora,5,1,ATAC,131.511,76.104,102.686,47.288,28.87,18.855,
20181025,Week5,1049,Montipora,6,1,ATAC,113.043,68.211,100.492,48.001,34.837,16.955,
20181102,Week6,1049,Montipora,1,1,ATAC,112.443,72.283,101.351,54.805,42.739,31.126,
20181109,Week7,1049,Montipora,2,1,ATAC,84.003,79.803,119.505,40.242,49.245,36.657,
20181116,Week8,1049,Montipora,1,1,ATAC,180.8,112,138.9,109.7,63.5,44.2,
20181123,Week9,1049,Montipora,17,1,ATAC,153.3,107.7,154.8,83.2,55.1,43.3,
20181130,Week10,1049,Montipora,2,1,ATAC,156.375,110.081,154.944,89.03,65.302,51.811,
20181207,Week11,1049,Montipora,37,1,ATAC,151.769,105.851,156.334,100.041,68.289,56.849,
20181214,Week12,1049,Montipora,1,1,ATAC,166.927,130.965,142.32,97.541,56.811,42.011,
20181221,Week13,1049,Montipora,20,1,ATAC,153.342,91.395,124.339,125.592,79.506,57.112,
20181231,Week14,1049,Montipora,4,1,ATAC,171.182,113.964,135.377,103.255,73.947,45.283,
20190107,Week15,1049,Montipora,3,1,ATAC,187.797,130.394,154.899,113.772,84.966,56.262,
20190111,Week16,1049,Montipora,1,1,ATAC,124.14,77.388,102.726,133.49,91.741,59.419,standard in shade
20181003,Week2,1051,Pocillopora,1,1,ATAC,101.844,86.179,123.994,77.739,85.459,62.579,
20181011,Week3,1051,Pocillopora,1,1,ATAC,118.29,71.242,107.257,61.307,50.095,37.884,
20181018,Week4,1051,Pocillopora,1,1,ATAC,130.034,72.57,100.588,81.808,56.121,37.968,
20180926,Week1,1052,Montipora,8,1,ATAC,78.193,76.697,109.139,29.163,42.109,24.838,
20181003,Week2,1052,Montipora,2,1,ATAC,101.937,68.18,103.367,48.543,40.852,22.675,
20181011,Week3,1052,Montipora,7,1,ATAC,74.613,68.906,107.256,43.32,45.014,27.299,
20181018,Week4,1052,Montipora,3,1,ATAC,126.379,69.283,96.48,60.207,29.451,15.34,
20181025,Week5,1052,Montipora,2,1,ATAC,143.252,76.768,106.887,38.077,16.936,8.373,
20181102,Week6,1052,Montipora,2,1,ATAC,135.588,80.467,103.979,56.69,30.555,18.283,
20181109,Week7,1052,Montipora,3,1,ATAC,128.941,87.736,121.982,50.765,41.248,34.314,
20181116,Week8,1052,Montipora,1,1,ATAC,180.8,112,138.9,69.8,33.9,20.7,
20181123,Week9,1052,Montipora,16,1,ATAC,142.1,101.8,149.2,79.3,48.1,35,
20181130,Week10,1052,Montipora,3,1,ATAC,141.622,105.329,160.605,73.803,49.638,38.422,
20181207,Week11,1052,Montipora,36,1,ATAC,176.18,130.47,180.941,85.223,55.87,44.923,
20181214,Week12,1052,Montipora,3,1,ATAC,175.148,111.32,147.277,73.505,45.819,35.482,
20180926,Week1,1053,Montipora,9,1,ATAC,84.665,82.442,120.049,34.11,53.391,38.603,
20181003,Week2,1053,Montipora,4,1,ATAC,114.697,72.36,106.481,49.307,41.087,26.075,
20181011,Week3,1053,Montipora,6,1,ATAC,77.103,68.903,110.608,33.132,39.218,27.723,
20181018,Week4,1053,Montipora,2,1,ATAC,127.908,68.987,95.532,53.246,28.879,18.689,
20181025,Week5,1053,Montipora,3,1,ATAC,129.489,70.577,99.239,39.823,19.949,11.218,
20181102,Week6,1053,Montipora,6,1,ATAC,134.154,71.547,97.683,55.745,26.847,17.905,
20181109,Week7,1053,Montipora,2,1,ATAC,84.003,79.803,119.505,31.522,39.16,30.318,
20181116,Week8,1053,Montipora,3,1,ATAC,184.6,116.4,137.5,70.1,41.1,28.8,
20181123,Week9,1053,Montipora,17,1,ATAC,153.3,107.7,154.8,54.6,37.9,32.9,
20181130,Week10,1053,Montipora,2,1,ATAC,156.375,110.081,154.944,44.767,35.944,32.146,
20181207,Week11,1053,Montipora,38,1,ATAC,141.507,104.687,154.792,61.846,49.526,45.048,
20181214,Week12,1053,Montipora,3,1,ATAC,175.148,111.32,147.277,89.684,59.264,51.122,
20180926,Week1,1055,Montipora,7,1,ATAC,82.264,70.165,114.39,38.757,48.341,41.156,
20181003,Week2,1055,Montipora,2,1,ATAC,101.937,68.18,103.367,51.498,46.954,30.951,
20181011,Week3,1055,Montipora,4,1,ATAC,82.68,67.583,108.554,33.012,37.832,29.697,
20181018,Week4,1055,Montipora,2,1,ATAC,127.908,68.987,95.532,62.978,36.755,25.091,
20181025,Week5,1055,Montipora,5,1,ATAC,134.255,69.209,100.557,44.886,22.364,13.008,
20181102,Week6,1055,Montipora,1,1,ATAC,112.443,72.283,101.351,42.746,37.954,32.107,
20181109,Week7,1055,Montipora,4,1,ATAC,96.924,73.87,113.431,37.306,36.797,28.985,
20181116,Week8,1055,Montipora,2,1,ATAC,190.5,119,144.1,75.2,45.7,37.1,
20181123,Week9,1055,Montipora,19,1,ATAC,161.2,102.9,147.8,67.2,38.4,28.6,
20181130,Week10,1055,Montipora,2,1,ATAC,156.375,110.081,154.944,68.299,52.635,46.79,
20181207,Week11,1055,Montipora,37,1,ATAC,151.769,105.851,156.334,78.743,49.889,43.144,
20181214,Week12,1055,Montipora,1,1,ATAC,166.927,130.965,142.32,84.215,57.477,49.361,
20181221,Week13,1055,Montipora,19,1,ATAC,158.208,93.553,127.47,90.792,54.145,40.193,
20181231,Week14,1055,Montipora,5,1,ATAC,161.767,104.866,133.072,79.592,53.436,34.593,
20190107,Week15,1055,Montipora,4,1,ATAC,175.449,115.317,147.548,74.42,55.475,46.496,
20190111,Week16,1055,Montipora,1,1,ATAC,124.14,77.388,102.726,78.342,57.399,40.854,standard in shade
20180926,Week1,1056,Pocillopora,6,1,ATAC,66.788,66.532,104.803,28.954,51.493,38.013,
20181003,Week2,1056,Pocillopora,3,1,ATAC,107.99,80.197,112.608,56.46,58.927,41.789,
20181011,Week3,1056,Pocillopora,5,1,ATAC,82.449,67.064,109.621,56.692,65.533,51.133,
20181018,Week4,1056,Pocillopora,2,1,ATAC,127.908,68.987,95.532,80.421,53.859,38.729,
20181025,Week5,1056,Pocillopora,3,1,ATAC,129.489,70.577,99.239,56.696,37.429,24.536,
20181102,Week6,1056,Pocillopora,4,1,ATAC,133.052,72.622,99.154,84.013,50.326,35.205,
20181109,Week7,1056,Pocillopora,5,1,ATAC,93.59,75.612,115.526,59.517,65.103,48.015,
20181116,Week8,1056,Pocillopora,2,1,ATAC,190.5,119,144.1,133.3,86.6,64.7,
20181123,Week9,1056,Pocillopora,16,1,ATAC,142.1,101.8,149.2,102.4,74.9,60.5,
20181130,Week10,1056,Pocillopora,3,1,ATAC,141.622,105.329,160.605,83.909,72.072,61.654,
20181207,Week11,1056,Pocillopora,36,1,ATAC,176.18,130.47,180.941,91.387,68.853,60.521,
20181214,Week12,1056,Pocillopora,2,1,ATAC,193.14,127.026,157.971,112.639,82.278,67.506,
20180926,Week1,1057,Montipora,11,1,ATAC,67.727,68.973,104.498,28.676,54.378,37.127,
20181003,Week2,1057,Montipora,7,1,ATAC,98.249,69.837,103.208,51.802,51.983,34.785,
20181011,Week3,1057,Montipora,3,1,ATAC,81.366,65.384,104.938,35.116,38.165,25.899,
20181018,Week4,1057,Montipora,4,1,ATAC,128.925,74.334,107.729,49.589,32.227,25.607,
20181025,Week5,1057,Montipora,2,1,ATAC,143.252,76.768,106.887,50.263,27.938,16.806,
20181102,Week6,1057,Montipora,4,1,ATAC,133.052,72.622,99.154,56.335,30.874,21.042,
20181109,Week7,1057,Montipora,2,1,ATAC,84.003,79.803,119.505,28.113,39.425,32.252,
20181116,Week8,1057,Montipora,2,1,ATAC,190.5,119,144.1,102.2,58.2,41.7,
20181123,Week9,1057,Montipora,19,1,ATAC,161.2,102.9,147.8,64.2,40.4,31,
20181130,Week10,1057,Montipora,1,1,ATAC,137.209,91.882,142.333,61.034,40.523,33.202,
20181207,Week11,1057,Montipora,39,1,ATAC,143.159,106.798,160.57,63.471,44.077,36.548,
20181214,Week12,1057,Montipora,3,1,ATAC,175.148,111.32,147.277,94.702,64.188,53.244,
20181003,Week2,1058,Montipora,1,1,ATAC,101.844,86.179,123.994,54.366,59.941,43.383,
20180926,Week1,1063,Montipora,8,1,ATAC,78.193,76.697,109.139,26.945,44.532,30.745,
20181003,Week2,1063,Montipora,3,1,ATAC,107.99,80.197,112.608,32.123,34.976,26.552,
20181011,Week3,1063,Montipora,3,1,ATAC,81.366,65.384,104.938,29.458,32.104,24.912,
20181018,Week4,1063,Montipora,3,1,ATAC,126.379,69.283,96.48,30.356,19.315,14.033,
20181025,Week5,1063,Montipora,4,1,ATAC,111.556,65.189,97.844,36.004,23.538,15.177,
20181102,Week6,1063,Montipora,2,1,ATAC,135.588,80.467,103.979,47.428,28.179,19.436,
20181109,Week7,1063,Montipora,1,1,ATAC,117.56,76.055,119.738,37.338,26.593,24.323,
20181116,Week8,1063,Montipora,4,1,ATAC,185.2,113.3,138.8,95.2,63.7,54.6,
20181123,Week9,1063,Montipora,17,1,ATAC,153.3,107.7,154.8,42,31.6,28.8,
20181130,Week10,1063,Montipora,3,1,ATAC,141.622,105.329,160.605,66.966,47.505,42.896,
20181207,Week11,1063,Montipora,36,1,ATAC,176.18,130.47,180.941,43.619,31.626,28.739,
20181214,Week12,1063,Montipora,1,1,ATAC,166.927,130.965,142.32,74.579,46.847,37.36,
20181221,Week13,1063,Montipora,20,1,ATAC,153.342,91.395,124.339,86.583,53.07,39.891,
20181231,Week14,1063,Montipora,5,1,ATAC,161.767,104.866,133.072,78.879,55.396,37.871,
20190107,Week15,1063,Montipora,4,1,ATAC,175.449,115.317,147.548,88.261,60.222,48.626,
20190111,Week16,1063,Montipora,2,1,ATAC,150.688,98.248,124.584,88.237,59.744,45.927,
20180926,Week1,1064,Montipora,10,1,ATAC,77.225,78.451,114.327,24.967,43.706,31.845,
20181003,Week2,1064,Montipora,3,1,ATAC,107.99,80.197,112.608,36.065,36.712,26.273,
20181011,Week3,1064,Montipora,6,1,ATAC,77.103,68.903,110.608,23.03,28.497,21.914,
20181018,Week4,1064,Montipora,6,1,ATAC,126.986,69.221,95.646,36.817,21.56,16.167,
20181025,Week5,1064,Montipora,6,1,ATAC,113.043,68.211,100.492,34.852,24.774,15.854,
20181102,Week6,1064,Montipora,2,1,ATAC,135.588,80.467,103.979,47.482,31.706,24.006,
20181109,Week7,1064,Montipora,3,1,ATAC,128.941,87.736,121.982,41.085,36.02,30.541,
20181116,Week8,1064,Montipora,3,1,ATAC,184.6,116.4,137.5,68.4,39.4,28.1,
20181123,Week9,1064,Montipora,18,1,ATAC,151.8,104.9,150,40.4,28.8,25,
20181130,Week10,1064,Montipora,2,1,ATAC,156.375,110.081,154.944,56.877,45.34,41.663,
20181207,Week11,1064,Montipora,37,1,ATAC,151.769,105.851,156.334,50.111,34.796,32.61,
20181214,Week12,1064,Montipora,3,1,ATAC,175.148,111.32,147.277,91.608,63.589,56.581,
20181221,Week13,1064,Montipora,20,1,ATAC,153.342,91.395,124.339,87.105,54.467,43.311,
20181231,Week14,1064,Montipora,4,1,ATAC,171.182,113.964,135.377,83.039,61.945,45.176,
20190107,Week15,1064,Montipora,3,1,ATAC,187.797,130.394,154.899,98.381,80.65,63.491,
20190111,Week16,1064,Montipora,2,1,ATAC,150.688,98.248,124.584,74.451,50.488,39.793,
20180926,Week1,1065,Montipora,8,1,ATAC,78.193,76.697,109.139,29.917,49.547,31.778,
20181003,Week2,1065,Montipora,2,1,ATAC,101.937,68.18,103.367,46.513,41.572,25.209,
20181011,Week3,1065,Montipora,3,1,ATAC,81.366,65.384,104.938,40.492,42.744,30.376,
20181018,Week4,1065,Montipora,7,1,ATAC,124.922,68.967,99.917,60.928,34.618,26.813,
20181025,Week5,1065,Montipora,1,1,ATAC,106.223,79.708,113.248,43.376,38.074,22.283,
20181102,Week6,1065,Montipora,6,1,ATAC,134.154,71.547,97.683,53.123,27.267,19.554,
20180926,Week1,1071,Montipora,13,2,HTHC,68.907,81.064,111.048,24.004,44.277,28.587,
20181003,Week2,1071,Montipora,18,2,HTHC,94.749,74.581,102.411,35.977,40.646,25.578,
20181011,Week3,1071,Montipora,18,2,HTHC,76.695,81.778,124.259,33.416,43.087,34.131,
20181018,Week4,1071,Montipora,19,2,HTHC,132.606,69.681,92.758,41.118,23.367,13.779,
20181025,Week5,1071,Montipora,10,2,HTHC,125.807,72.61,97.984,51.892,30.289,12.639,
20181102,Week6,1071,Montipora,18,2,HTHC,90.859,79.02,104.341,88.161,80.929,49.976,
20181109,Week7,1071,Montipora,8,2,HTHC,81.228,60.992,97.696,45.998,43.974,27.628,
20181116,Week8,1071,Montipora,10,2,HTHC,186.6,118.8,144.7,88.1,51,35.6,
20181123,Week9,1071,Montipora,14,2,HTHC,117.3,112.9,155,74,88.7,66.9,
20181130,Week10,1071,Montipora,7,2,HTHC,170.693,113.956,160.246,61.369,46.713,40.464,
20181207,Week11,1071,Montipora,32,2,HTHC,173.993,105.227,150.427,107.889,74.096,61.551,
20181214,Week12,1071,Montipora,4,2,HTHC,178.185,113.261,147.728,126.009,89.98,72.621,
20181011,Week3,1073,Pocillopora,8,1,ATAC,100.41,73.585,111.837,52.116,49.503,34.275,
20181018,Week4,1073,Pocillopora,3,1,ATAC,126.379,69.283,96.48,90.938,60.267,41.143,
20181025,Week5,1073,Pocillopora,6,1,ATAC,113.043,68.211,100.492,75.788,60.998,35.119,
20181102,Week6,1073,Pocillopora,6,1,ATAC,134.154,71.547,97.683,82.696,47.858,30.995,
20181109,Week7,1073,Pocillopora,3,1,ATAC,128.941,87.736,121.982,97.219,83.066,65.198,
20181116,Week8,1073,Pocillopora,5,1,ATAC,171.4,105.4,63.1,121.1,73.1,46.5,
20181123,Week9,1073,Pocillopora,16,1,ATAC,142.1,101.8,149.2,96.4,73,57.8,
20181130,Week10,1073,Pocillopora,1,1,ATAC,137.209,91.882,142.333,117.431,85.076,67.895,
20181207,Week11,1073,Pocillopora,39,1,ATAC,143.159,106.798,160.57,97.836,85.281,73.871,
20181214,Week12,1073,Pocillopora,1,1,ATAC,166.927,130.965,142.32,120.558,75.595,56.997,
20181221,Week13,1073,Pocillopora,19,1,ATAC,158.208,93.553,127.47,118.114,75.162,53.245,
20181231,Week14,1073,Pocillopora,4,1,ATAC,171.182,113.964,135.377,125.073,96.313,63.741,
20190107,Week15,1073,Pocillopora,3,1,ATAC,187.797,130.394,154.899,136.534,109.43,79.801,
20190111,Week16,1073,Pocillopora,1,1,ATAC,124.14,77.388,102.726,162.179,118.177,80.216,standard in shade
20180926,Week1,1074,Montipora,15,2,HTHC,104.23,79.385,111.155,50.411,44.781,27.766,
20181003,Week2,1074,Montipora,19,2,HTHC,107.313,84.924,116.428,36.514,40.561,25.754,
20181011,Week3,1074,Montipora,19,2,HTHC,77.695,69.754,107.66,23.251,37.354,21.826,
20181018,Week4,1074,Montipora,15,2,HTHC,119.904,63.462,87.662,66.984,33.165,15.948,
20181025,Week5,1074,Montipora,8,2,HTHC,139.933,75.212,100.995,87.954,48.732,24.454,
20181102,Week6,1074,Montipora,16,2,HTHC,91.365,80.032,100.319,61.136,77.903,51.711,
20181109,Week7,1074,Montipora,8,2,HTHC,81.228,60.992,97.696,98.461,98.632,59.463,
20181116,Week8,1074,Montipora,12,2,HTHC,186.9,117.7,144.1,141.6,103.1,77.9,
20181003,Week2,1075,Pocillopora,6,1,ATAC,97.743,64.46,96.941,57.056,57.599,38.685,
20181011,Week3,1075,Pocillopora,6,1,ATAC,77.103,68.903,110.608,54.664,67.727,48.613,
20181018,Week4,1075,Pocillopora,6,1,ATAC,126.986,69.221,95.646,88.21,57.553,42.139,
20181025,Week5,1075,Pocillopora,3,1,ATAC,129.489,70.577,99.239,88.458,51.117,29.352,
20181102,Week6,1075,Pocillopora,2,1,ATAC,135.588,80.467,103.979,67.135,43.397,28.098,
20181109,Week7,1075,Pocillopora,3,1,ATAC,128.941,87.736,121.982,79.731,64.723,48.818,
20181116,Week8,1075,Pocillopora,3,1,ATAC,184.6,116.4,137.5,78.8,52.4,32.3,
20181123,Week9,1075,Pocillopora,19,1,ATAC,161.2,102.9,147.8,122.5,80.4,57.6,
20181130,Week10,1075,Pocillopora,2,1,ATAC,156.375,110.081,154.944,98.237,80.683,66.725,
20181207,Week11,1075,Pocillopora,37,1,ATAC,151.769,105.851,156.334,85.853,64.389,54.944,
20181214,Week12,1075,Pocillopora,3,1,ATAC,175.148,111.32,147.277,116.073,79.227,64.624,
20181221,Week13,1075,Pocillopora,20,1,ATAC,153.342,91.395,124.339,98.444,67.076,50.189,
20181231,Week14,1075,Pocillopora,5,1,ATAC,161.767,104.866,133.072,120.483,87.255,53.157,
20190107,Week15,1075,Pocillopora,4,1,ATAC,175.449,115.317,147.548,130.063,92.456,68.471,
20190111,Week16,1075,Pocillopora,2,1,ATAC,150.688,98.248,124.584,118.155,79.744,54.725,
20180926,Week1,1076,Montipora,8,1,ATAC,78.193,76.697,109.139,29.834,44.539,36.329,
20181003,Week2,1076,Montipora,2,1,ATAC,101.937,68.18,103.367,46.871,39.425,21.407,
20181011,Week3,1076,Montipora,7,1,ATAC,74.613,68.906,107.256,42.362,43.946,25.902,
20181018,Week4,1076,Montipora,6,1,ATAC,126.986,69.221,95.646,64.366,34.624,22.258,
20181025,Week5,1076,Montipora,2,1,ATAC,143.252,76.768,106.887,43.896,21.847,11.017,
20181102,Week6,1076,Montipora,5,1,ATAC,134.099,70.43,100.187,59.141,27.757,16.185,
20181109,Week7,1076,Montipora,1,1,ATAC,117.56,76.055,119.738,63.786,39.52,30.321,
20181116,Week8,1076,Montipora,1,1,ATAC,180.8,112,138.9,108.2,59.8,39.2,
20181123,Week9,1076,Montipora,17,1,ATAC,153.3,107.7,154.8,86.7,54.9,40.9,
20181130,Week10,1076,Montipora,3,1,ATAC,141.622,105.329,160.605,92.326,61.243,46.22,
20181207,Week11,1076,Montipora,36,1,ATAC,176.18,130.47,180.941,100.478,66.123,52.866,
20181214,Week12,1076,Montipora,2,1,ATAC,193.14,127.026,157.971,123.699,80.398,59.878,
20180926,Week1,1078,Montipora,13,2,HTHC,68.907,81.064,111.048,25.475,42.538,25.549,
20181003,Week2,1078,Montipora,17,2,HTHC,96.682,79.592,112.627,34.457,37.111,23.155,
20181011,Week3,1078,Montipora,22,2,HTHC,66.534,61.444,93.197,56.634,52.255,22.9,
20181018,Week4,1078,Montipora,16,2,HTHC,138.689,75.914,102.464,65.147,34.261,19.293,
20181025,Week5,1078,Montipora,10,2,HTHC,125.807,72.61,97.984,66.647,35.323,11.348,
20181102,Week6,1078,Montipora,17,2,HTHC,88.658,80.139,94.689,37.914,46.71,27.445,
20180926,Week1,1081,Montipora,6,1,ATAC,66.788,66.532,104.803,29.321,52.518,42.075,
20181003,Week2,1081,Montipora,6,1,ATAC,97.743,64.46,96.941,32.464,32.951,24.018,
20181011,Week3,1081,Montipora,4,1,ATAC,82.68,67.583,108.554,39.77,41.555,30.481,
20181018,Week4,1081,Montipora,3,1,ATAC,126.379,69.283,96.48,61.415,34.474,23.878,
20181025,Week5,1081,Montipora,3,1,ATAC,129.489,70.577,99.239,53.412,24.297,13.938,
20181102,Week6,1081,Montipora,5,1,ATAC,134.099,70.43,100.187,23.201,11.314,6.564,
20181109,Week7,1081,Montipora,1,1,ATAC,117.56,76.055,119.738,54.342,36.542,31.379,
20181116,Week8,1081,Montipora,5,1,ATAC,171.4,105.4,63.1,63.8,32.3,21.5,
20181123,Week9,1081,Montipora,16,1,ATAC,142.1,101.8,149.2,62.1,42.5,37.1,
20181130,Week10,1081,Montipora,2,1,ATAC,156.375,110.081,154.944,55.067,39.726,35.192,
20181207,Week11,1081,Montipora,37,1,ATAC,151.769,105.851,156.334,63.014,41.12,37.029,
20181214,Week12,1081,Montipora,2,1,ATAC,193.14,127.026,157.971,102.493,71.661,62.044,
20181221,Week13,1081,Montipora,19,1,ATAC,158.208,93.553,127.47,58.067,35.636,28.204,
20181231,Week14,1081,Montipora,4,1,ATAC,171.182,113.964,135.377,82.915,61.502,45.049,
20190107,Week15,1081,Montipora,3,1,ATAC,187.797,130.394,154.899,101.303,83.231,64.146,
20190111,Week16,1081,Montipora,1,1,ATAC,124.14,77.388,102.726,87.069,61.915,46.83,standard in shade
20181003,Week2,1082,Montipora,14,2,HTHC,100.232,79.44,112.185,38.065,40.538,25.39,
20181011,Week3,1082,Montipora,16,2,HTHC,83.178,77.92,116.27,39.309,45.359,33.029,
20181018,Week4,1082,Montipora,14,2,HTHC,130.217,68.882,95.141,58.881,26.38,12.746,
20181003,Week2,1083,Montipora,1,1,ATAC,101.844,86.179,123.994,41.353,45.769,34.876,
20181011,Week3,1083,Montipora,1,1,ATAC,118.29,71.242,107.257,47.959,32.448,23.512,
20181018,Week4,1083,Montipora,1,1,ATAC,130.034,72.57,100.588,57.236,32.034,20.943,
20180926,Week1,1084,Pocillopora,8,1,ATAC,78.193,76.697,109.139,29.946,50.052,33.896,
20181003,Week2,1084,Pocillopora,2,1,ATAC,101.937,68.18,103.367,45.095,42.625,27.78,
20181011,Week3,1084,Pocillopora,3,1,ATAC,81.366,65.384,104.938,47.175,53.407,39.839,
20181018,Week4,1084,Pocillopora,5,1,ATAC,131.511,76.104,102.686,73.914,48.072,32.762,
20181025,Week5,1084,Pocillopora,1,1,ATAC,106.223,79.708,113.248,57.965,57.656,35.955,
20181102,Week6,1084,Pocillopora,4,1,ATAC,133.052,72.622,99.154,42.437,23.793,15.604,
20181109,Week7,1084,Pocillopora,3,1,ATAC,128.941,87.736,121.982,69.392,52.164,38.389,
20181116,Week8,1084,Pocillopora,3,1,ATAC,184.6,116.4,137.5,91.8,55.1,35.8,
20180926,Week1,1085,Montipora,15,2,HTHC,104.23,79.385,111.155,53.082,49.495,33.724,
20181003,Week2,1085,Montipora,19,2,HTHC,107.313,84.924,116.428,33.946,39.028,26.859,
20181011,Week3,1085,Montipora,18,2,HTHC,76.695,81.778,124.259,32.057,36.809,26.868,
20181018,Week4,1085,Montipora,17,2,HTHC,133.605,73.411,100.388,83.569,44.264,26.302,
20180926,Week1,1086,Pocillopora,10,1,ATAC,77.225,78.451,114.327,39.079,75.378,50.538,
20181003,Week2,1086,Pocillopora,3,1,ATAC,107.99,80.197,112.608,62.324,66.016,44.149,
20181011,Week3,1086,Pocillopora,2,1,ATAC,94.611,74.436,113.269,67.68,64.208,43.758,
20181018,Week4,1086,Pocillopora,4,1,ATAC,128.925,74.334,107.729,91.094,60.516,45.704,
20181025,Week5,1086,Pocillopora,2,1,ATAC,143.252,76.768,106.887,95.602,58.946,35.117,
20181102,Week6,1086,Pocillopora,4,1,ATAC,133.052,72.622,99.154,90.488,54.468,37.713,
20181109,Week7,1086,Pocillopora,5,1,ATAC,93.59,75.612,115.526,63.288,67.222,46.182,
20181116,Week8,1086,Pocillopora,2,1,ATAC,190.5,119,144.1,107,67.5,46.9,
20180926,Week1,1087,Pocillopora,11,1,ATAC,67.727,68.973,104.498,70.152,119.885,92.139,looks very pale 
20181003,Week2,1087,Pocillopora,7,1,ATAC,98.249,69.837,103.208,83.302,95.991,70.494,
20181011,Week3,1087,Pocillopora,2,1,ATAC,94.611,74.436,113.269,94.537,95.548,68.85,thin red algae in front of frag
20181018,Week4,1087,Pocillopora,5,1,ATAC,131.511,76.104,102.686,93.252,68.417,48.112,
20181025,Week5,1087,Pocillopora,5,1,ATAC,134.255,69.209,100.557,104.105,69.439,40.441,
