Date,Timepoint,PLUG.ID,Species,Photo.Number,Tank,Treatment,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,*all polyps excluded in outline*
20181025,Week5,1255,Montipora,12,3,ATHC,134.589,76.762,108.059,62.369,38.618,19.305,
20181102,Week6,1255,Montipora,25,3,ATHC,84.143,79.511,93.819,27.013,41.015,22.965,
20181109,Week7,1255,Montipora,13,3,ATHC,97.398,69.746,104.382,48.029,39.592,23.496,
20181116,Week8,1255,Montipora,19,3,ATHC,180.8,118.4,146.1,100,60.8,38,
20181123,Week9,1255,Montipora,11,3,ATHC,117.8,112.1,146.9,65.2,73.9,47.9,
20181130,Week10,1255,Montipora,11,3,ATHC,169.93,110.562,145.972,90.146,49.772,30.21,
20181207,Week11,1255,Montipora,24,3,ATHC,171.585,115.668,159.206,82.072,52.924,38.661,
20181214,Week12,1255,Montipora,15,3,ATHC,101.795,96.082,118.681,58.868,65.537,39.837,
20180926,Week1,1256,Pocillopora,24,3,ATHC,66.213,69.74,104.975,42.355,87.272,60.913,
20181003,Week2,1256,Pocillopora,27,3,ATHC,99.922,87.32,118.121,78.746,92.384,64.276,
20181011,Week3,1256,Pocillopora,13,3,ATHC,69.387,82.036,122.916,46.936,79.948,60.186,
20181018,Week4,1256,Pocillopora,35,3,ATHC,135.549,80.566,104.663,109.427,78.441,49.506,
20181025,Week5,1256,Pocillopora,13,3,ATHC,134.733,72.483,101.644,113.71,75.136,45.816,
20181102,Week6,1256,Pocillopora,25,3,ATHC,84.143,79.511,93.819,45.093,72.514,41.615,
20180926,Week1,1257,Pocillopora,12,2,HTHC,73.66,71.74,104.537,31.168,52.13,34.077,
20181003,Week2,1257,Pocillopora,16,2,HTHC,101.9,83.515,116.331,46.481,52.598,33.005,
20181011,Week3,1257,Pocillopora,19,2,HTHC,77.695,69.754,107.66,37.744,50.254,34.876,
20181018,Week4,1257,Pocillopora,17,2,HTHC,133.605,73.411,100.388,75.213,50.649,35.223,
20181025,Week5,1257,Pocillopora,9,2,HTHC,148.007,74.97,102.869,126.605,81.248,55.661,
20181109,Week7,1257,Pocillopora,9,2,HTHC,140.833,75.873,106.942,144.539,121.262,98.632,
20181116,Week8,1257,Pocillopora,11,2,HTHC,185.5,117.8,147,166.4,151.3,133.6,
20181123,Week9,1257,Pocillopora,15,2,HTHC,161.8,97.9,136,206.5,204.9,193.3,"knocked away from plug, may be mixed up"
20181130,Week10,1257,Pocillopora,6,2,HTHC,155.223,109.393,161.479,191.138,220.986,225.994,
20180926,Week1,1259,Montipora,22,3,ATHC,75.354,69.457,104.968,23.361,38.752,26.808,
20181003,Week2,1259,Montipora,30,3,ATHC,102.97,90.499,122.364,34.088,42.655,28.933,
20181011,Week3,1259,Montipora,11,3,ATHC,71.159,84.207,123.597,32.287,45.487,30.539,
20181018,Week4,1259,Montipora,33,3,ATHC,99.566,75.299,109.012,44.03,40.803,26.378,
20181025,Week5,1259,Montipora,15,3,ATHC,153.73,81.508,116.781,76.458,39.84,24.881,
20181102,Week6,1259,Montipora,25,3,ATHC,84.143,79.511,93.819,27.518,43.346,24.993,
20181109,Week7,1259,Montipora,13,3,ATHC,97.398,69.746,104.382,43.722,38.254,24.886,
20181116,Week8,1259,Montipora,17,3,ATHC,195.5,129.4,151.5,77.1,49.1,34.4,
20181123,Week9,1259,Montipora,12,3,ATHC,133.4,111.3,146.2,61.4,62.1,48.1,
20181130,Week10,1259,Montipora,11,3,ATHC,169.93,110.562,145.972,63.829,37.75,26.912,
20181207,Week11,1259,Montipora,25,3,ATHC,141.338,115.652,168.048,58.442,51.549,47.424,
20181214,Week12,1259,Montipora,15,3,ATHC,101.795,96.082,118.681,70.601,80.729,56.725,
20181221,Week13,1259,Montipora,13,3,ATHC,163.569,98.16,131.287,108.957,65.256,43.862,
20181231,Week14,1259,Montipora,2,3,ATHC,176.61,120.407,145.19,100.714,81.635,60.028,
20190107,Week15,1259,Montipora,1,3,ATHC,166.552,116.318,146.145,91.391,72.391,63.577,
20190111,Week16,1259,Montipora,5,3,ATHC,167.326,109.665,133.327,91.875,66.987,50.515,
20181003,Week2,1260,Montipora,26,3,ATHC,99.055,72.556,101.649,26.419,32.585,20.759,
20181011,Week3,1260,Montipora,9,3,ATHC,81.837,70.01,109.182,32.21,35.169,24.176,
20181018,Week4,1260,Montipora,32,3,ATHC,87.66,72.03,104.832,25.773,26.49,16.322,
20181005,Week2,1261,Pocillopora,38,4,HTAC,76.969,75.04,111.894,91.699,95.918,62.589,
20181011,Week3,1261,Pocillopora,23,4,HTAC,78.995,66.629,104.864,50.749,59.937,43.437,
20181018,Week4,1261,Pocillopora,37,4,HTAC,92.358,75.903,107.131,67.899,71.871,43.391,
20181025,Week5,1261,Pocillopora,16,4,HTAC,137.257,77.729,104.42,100.733,68.633,41.384,
20181102,Week6,1261,Pocillopora,36,4,HTAC,65.896,68.3,91.785,43.126,66.279,45.545,
20181109,Week7,1261,Pocillopora,14,4,HTAC,96.354,62.014,97.371,123.967,103.217,78.97,
20181116,Week8,1261,Pocillopora,26,4,HTAC,187.4,122.4,151.4,186.1,151.3,128.5,
20181123,Week9,1261,Pocillopora,8,4,HTAC,137,95.8,142,166.9,174,162.9,
20181130,Week10,1261,Pocillopora,16,4,HTAC,103.914,106.129,147.564,125.527,195.139,179.995,
20181207,Week11,1261,Pocillopora,15,4,HTAC,163.105,99.423,128.119,174.973,179.181,153.382,
20181214,Week12,1261,Pocillopora,17,4,HTAC,131.002,89.661,120.21,156.59,185.116,161.497,
20181221,Week13,1261,Pocillopora,11,4,HTAC,118.535,117.627,153.354,154.168,216.8725,199.472,
20181231,Week14,1261,Pocillopora,1,4,HTAC,174.168,105.089,138.247,172.974,157.215,137.624,
20180926,Week1,1263,Montipora,32,4,HTAC,85.667,77.505,109.466,44.253,54.693,34.029,
20181005,Week2,1263,Montipora,42,4,HTAC,80.439,80.718,110.405,53.71,86.631,34.509,
20181011,Week3,1263,Montipora,29,4,HTAC,87.205,69.144,105.339,45.952,48.473,27.132,
20181018,Week4,1263,Montipora,40,4,HTAC,141.807,88.535,113.889,80.042,54.634,33.954,
20181025,Week5,1263,Montipora,19,4,HTAC,123.553,75.791,107.673,87.314,65.192,32.295,
20181102,Week6,1263,Montipora,38,4,HTAC,135.473,79.48,98.64,103.423,69.923,43.155,
20181109,Week7,1263,Montipora,14,4,HTAC,96.354,62.014,97.371,117.27,90.47,59.67,
20181116,Week8,1263,Montipora,28,4,HTAC,169.7,108.3,136.8,162.9,116.2,83.3,
20181123,Week9,1263,Montipora,9,4,HTAC,151.4,94.8,142.5,146.1,130.1,113.9,
20181130,Week10,1263,Montipora,16,4,HTAC,103.914,106.129,147.564,105.605,143.94,107.539,
20181207,Week11,1263,Montipora,15,4,HTAC,163.105,99.423,128.119,152.627,123.969,78.994,
20181214,Week12,1263,Montipora,18,4,HTAC,139.737,93.636,121.669,151.816,140.732,93.785,
20181221,Week13,1263,Montipora,11,4,HTAC,118.535,117.627,153.354,117.512,133.804,87.081,
20181231,Week14,1263,Montipora,1,4,HTAC,174.168,105.089,138.247,134.9,85.152,53.862,
20190107,Week15,1263,Montipora,5,4,HTAC,114.713,107.704,140.521,79.633,93.888,63.002,
20190111,Week16,1263,Montipora,6,4,HTAC,158.156,123.344,157.899,97.511,86.752,69.865,
20180926,Week1,1264,Montipora,47,5,HTHC,88.648,78.376,116.826,49.142,55.01,35.845,
20181005,Week2,1264,Montipora,54,5,HTHC,73.8,63.632,90.943,39.637,50.069,24.516,
20181011,Week3,1264,Montipora,31,5,HTHC,121.198,69.614,100.828,62.575,39.19,24.744,
20181018,Week4,1264,Montipora,60,5,HTHC,120.648,70.604,103.104,64.767,35.834,22.039,
20180926,Week1,1266,Pocillopora,33,4,HTAC,97.277,81.203,114.121,35.94,45.75,37.124,
20181005,Week2,1266,Pocillopora,40,4,HTAC,83.407,77.05,103.304,44.16,62.466,41.199,
20181011,Week3,1266,Pocillopora,24,4,HTAC,81.421,64.809,101.066,47.404,48.619,31.599,
20181018,Week4,1266,Pocillopora,40,4,HTAC,141.807,88.535,113.889,86.614,58.894,39.747,
20181025,Week5,1266,Pocillopora,16,4,HTAC,137.257,77.729,104.42,87.003,53.266,29.155,
20181102,Week6,1266,Pocillopora,35,4,HTAC,88.073,73.558,98.785,82.282,75.505,60.19,
20181109,Week7,1266,Pocillopora,14,4,HTAC,96.354,62.014,97.371,100.406,73.608,52.704,
20181116,Week8,1266,Pocillopora,28,4,HTAC,169.7,108.3,136.8,122.6,79.6,58.6,
20181123,Week9,1266,Pocillopora,9,4,HTAC,151.4,94.8,142.5,151.2,126.9,111.6,
20181130,Week10,1266,Pocillopora,18,4,HTAC,155.291,92.31,142.255,140.832,116.718,102.231,
20181207,Week11,1266,Pocillopora,15,4,HTAC,163.105,99.423,128.119,166.888,154.2,118.306,
20181214,Week12,1266,Pocillopora,17,4,HTAC,131.002,89.661,120.21,165.484,167.998,130.706,
20180926,Week1,1267,Montipora,36,4,HTAC,78.681,84.1,119.997,29.583,46.82,37.362,
20181005,Week2,1267,Montipora,41,4,HTAC,76.823,67.879,102.467,50.982,54.189,30.948,
20181011,Week3,1267,Montipora,26,4,HTAC,81.595,66.667,102.629,45.555,43.033,22.741,
20181018,Week4,1267,Montipora,41,4,HTAC,120.902,68.865,98.315,54.527,30.823,15.15,
20181025,Week5,1267,Montipora,17,4,HTAC,112.905,78.449,115.295,55.714,47.906,23.149,
20181102,Week6,1267,Montipora,37,4,HTAC,78.734,77.17,107.29,59.053,70.208,40.245,
20181109,Week7,1267,Montipora,14,4,HTAC,96.354,62.014,97.371,76.432,56.016,34.248,
20181116,Week8,1267,Montipora,29,4,HTAC,189.1,125.7,157.6,121.4,80,55.4,
20181123,Week9,1267,Montipora,10,4,HTAC,105.1,114.3,147.7,79,116.1,77.7,
20181130,Week10,1267,Montipora,17,4,HTAC,135.809,98.512,161.894,109.96,92.241,81.633,
20181207,Week11,1267,Montipora,15,4,HTAC,163.105,99.423,128.119,113.077,82.513,41.873,
20181214,Week12,1267,Montipora,18,4,HTAC,139.737,93.636,121.669,112.879,95.162,51.047,
20181221,Week13,1267,Montipora,11,4,HTAC,118.535,117.627,153.354,108.299,123.323,78.867,
20181231,Week14,1267,Montipora,1,4,HTAC,174.168,105.089,138.247,114.481,67.878,41.35,
20190107,Week15,1267,Montipora,5,4,HTAC,114.713,107.704,140.521,68.066,80.342,51.585,
20190111,Week16,1267,Montipora,6,4,HTAC,158.156,123.344,157.899,97.127,77.449,59.992,
20180926,Week1,1268,Pocillopora,35,4,HTAC,89.839,84.882,120.047,44.416,62.459,51.07,
20181005,Week2,1268,Pocillopora,40,4,HTAC,83.407,77.05,103.304,57.877,77.718,42.645,
20181011,Week3,1268,Pocillopora,26,4,HTAC,81.595,66.667,102.629,70.143,75.611,46.785,
20181018,Week4,1268,Pocillopora,38,4,HTAC,64.119,58.384,85.855,65.582,83.564,49.262,
20181025,Week5,1268,Pocillopora,19,4,HTAC,123.553,75.791,107.673,116.489,103.063,62.009,
20181102,Week6,1268,Pocillopora,39,4,HTAC,85.154,86.68,108.404,88.882,126.298,88.631,
20181109,Week7,1268,Pocillopora,17,4,HTAC,81.712,55.912,86.514,128.686,150.797,113.089,shadow in photo
20181116,Week8,1268,Pocillopora,27,4,HTAC,176.3,111.4,142.1,188.2,181.7,165.1,
20181123,Week9,1268,Pocillopora,8,4,HTAC,137,95.8,142,144.1,189.1,188.6,
20181130,Week10,1268,Pocillopora,17,4,HTAC,135.809,98.512,161.894,194.58,229.582,245.56,
20181207,Week11,1268,Pocillopora,16,4,HTAC,144.469,97.504,141.128,177.269,203.253,195.829,
20180926,Week1,1270,Montipora,47,5,HTHC,88.648,78.376,116.826,53.351,61.79,40.413,
20181005,Week2,1270,Montipora,53,5,HTHC,80.387,74.138,98.944,40.034,54.956,27.459,
20181011,Week3,1270,Montipora,35,5,HTHC,119.609,67.759,93.366,71.38,40.895,22.437,
20181018,Week4,1270,Montipora,57,5,HTHC,133.463,79.112,111.697,77.116,46.71,31.097,
20181025,Week5,1270,Montipora,25,5,HTHC,139.982,67.86,100.985,120.385,66.085,30.365,
20181102,Week6,1270,Montipora,42,5,HTHC,88.781,76.257,102.63,57.63,68.819,40.97,
20181109,Week7,1270,Montipora,50,5,HTHC,114.3,88,110.1,93.7,103.4,73.7,
20181116,Week8,1270,Montipora,31,5,HTHC,171.7,106.5,147,148.9,110.3,85.3,
20181123,Week9,1270,Montipora,5,5,HTHC,131.3,96.9,147.9,141.4,142.4,127.6,
20181130,Week10,1270,Montipora,23,5,HTHC,140.88,80.735,116.33,141.117,126.227,101.088,
20181207,Week11,1270,Montipora,17,5,HTHC,155.351,119.42,134.144,93.616,102.512,75.584,
20181214,Week12,1270,Montipora,24,5,HTHC,148.675,93.079,117.03,150.503,148.988,108.611,
20180926,Week1,1272,Montipora,48,5,HTHC,125.579,69.081,95.164,50.726,34.714,23.06,
20181005,Week2,1272,Montipora,53,5,HTHC,80.387,74.138,98.944,31.132,44.699,24.189,
20181011,Week3,1272,Montipora,35,5,HTHC,119.609,67.759,93.366,74.861,42.302,24.023,
20181018,Week4,1272,Montipora,58,5,HTHC,130.94,72.092,98.866,39.683,22.445,14.735,
20181025,Week5,1272,Montipora,24,5,HTHC,134.548,70.256,102.308,65.251,34.121,14.679,
20181102,Week6,1272,Montipora,40,5,HTHC,78.625,75.459,105.98,57.523,65.637,42.224,
20181109,Week7,1272,Montipora,48,5,HTHC,140.8,80,108.9,99.4,72.9,47.2,
20181116,Week8,1272,Montipora,31,5,HTHC,171.7,106.5,147,169.7,124.1,92.7,
20181123,Week9,1272,Montipora,5,5,HTHC,131.3,96.9,147.9,149,138.8,115.6,
20181130,Week10,1272,Montipora,24,5,HTHC,150.498,90.183,139.504,154.321,116.894,90.873,
20181207,Week11,1272,Montipora,18,5,HTHC,139.226,89.124,121.276,122.083,108.169,68.797,
20181214,Week12,1272,Montipora,24,5,HTHC,148.675,93.079,117.03,106.204,95.078,55.649,
20181221,Week13,1272,Montipora,8,5,HTHC,150.416,91.272,120.523,113.592,79.326,42.731,
20181231,Week14,1272,Montipora,8,5,HTHC,163.819,105.695,132.668,119.259,82.683,44.486,
20190107,Week15,1272,Montipora,6,5,HTHC,159.447,102.111,134.091,107.856,70.252,46.91,
20190111,Week16,1272,Montipora,7,5,HTHC,157.671,120.941,153.355,97.834,82.167,61.417,
20180926,Week1,1273,Montipora,49,5,HTHC,88.952,67.717,100.089,26.728,33.291,23.471,
20181005,Week2,1273,Montipora,53,5,HTHC,80.387,74.138,98.944,24.718,37.461,20.044,
20181011,Week3,1273,Montipora,34,5,HTHC,113.449,72.567,102.574,39.719,29.138,17.956,
20181018,Week4,1273,Montipora,58,5,HTHC,130.94,72.092,98.866,51.828,28.516,17.363,
20181025,Week5,1273,Montipora,25,5,HTHC,139.982,67.86,100.985,63.581,30.468,13.55,
20181102,Week6,1273,Montipora,43,5,HTHC,110.915,83.985,113.285,51.951,47.008,29.003,
20181109,Week7,1273,Montipora,48,5,HTHC,140.8,80,108.9,87.4,64.4,43.4,
20181116,Week8,1273,Montipora,33,5,HTHC,162.5,106.1,152.3,134.5,95.3,72.1,
20181123,Week9,1273,Montipora,7,5,HTHC,117.4,99.6,146.7,101.3,113.2,88,
20181130,Week10,1273,Montipora,24,5,HTHC,150.498,90.183,139.504,140.017,105.659,84.546,
20181214,Week12,1273,Montipora,25,5,HTHC,149.532,93.042,137.144,173.764,143.878,107.309,
20180926,Week1,1274,Montipora,51,5,HTHC,113.695,68.957,101.138,82.493,61.139,42.245,
20181005,Week2,1274,Montipora,52,5,HTHC,78.84,76.35,106.466,42.369,60.667,32.612,
20181011,Week3,1274,Montipora,34,5,HTHC,113.449,72.567,102.574,55.672,39.046,23.159,
20181018,Week4,1274,Montipora,58,5,HTHC,130.94,72.092,98.866,63.942,36.214,23.514,
20181025,Week5,1274,Montipora,22,5,HTHC,118.121,63.687,97.284,118.349,68.99,28.029,
20181102,Week6,1274,Montipora,44,5,HTHC,115.078,89.643,115.525,95.16,80.633,50.215,
20181109,Week7,1274,Montipora,47,5,HTHC,96.86,76.911,113.864,82.271,80.261,48.241,
20181116,Week8,1274,Montipora,30,5,HTHC,181.7,113.3,151.1,163.6,110.2,77.2,
20181123,Week9,1274,Montipora,5,5,HTHC,131.3,96.9,147.9,126.7,99.2,69.6,
20181130,Week10,1274,Montipora,24,5,HTHC,150.498,90.183,139.504,132.111,81.97,53.623,
20181207,Week11,1274,Montipora,18,5,HTHC,139.226,89.124,121.276,83.185,65.487,35.116,
20181214,Week12,1274,Montipora,25,5,HTHC,149.532,93.042,137.144,114.511,79.709,44.246,
20181221,Week13,1274,Montipora,8,5,HTHC,150.416,91.272,120.523,125.901,89.58,52.947,
20181231,Week14,1274,Montipora,8,5,HTHC,163.819,105.695,132.668,96.653,68.615,38.384,
20190107,Week15,1274,Montipora,6,5,HTHC,159.447,102.111,134.091,115.859,83.353,62.066,
20190111,Week16,1274,Montipora,7,5,HTHC,157.671,120.941,153.355,87.02,77.902,61.449,
20180926,Week1,1275,Pocillopora,32,4,HTAC,85.667,77.505,109.466,44.967,57.63,40.591,
20181005,Week2,1275,Pocillopora,39,4,HTAC,77.442,71.616,94.993,35.439,55.827,36.151,
20181011,Week3,1275,Pocillopora,25,4,HTAC,84.315,69.666,107.386,61.504,67.633,46.652,
20181018,Week4,1275,Pocillopora,38,4,HTAC,64.119,58.384,85.855,56.185,69.515,45.359,
20181005,Week2,1278,Montipora,38,4,HTAC,76.969,75.04,111.894,45.278,49.62,31.684,
20180926,Week1,1280,Pocillopora,48,5,HTHC,125.579,69.081,95.164,79.642,55.51,34.954,
20181005,Week2,1280,Pocillopora,52,5,HTHC,78.84,76.35,106.466,36.611,58.223,34.931,
20181011,Week3,1280,Pocillopora,36,5,HTHC,117.86,61.974,88.314,79.804,52.839,37.625,
20181018,Week4,1280,Pocillopora,56,5,HTHC,129.099,77.119,109.385,82.844,55.954,42.283,
20181025,Week5,1280,Pocillopora,21,5,HTHC,146.43,73.307,103.398,116,68.736,40.678,
20181102,Week6,1280,Pocillopora,40,5,HTHC,78.625,75.459,105.98,64.701,83.801,60.96,
20181109,Week7,1280,Pocillopora,50,5,HTHC,114.3,88,110.1,104,112.5,80,
20181116,Week8,1280,Pocillopora,32,5,HTHC,171.3,127.2,177.4,158.3,153.8,147.5,
20181123,Week9,1280,Pocillopora,7,5,HTHC,117.4,99.6,146.7,134.6,186.2,172.2,
20181130,Week10,1280,Pocillopora,24,5,HTHC,150.498,90.183,139.504,187.258,190.907,184.643,
20181207,Week11,1280,Pocillopora,17,5,HTHC,155.351,119.42,134.144,176.239,195.813,174.684,
20181214,Week12,1280,Pocillopora,25,5,HTHC,149.532,93.042,137.144,226.558,221.179,201.398,
20181221,Week13,1280,Pocillopora,8,5,HTHC,150.416,91.272,120.523,200.145,207.988,184.909,
20180926,Week1,1282,Pocillopora,48,5,HTHC,125.579,69.081,95.164,78.988,55.588,36.52,
20181005,Week2,1282,Pocillopora,55,5,HTHC,78.464,73.749,100.848,46.631,71.465,42.139,
20181011,Week3,1282,Pocillopora,32,5,HTHC,117.153,65.361,92.591,100.864,66.304,42.87,
20181018,Week4,1282,Pocillopora,57,5,HTHC,133.463,79.112,111.697,87.598,63.332,47.341,
20181025,Week5,1282,Pocillopora,21,5,HTHC,146.43,73.307,103.398,135.548,101.286,70.704,
20181102,Week6,1282,Pocillopora,42,5,HTHC,88.781,76.257,102.63,90.219,118.16,84.015,
20181109,Week7,1282,Pocillopora,47,5,HTHC,96.86,76.911,113.864,106.214,142.329,113.151,
20181116,Week8,1282,Pocillopora,31,5,HTHC,171.7,106.5,147,185.6,189.9,177.9,
20181123,Week9,1282,Pocillopora,7,5,HTHC,117.4,99.6,146.7,143.8,211.1,199.8,
20181130,Week10,1282,Pocillopora,24,5,HTHC,150.498,90.183,139.504,213.562,212.57,201.985,
20181207,Week11,1282,Pocillopora,17,5,HTHC,155.351,119.42,134.144,176.221,196.579,172.747,
20181005,Week2,1283,Pocillopora,50,5,HTHC,74.426,67.158,93.391,60.157,91.849,58.588,
20181011,Week3,1283,Pocillopora,31,5,HTHC,121.198,69.614,100.828,98.311,75.696,53.116,
20181018,Week4,1283,Pocillopora,55,5,HTHC,132.91,74.111,103.036,91.304,64.576,46.583,
20181025,Week5,1283,Pocillopora,23,5,HTHC,130.391,64.391,96.268,151.711,122.432,87.96,
20181102,Week6,1283,Pocillopora,40,5,HTHC,78.625,75.459,105.98,89.275,139.869,116.672,
20181109,Week7,1283,Pocillopora,48,5,HTHC,140.8,80,108.9,143.5,153.8,126.1,
20181116,Week8,1283,Pocillopora,33,5,HTHC,162.5,106.1,152.3,204.6,214.3,208.1,
20181123,Week9,1283,Pocillopora,6,5,HTHC,122.4,94.1,147.8,169.1,216.7,218.7,
20181130,Week10,1283,Pocillopora,23,5,HTHC,140.88,80.735,116.33,155.79,174.037,155.83,
20181207,Week11,1283,Pocillopora,18,5,HTHC,139.226,89.124,121.276,158.047,174.386,153.89,
20180926,Week1,1284,Montipora,33,4,HTAC,97.277,81.203,114.121,36.765,43.541,31.365,
20181005,Week2,1284,Montipora,39,4,HTAC,77.442,71.616,94.993,34.044,43.841,26.24,
20181011,Week3,1284,Montipora,28,4,HTAC,84.082,69.015,102.818,35.615,34.928,20.005,
20181018,Week4,1284,Montipora,39,4,HTAC,106.331,85.771,116.956,56.811,58.238,32.029,
20181025,Week5,1284,Montipora,19,4,HTAC,123.553,75.791,107.673,76.123,56.244,26.913,
20181102,Week6,1284,Montipora,39,4,HTAC,85.154,86.68,108.404,63.806,77.756,45.794,
20181109,Week7,1284,Montipora,17,4,HTAC,81.712,55.912,86.514,105.776,98.094,57.638,shadow in photo
20181116,Week8,1284,Montipora,29,4,HTAC,189.1,125.7,157.6,170,119.4,87.2,
20181123,Week9,1284,Montipora,10,4,HTAC,105.1,114.3,147.7,81.9,125.8,90.4,
20181130,Week10,1284,Montipora,17,4,HTAC,135.809,98.512,161.894,117.393,102.747,94.269,
20181207,Week11,1284,Montipora,14,4,HTAC,156.74,104.825,154.748,120.892,96.761,79.621,
20181214,Week12,1284,Montipora,18,4,HTAC,139.737,93.636,121.669,104.423,89.538,51.057,
20181221,Week13,1284,Montipora,11,4,HTAC,118.535,117.627,153.354,102.764,118.47,75.254,
20181231,Week14,1284,Montipora,1,4,HTAC,174.168,105.089,138.247,111.996,69.601,46.794,
20190107,Week15,1284,Montipora,5,4,HTAC,114.713,107.704,140.521,76.505,93.305,63.749,
20190111,Week16,1284,Montipora,6,4,HTAC,158.156,123.344,157.899,105.104,87.988,69.501,
20180926,Week1,1285,Montipora,34,4,HTAC,88.86,81.534,117.848,53.462,65.368,47.917,
20181005,Week2,1285,Montipora,40,4,HTAC,83.407,77.05,103.304,42.423,52.309,27.563,
20181011,Week3,1285,Montipora,27,4,HTAC,85.292,67.497,101.01,47.581,47.09,29.729,
20181018,Week4,1285,Montipora,39,4,HTAC,106.331,85.771,116.956,53.409,52.245,28.827,
20181025,Week5,1285,Montipora,17,4,HTAC,112.905,78.449,115.295,100.39,87.442,45.854,
20181102,Week6,1285,Montipora,37,4,HTAC,78.734,77.17,107.29,65.188,82.117,52.758,
20180926,Week1,1286,Montipora,36,4,HTAC,78.681,84.1,119.997,26.814,44.242,36.179,
20181005,Week2,1286,Montipora,41,4,HTAC,76.823,67.879,102.467,53.662,61.589,36.655,
20181011,Week3,1286,Montipora,27,4,HTAC,85.292,67.497,101.01,36.5,35.053,21.545,
20181018,Week4,1286,Montipora,38,4,HTAC,64.119,58.384,85.855,40.337,49.169,26.854,
20181025,Week5,1286,Montipora,19,4,HTAC,123.553,75.791,107.673,58.877,42.56,21.326,
20181102,Week6,1286,Montipora,39,4,HTAC,85.154,86.68,108.404,50.129,60.535,36.58,
20180926,Week1,1287,Pocillopora,36,4,HTAC,78.681,84.1,119.997,50.993,88.33,72.445,
20181005,Week2,1287,Pocillopora,42,4,HTAC,80.439,80.718,110.405,78.676,121.325,80.889,
20181011,Week3,1287,Pocillopora,28,4,HTAC,84.082,69.015,102.818,80.527,90.314,60.501,
20181018,Week4,1287,Pocillopora,42,4,HTAC,114.452,72.003,102.493,102.018,90.89,64.488,
20181025,Week5,1287,Pocillopora,19,4,HTAC,123.553,75.791,107.673,132.071,121.573,80.662,
20181102,Week6,1287,Pocillopora,36,4,HTAC,65.896,68.3,91.785,80.367,121.584,87.603,
20181109,Week7,1287,Pocillopora,16,4,HTAC,68.293,53.965,82.648,132.748,139.669,95.29,
20181116,Week8,1287,Pocillopora,27,4,HTAC,176.3,111.4,142.1,194.8,165.7,140.6,
20181123,Week9,1287,Pocillopora,8,4,HTAC,137,95.8,142,166.6,181.1,169.5,
20181130,Week10,1287,Pocillopora,16,4,HTAC,103.914,106.129,147.564,144.686,208.557,186.659,
20181207,Week11,1287,Pocillopora,15,4,HTAC,163.105,99.423,128.119,183.253,180.344,150.702,
20180926,Week1,1288,Pocillopora,35,4,HTAC,89.839,84.882,120.047,47.331,65.411,52,
20181005,Week2,1288,Pocillopora,43,4,HTAC,87.255,79.324,111.398,56.502,64.217,45.892,
20181011,Week3,1288,Pocillopora,25,4,HTAC,84.315,69.666,107.386,56.554,58.716,37.761,
20181018,Week4,1288,Pocillopora,39,4,HTAC,106.331,85.771,116.956,57.246,62.425,40.83,
20181025,Week5,1288,Pocillopora,17,4,HTAC,112.905,78.449,115.295,80.925,73.733,41.707,
20181102,Week6,1288,Pocillopora,38,4,HTAC,135.473,79.48,98.64,95.136,64.601,41.133,
20180926,Week1,1292,Montipora,34,4,HTAC,88.86,81.534,117.848,41.713,55.122,41.619,
20181005,Week2,1292,Montipora,43,4,HTAC,87.255,79.324,111.398,81.941,91.131,63.457,
20181011,Week3,1292,Montipora,25,4,HTAC,84.315,69.666,107.386,56.085,76.484,56.333,
20181018,Week4,1292,Montipora,42,4,HTAC,114.452,72.003,102.493,104.19,107.272,88.324,
20181025,Week5,1292,Montipora,20,4,HTAC,141.714,78.954,108.978,120.693,107.315,84.134,
20180926,Week1,1298,Pocillopora,34,4,HTAC,88.86,81.534,117.848,49.535,63.75,46.885,
20181005,Week2,1298,Pocillopora,41,4,HTAC,76.823,67.879,102.467,62.928,78.231,52.313,
20181011,Week3,1298,Pocillopora,27,4,HTAC,85.292,67.497,101.01,53.075,52.548,33.222,
20181018,Week4,1298,Pocillopora,41,4,HTAC,120.902,68.865,98.315,70.736,48.091,31.027,
20181025,Week5,1298,Pocillopora,17,4,HTAC,112.905,78.449,115.295,93.035,85.469,48.203,
20181102,Week6,1298,Pocillopora,36,4,HTAC,65.896,68.3,91.785,55.094,74.55,46.663,
20180926,Week1,1300,Montipora,24,3,ATHC,66.213,69.74,104.975,27.517,43.507,28.792,
20181003,Week2,1300,Montipora,29,3,ATHC,91.827,83.897,117.176,41.361,44.845,31.22,
20181011,Week3,1300,Montipora,10,3,ATHC,80.407,76.962,120.708,36.373,36.186,30.462,
20181018,Week4,1300,Montipora,35,3,ATHC,135.549,80.566,104.663,52.727,31.118,19.259,
20181025,Week5,1300,Montipora,12,3,ATHC,134.589,76.762,108.059,47.808,32.889,20.116,
20181102,Week6,1300,Montipora,28,3,ATHC,85.064,78.858,97.117,33.651,49.825,28.073,
20181109,Week7,1300,Montipora,10,3,ATHC,80.044,79.554,107.004,31.969,41.524,25.383,
20181116,Week8,1300,Montipora,18,3,ATHC,174.8,114.1,138,62.8,38.5,26.6,
20180926,Week1,1302,Pocillopora,33,4,HTAC,97.277,81.203,114.121,46.815,53.274,40.216,
20181005,Week2,1302,Pocillopora,40,4,HTAC,83.407,77.05,103.304,43.353,58.809,35.684,
