"","Sample_ID","weight1.g","weight2.g","delta.mass.g","surface.area.cm2"
"14","1036",3.1098,3.5861,0.4763,21.5464140856937
"15","1038",4.0563,4.6568,0.600499999999999,27.1040215984355
"16","1042",3.0994,3.5041,0.4047,18.3425115260132
"17","1044",5.4517,6.0528,0.601100000000001,27.1308699439078
"18","1045",4.0218,4.4706,0.4488,20.3158649182187
"19","1046",4.1557,4.7642,0.608499999999999,27.4619995380646
"20","1048",3.1175,3.4977,0.3802,17.2462040858991
"21","1052",7.1047,7.9869,0.8822,39.7093197976254
"22","1054",3.5242,4.0375,0.5133,23.2020620564783
"23","1061",5.4458,6.1822,0.7364,33.1851718478849
"24","1063",2.8719,3.1551,0.2832,12.9057215678962
"25","1065",3.3611,3.9396,0.5785,26.1195822644555
"26","1066",4.2243,4.8764,0.6521,29.4129793090433
"27","1067",3.6458,4.2809,0.6351,28.6522761873314
"28","1075",4.6603,5.1831,0.522799999999999,23.6271608597878
"29","1077",5.6115,6.2734,0.661899999999999,29.8515022850889
"30","1080",5.4032,6.0614,0.6582,29.6859374880105
"31","1084",9.4939,10.5492,1.0553,47.4550674663501
"32","1085",3.7206,4.2938,0.5732,25.8824218794512
"33","1086",6.6607,7.5288,0.8681,39.0783836790291
"34","1088",3.2382,3.6369,0.3987,18.0740280712914
"35","1091",2.6298,3.0293,0.3995,18.1098258652543
"36","1092",2.3665,2.7049,0.3384,15.375769351337
"37","1094",2.9491,3.2442,0.2951,13.4382137530945
"38","1098",3.5447,3.9657,0.421,19.0718915780075
"39","1099",1.2408,1.4561,0.2153,9.8673838052942
"40","1100",2.6236,2.9836,0.36,16.3423097883356
"41","1102",1.6698,1.9076,0.2378,10.8741967605011
"42","1104",3.9866,4.4851,0.4985,22.5398028681645
"43","1111",2.3346,2.6263,0.2917,13.2860731287521
"44","1116",4.8974,5.5163,0.6189,27.9273708595825
"45","1117",1.8339,2.1862,0.3523,15.9977560214426
"46","1118",3.3078,3.6586,0.3508,15.9306351577621
"47","1122",2.2842,2.7235,0.4393,19.8907661149091
"48","1127",2.4506,2.7561,0.3055,13.9035850746123
"49","1130",4.1878,4.6777,0.4899,22.1549765830632
"50","1133",1.4495,1.743,0.2935,13.3666181651687
"51","1135",1.8689,2.0471,0.1782,8.20726111026423
"52","1136",2.5237,2.8773,0.3536,16.0559274366323
"53","1142",3.2281,3.6858,0.4577,20.714115376056
"54","1146",4.2745,5.0422,0.7677,34.5857605366838
"55","1149",3.6209,4.1182,0.4973,22.4861061772201
"56","1156",2.3728,2.6714,0.2986,13.5948291016823
"57","1162",1.8139,2.0942,0.2803,12.7759545647807
"58","1163",3.2804,3.6905,0.4101,18.5841466352629
"59","1165",2.4181,2.7798,0.3617,16.4183801005068
"60","1166",1.8767,2.2285,0.3518,15.9753824002158
"61","1170",12.6962,14.0717,1.3755,61.783134500005
"62","1171",1.8516,2.1904,0.3388,15.3936682483185
"63","1174",2.9513,3.2812,0.3299,14.9954177904811
"64","1175",1.9772,2.2653,0.2881,13.124983055919
"65","1180",2.6987,3.2936,0.5949,26.8534370406952
"66","1181",6.3108,7.065,0.7542,33.9816727635597
"67","1182",4.2811,5.1957,0.9146,41.1591304531232
"68","1185",2.9833,3.4286,0.4453,20.1592495696309
"69","1187",6.4022,7.2887,0.886500000000001,39.901732940176
"70","1188",2.5634,2.818,0.2546,11.6259504337222
"71","1189",3.5213,4.0075,0.4862,21.9894117859847
"72","1191",3.6554,4.0435,0.3881,17.5997073012828
"73","1194",11.639,13.0398,1.4008,62.915239734082
"74","1197",3.223,3.3393,0.1163,5.43740680238405
"75","1208",3.0047,3.4771,0.4724,21.3718998401245
"76","1210",2.9836,3.4493,0.4657,21.0720933156852
"77","1211",6.588,7.4277,0.8397,37.8075619933457
"78","1213",2.6019,2.9571,0.3552,16.1275230245582
"79","1214",10.1828,11.2626,1.0798,48.5513749064643
"80","1215",2.1815,2.5267,0.3452,15.6800506000218
"81","1216",1.5794,1.8559,0.2765,12.6059150434569
"82","1217",3.4277,4.1067,0.679,30.6166801310461
"83","1222",10.1648,11.3815,1.2167,54.6772723983673
"84","1224",5.1658,5.7169,0.5511,24.8935078212258
"85","1226",1.7677,2.0165,0.2488,11.3664164274911
"86","1228",6.9076,7.7466,0.839,37.7762389236282
"87","1232",3.4592,4.0648,0.6056,27.3322325349491
"88","1233",4.9339,5.5827,0.6488,29.2653134089462
"89","1234",3.135,3.9384,0.8034,36.1832370922787
"90","1240",1.7036,1.9297,0.2261,10.3506540237935
"91","1241",1.7337,2.0051,0.2714,12.3777041069433
"92","1242",3.1763,3.6782,0.5019,22.6919434925068
"93","1243",3.135,3.557,0.422,19.1166388204612
"94","1247",7.2888,8.0457,0.7569,34.1024903181845
"95","1249",5.1097,5.8438,0.7341,33.0822531902416
"96","1252",7.3945,8.3575,0.963,43.3248969878793
"97","1253",1.7615,2.0244,0.2629,11.9973525460874
"98","1256",2.5859,2.9093,0.3234,14.7045607145325
"99","1258",2.5092,2.8818,0.3726,16.9061250432515
"100","1264",4.2383,4.7086,0.4703,21.2779306309719
"101","1265",3.4611,3.7747,0.3136,14.2660377384868
"102","1271",4.998,5.6155,0.6175,27.8647247201474
"103","1272",2.886,3.2507,0.3647,16.5526218278677
"104","1273",4.3612,4.5846,0.2234,10.2298364691687
"105","1275",3.1267,3.4968,0.3701,16.7942569371174
"106","1281",7.137,7.851,0.714,32.1828336169235
"107","1284",5.3633,6.2174,0.8541,38.4519222846781
"108","1285",3.945,4.5247,0.5797,26.1732789553999
"109","1286",8.2257,9.1196,0.8939,40.232862534333
"110","1288",4.0732,4.6354,0.5622,25.3902022124612
"111","1294",1.4581,1.6769,0.2188,10.0239991538819
"112","1295",5.6024,6.3779,0.7755,34.9347890278222
"113","1297",1.9586,2.2789,0.3203,14.5658442629262
"114","1298",10.012,11.2237,1.2117,54.453536186099
"115","1299",2.5177,2.883,0.3653,16.5794701733399
"116","1300",6.0124,6.8271,0.814699999999999,36.6888809320048
"117","1304",3.449,3.9066,0.4576,20.7096406518107
"118","1305",4.9091,5.5193,0.610200000000001,27.5380698502359
"119","1309",2.9956,3.3885,0.3929,17.8144940650603
"120","1311",3.3064,3.7863,0.4799,21.7075041585268
"121","1316",3.7808,4.3976,0.6168,27.8334016504298
"122","1318",3.7267,4.1327,0.406,18.4006829412029
"123","1319",4.1338,4.7547,0.6209,28.0168653444898
"124","1324",6.163,6.9122,0.7492,33.7579365512915
"125","1325",3.6282,4.0538,0.4256,19.2777288932943
"126","1326",3.2098,3.6446,0.4348,19.6894035238677
"127","1327",2.8484,3.1434,0.295,13.4337390288492
"128","1333",2.3084,2.6976,0.3892,17.6489292679819
"129","1336",3.8494,4.3162,0.4668,21.1213152823842
"130","1337",4.3739,5.2524,0.8785,39.5437550005469
"131","1338",3.4114,3.8076,0.3962,17.9621599651573
"132","1339",4.1809,4.6457,0.464799999999999,21.0318207974769
"133","1344",4.6136,5.3297,0.7161,32.2768028260761
"134","1353",2.1526,2.4158,0.2632,12.0107767188235
"135","1409",5.4074,6.1375,0.7301,32.903264220427
"136","1410",3.1375,3.635,0.4975,22.4950556257108
"137","1411",3.769,4.1784,0.4094,18.5528235655453
"138","1412",2.5332,2.8339,0.3007,13.6887983108349
"139","1413",2.0642,2.4248,0.3606,16.3691581338078
"140","1414",5.4558,6.2322,0.7764,34.9750615460305
"141","1422",5.824,6.5677,0.7437,33.5118267177965
"142","1423",9.7411,10.7924,1.0513,47.2760784965356
"143","1426",4.4075,5.1201,0.7126,32.1201874774884
"144","1430",4.8816,5.6145,0.7329,33.0285564992972
"145","1432",4.2193,4.8,0.5807,26.2180261978535
"146","1434",9.7927,10.5061,0.7134,32.1559852714513
"147","1437",8.9786,9.8557,0.8771,39.4811088611118
"148","1438",3.0111,3.4614,0.4503,20.3829857818991
"149","1439",8.1651,9.2178,1.0527,47.3387246359706
"150","1441",7.417,8.8547,1.4377,64.5664129806213
"151","1443",2.9428,3.4762,0.5334,24.1014816297964
"152","1444",5.7096,6.6316,0.922,41.4902600472802
"153","1446",6.1327,6.9039,0.7712,34.7423758852716
"154","1447",1.7341,2.0621,0.328,14.9103980298192
"155","1448",7.2282,7.571,0.3428,15.572657218133
"156","1454",2.322,2.6876,0.3656,16.592894346076
"157","1456",9.7171,10.8575,1.1404,51.2630577991547
"158","1461",3.0839,3.613,0.5291,23.9090684872458
"159","1469",2.4111,2.6715,0.2604,11.8854844399533
"160","1470",4.1684,4.7198,0.5514,24.9069319939619
"161","1472",2.5863,2.944,0.3577,16.2393911306922
"162","1473",3.307,3.6054,0.2984,13.5858796531915
"163","1479",2.8023,3.1584,0.3561,16.1677955427664
"164","1480",2.9642,3.4301,0.4659,21.0810427641759
"165","1482",3.0393,3.1277,0.0884,4.18895873792754
"166","1483",3.5835,4.075,0.4915,22.226572170989
"167","1484",6.4519,7.2912,0.8393,37.7896630963643
"168","1488",5.0065,5.7651,0.7586,34.1785606303557
"169","1489",1.559,1.772,0.213,9.76446514765084
"170","1490",2.5319,2.8132,0.2813,12.8207018072343
"171","1491",5.7059,6.3815,0.6756,30.4645395067038
"172","1492",5.9965,6.5952,0.5987,27.023476562019
"173","1494",4.8737,5.3597,0.486,21.980462337494
"174","1495",2.4715,2.7455,0.274,12.4940469373228
"175","1498",2.3202,2.7092,0.389,17.6399798194911
"176","1500",3.5165,3.9697,0.4532,20.5127527850147
"177","1533",2.9188,3.3675,0.4487,20.3113901939733
"178","1534",1.3855,1.6019,0.2164,9.91660577199321
"179","1537",2.9103,3.2709,0.3606,16.3691581338078
"180","1538",2.5478,2.8754,0.3276,14.8924991328377
"181","1540",3.6207,4.1312,0.5105,23.0767697776081
"182","1541",3.3901,3.7482,0.3581,16.2572900276737
"183","1547",2.2845,2.6563,0.3718,16.8703272492885
"184","1549",3.792,4.3041,0.5121,23.148365365534
"185","1550",2.3406,2.7264,0.3858,17.4967886436395
"186","1551",5.9417,6.8263,0.8846,39.8167131795141
"187","1553",6.4282,7.351,0.9228,41.5260578412431
"188","1560",5.7104,6.5189,0.8085,36.4114480287923
"189","1564",1.9693,2.3102,0.3409,15.4876374574711
"190","1565",2.5378,2.8576,0.3198,14.5434706416994
"191","1566",3.492,3.8821,0.3901,17.6892017861901
"192","1567",2.7661,3.0447,0.2786,12.6998842526095
"193","1568",3.6215,3.9796,0.3581,16.2572900276737
"194","1570",6.9732,7.9944,1.0212,45.929186498681
"195","1572",3.802,4.2193,0.4173,18.9063267809291
"196","1573",3.8956,4.5906,0.695,31.3326360103044
"197","1574",4.9302,5.7724,0.8422,37.9194300994799
"198","1576",5.7097,6.3016,0.5919,26.7191953133343
"199","1578",4.4311,4.9758,0.5447,24.6071254695225
"200","1584",8.1375,8.8365,0.699,31.5116249801189
"201","1585",3.3275,3.5614,0.2339,10.6996825149319
"202","1586",6.307,6.755,0.448,20.2800671242557
"203","1587",4.0334,4.5937,0.5603,25.3051824517993
"204","1592",3.6798,4.28,0.6002,27.0905974256995
"205","1593",3.3551,3.8035,0.4484,20.2979660212372
"206","1597",2.3343,2.6335,0.2992,13.6216774471544
"207","1598",2.573,2.9602,0.3872,17.5594347830746
"208","1599",3.1697,3.725,0.5553,25.0814462395311
"209","1602",5.5257,6.124,0.5983,27.0055776650375
"210","1606",3.0702,3.4593,0.3891,17.6444545437365
"211","1608",2.7327,3.1167,0.384,17.4162436072229
"212","1615",7.83,8.9671,1.1371,51.1153918990577
"213","1616",3.5212,4.1257,0.6045,27.2830105682501
"214","1618",4.8054,5.4871,0.6817,30.737497685671
"215","1620",3.2471,3.6453,0.3982,18.0516544500646
"216","1621",2.843,3.1814,0.3384,15.375769351337
"217","1622",5.2058,5.7708,0.565,25.5154944913314
"218","1625",5.0467,5.6739,0.627199999999999,28.2987729719477
"219","1626",6.7139,7.475,0.7611,34.2904287364898
"220","1629",2.4711,2.8023,0.3312,15.0535892056708
"221","1630",3.7362,4.1472,0.411,18.6244191534711
"222","1634",2.6411,3.0564,0.4153,18.8168322960218
"223","1636",5.8022,6.7724,0.9702,43.6470771335455
"224","1638",5.8215,6.4326,0.6111,27.5783423684441
"225","1639",1.8009,2.105,0.3041,13.8409389351773
"226","1640",3.9281,4.3175,0.3894,17.6578787164726
"227","1643",3.3141,3.9168,0.6027,27.2024655318336
"228","1646",5.2257,5.864,0.6383,28.7954673631831
"229","1649",1.9262,2.2416,0.3154,14.3465827749034
"230","1650",2.2955,2.6352,0.3397,15.4339407665268
"231","1655",3.6615,4.185,0.523499999999999,23.6584839295054
"232","1679",4.75,5.2469,0.4969,22.4682072802387
"233","1686",1.641,1.825,0.184,8.46679511649533
"234","1687",3.3338,3.8754,0.5416,24.4684090179163
"235","1688",2.1154,2.4083,0.2929,13.3397698196965
"236","1690",5.6661,6.2905,0.6244,28.1734806930775
"237","1691",1.6793,1.9038,0.2245,10.2790584358677
"238","1693",5.1922,5.8833,0.6911,31.1581217647352
"239","1695",5.3892,6.1229,0.7337,33.0643542932601
"240","1702",3.887,4.2898,0.4028,18.2574917653513
"241","1708",2.194,2.5695,0.3755,17.035892046367
"242","1710",7.1731,8.5204,1.3473,60.5212622628124
"243","1713",4.2229,4.6812,0.458299999999999,20.7409637215282
"244","1717",2.6222,3.0312,0.409,18.5349246685639
"245","1718",3.4157,4.0846,0.6689,30.1647329822644
"246","1723",2.8329,3.2808,0.4479,20.2755924000104
"247","1724",3.8693,4.4452,0.5759,26.0032394340761
"248","1725",3.0037,3.4207,0.417,18.892902608193
"249","1727",5.4512,6.3292,0.878,39.5213813793201
"250","1730",2.7172,3.0752,0.358,16.2528153034283
"251","1731",5.0298,5.7223,0.6925,31.2207679041702
"252","1735",5.6715,6.4051,0.7336,33.0598795690148
"253","1737",2.556,2.9534,0.3974,18.0158566561017
"254","1738",5.732,6.4585,0.7265,32.7421741475939
"255","1741",3.7445,4.186,0.4415,19.9892100483071
"256","1743",3.3432,3.8137,0.4705,21.2868800794626
"257","1748",1.6143,1.8843,0.27,12.3150579675082
"258","1749",10.1837,11.6384,1.4547,65.3271161023332
"259","1752",3.818,4.2629,0.4449,20.1413506726495
"260","1753",2.7434,3.0522,0.3088,14.0512509747094
"261","1756",2.8807,3.1919,0.3112,14.1586443565981
"262","1758",5.0083,5.7551,0.746799999999999,33.6505431694028
"263","1760",3.0707,3.6781,0.6074,27.4127775713657
"264","1761",2.7925,3.2301,0.4376,19.8146958027379
"265","1764",4.7129,5.2274,0.5145,23.2557587474227
"266","1770",3.8749,4.2885,0.4136,18.7407619838506
"267","1772",5.0998,5.8595,0.7597,34.2277825970547
"268","1774",3.7971,4.2879,0.4908,22.1952491012715
"269","1778",2.5832,2.83,0.2468,11.2769219425838
"270","1811",5.296,5.8833,0.5873,26.5133579980475
"271","1822",2.9905,3.4261,0.4356,19.7252013178306
"272","1824",2.867,3.0303,0.1633,7.54052719770502
"273","1825",7.8397,8.9951,1.1554,51.9342664359593
"274","1908",2.8065,3.3184,0.5119,23.1394159170432
"275","1998",2.5392,2.9549,0.4157,18.8347311930032
"276","2001",1.8001,2.0786,0.2785,12.6954095283641
"277","2003",4.1572,4.8073,0.6501,29.323484824136
"278","2004",1.8678,2.1719,0.3041,13.8409389351773
"279","2010",2.7011,3.0264,0.3253,14.7895804751944
"280","2011",3.2018,3.7429,0.5411,24.4460353966895
"281","2013",3.1745,3.6373,0.4628,20.9423263125696
"282","2014",2.9053,3.2725,0.3672,16.6644899340018
"283","2015",3.4136,3.826,0.4124,18.6870652929062
"284","2018",1.7896,2.0856,0.296,13.4784862713028
"285","2022",3.5008,3.9393,0.4385,19.8549683209462
"286","2023",3.3702,3.8163,0.4461,20.1950473635938
"287","2044",2.5971,2.9317,0.3346,15.2057298300132
"288","2058",2.8833,3.208,0.3247,14.7627321297222
"289","2060",2.7866,3.2296,0.443,20.0563309119876
"290","2062",3.0615,3.4188,0.3573,16.2214922337108
"291","2063",5.9339,6.6569,0.723,32.5855587990062
"292","2070",3.5772,4.0225,0.4453,20.1592495696309
"293","2074",6.2976,7.0986,0.801,36.07584371039
"294","2075",3.6237,3.9568,0.3331,15.1386089663328
"295","2079",4.0469,4.6228,0.5759,26.0032394340761
"296","2153",2.3322,2.6917,0.3595,16.3199361671088
"297","2156",1.9444,2.1929,0.2485,11.352992254755
"298","2164",3.3873,3.7577,0.3704,16.8076811098534
"299","2165",2.9697,3.5296,0.5599,25.2872835548178
"300","2168",2.3745,2.7579,0.3834,17.3893952617507
"301","2169",3.503,3.8797,0.3767,17.0895887373114
"302","2172",9.1987,10.1864,0.9877,44.4301538764842
"303","2184",2.1671,2.5053,0.3382,15.3668199028463
"304","2189",3.2301,3.5728,0.3427,15.5681824938877
"305","2192",4.8554,5.5436,0.688199999999999,31.0283547616196
"306","2193",3.2224,3.6288,0.4064,18.4185818381844
"307","2198",5.6798,6.4034,0.7236,32.6124071444784
"308","2203",4.9994,5.6721,0.672700000000001,30.3347725035882
"309","2208",8.708,9.2095,0.5015,22.6740445955254
"310","2211",4.03,4.4917,0.4617,20.8931043458706
"311","2279",6.0261,6.8226,0.796500000000001,35.8744811193486
"312","2297",3.2688,3.8442,0.5754,25.9808658128492
"313","2301",9.3954,10.4199,1.0245,46.076852398778
"314","2303",4.6311,5.3417,0.7106,32.0306929925811
"315","2360",2.4001,2.7894,0.3893,17.6534039922272
"316","2372",8.79,9.8435,1.0535,47.3745224299336
"317","2376",3.5365,4.0571,0.5206,23.5287169263899
"318","2378",4.1037,4.7247,0.621,28.0213400687351
"319","2382",2.8396,3.2485,0.4089,18.5304499443185
"320","2384",3.8691,4.4173,0.5482,24.7637408181103
"321","2388",5.9857,6.5651,0.579400000000001,26.1598547826638
"322","2389",1.555,1.7701,0.2151,9.85843435680348
"323","2391",3.2321,3.6926,0.4605,20.8394076549262
"324","2393",5.7289,6.6203,0.8914,40.1209944281988
"325","2394",6.7822,7.6747,0.8925,40.1702163948978
