"Sample.ID","TA","Mass","Tank","Type"
"20180909_JUNK",2172.53658234355,59.45,"Junk","Junk"
"20180909_CRM1",2237.14063592128,59.68,"CRM1","CRM"
"20180909_CRM2",2236.21502606226,59.59,"CRM2","CRM"
