sample,mass,salinity,Sample.ID,Type
20180909_Tank1,59.87,34.11,Tank1,Tank
20180909_Tank8,59.7,34.17,Tank8,Tank
20180909_Tank6,59.92,34.15,Tank6,Tank
20180909_Tank11,59.9,34.19,Tank11,Tank
20180909_Tank10,59.04,34.13,Tank10,Tank
20180909_Tank3,59.58,34.13,Tank3,Tank
20180909_Tank9,60.01,34.17,Tank9,Tank
20180909_Tank4,59.56,34.19,Tank4,Tank
20180909_Tank12,59.26,34.18,Tank12,Tank
