"Sample.ID","TA","Mass","Tank","Type"
"20181117_JUNK1",2145.53668411843,59.57,"Junk1","Junk"
"20181117_CRM1",2212.67612549199,59.19,"CRM1","CRM"
"20181117_CRM2",2098.69801344627,59.82,"CRM2","CRM"
