sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
HP101,61,-0.11001955098782681,-0.0551535535502805,-0.0166120513012892,0.007155375754904234,0.033664232493187514,-0.006482935474334735,-0.0071548432813504466,-0.002309974773197432,0.0002977326588467677,-0.004737921478356233,0.007857793314963406,0.0038915739659823733,0.0020141436074402946,-0.0034124561931433606,0.002409734243795187,-0.0005516851969858246,-0.001465547341957908,-0.0029877309590720085,-0.0015165440084050174,0.000790905136231582,0.0011247220082554945,9.117042897719098e-05,0.0005911918419682419,0.002696746033548891,0.0008029365823979009,0.0010338486304259833,-0.0015281272937497773,0.00019165695268818448,0.00739360702406664,-0.0030807249100181654,0.0022420290112065205,-0.003561695415403027,-0.0006639068903798653,-0.00123228066813696,0.001659928780630499,0.0010052569821867078,-0.0013386205328333282,0.00045260865948128877,0.00019752335762215247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP104,64,-0.05491023688641401,0.0653221157391558,-0.022090773023662993,0.035519075798881285,0.0035540967406729523,-0.003927462726114065,0.005201241200436892,0.0018070307084766123,0.00226022537211495,0.0029270973752775864,0.0022260966533015295,-0.003665944709986357,-0.002898153973915828,-0.0036277583542732752,-0.000407111192467004,0.004982708265660695,0.0030900585222287578,0.0042149259472369196,0.004219538956770007,-0.006946823072681627,0.0004551959383863203,0.004362335636069038,0.002695865863636727,0.004938999697262711,0.006383872945207092,-0.0008992723551825957,0.0011979277559406392,0.0008200996370960086,0.0006016575674141027,-0.0013323439211429071,0.0007216876849696995,0.0008795413250210379,0.0004418984430983382,-0.0017145378277343048,-0.0009446686535540778,-0.0019055842423180037,0.0016113217152146262,-0.0016618184769802858,0.00022751023415916428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP111,71,-0.10718984057240356,-0.04909080808780287,-0.006735263253912315,0.008016289617934182,0.03623547113382159,0.01874360594563103,-0.018332763231401573,-0.021566806349610067,-0.029345330040864353,0.012593370408228607,-0.004264834525591634,-0.01620953311684545,-0.0028090115247470346,0.002620915805166741,-0.007599991652266704,0.0008945542330705364,-0.00041651622901141337,0.004725436744532366,0.011190886655584334,-0.003406264489709923,-0.000989839890471665,0.003920761570785464,-0.005084726862116161,-0.005285111685381517,-0.001990887614293825,-0.0001454094880651958,0.00043593622420903913,0.000153714342751727,-0.002433482914394156,-0.001634836252484774,-0.0013154996525920138,0.0008903256264873273,-0.0007025051957301743,-0.0006023253838080674,0.0007495695516193917,0.0008357865365053211,-0.0001683116667441644,0.00031876403058524535,7.31300420424048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP115,75,-0.10892570696177359,-0.05557503250516837,-0.016278404802832765,0.003998339582067811,0.0356088370547568,-0.0053968047169683,-0.005255972505234653,-0.005195900612341694,0.002386754761321694,-0.006658296261232283,0.007091099325887756,0.0019460897625703357,0.004521996390599971,-0.010982978211919295,0.0035220271175153703,-0.003886241758141403,0.004274233085196189,-0.0068888847396905905,-0.0064898588404424485,0.01029292973826762,-0.010461107983765776,-0.003522754443302321,0.005345072894912831,-0.0031805677684021267,0.00334221317216605,-0.0003014642880838699,-0.0022409142526067095,0.004944582301488862,-0.0030103140873357906,0.0002551616151081051,-0.0020485268155718303,7.720424076847103e-05,-0.002031974931426784,0.0012681312466536405,-0.00033865465677855426,0.0003530845465241008,-0.00022198473441415438,0.00016265199431760098,-2.540858724087706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP116,76,0.23126218302185386,0.06269594141539939,0.02519338888472755,0.018682648839443792,-0.0058627543746254465,0.08101465656289207,-0.06767091664694615,-0.03652149009278407,-0.027779156315290786,0.037567586720224415,-0.015289039146606492,-0.00191071434979522,0.008347521136252827,-0.0007117244032747136,0.011846354382089062,-0.01651477866314204,-0.0003257339993929086,-0.0035884695508716243,-0.0037683620639880453,0.0023594407060706004,0.0010476279115771824,0.0013388102389669389,-0.0005572456008457318,-0.0007335769746924462,-0.001223630471780668,0.0002477763463666936,-0.0001693835442347035,-0.00045662365222829147,1.9859151457134273e-05,4.503543111856699e-05,1.7056633276461077e-05,-0.00012000282409518658,2.5469743485457407e-05,-4.562500627355805e-05,-7.589199104898272e-05,-1.049821820240367e-05,1.8540050556609767e-05,2.2455901253461e-05,-1.2902124355928534e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP127,87,-0.10996596102091603,-0.054628463700773754,-0.015257017137629806,0.008575162215061521,0.033913318229992474,-0.006010808860873432,-0.007630391378457474,-0.0015944934961142603,-0.0005162118434421661,-0.004551463549535644,0.00916012357539795,0.003577967456290505,0.0021787905857599413,-0.003999662954943689,0.001669320201567734,0.00021588285323613125,-0.002564382746947338,0.004517881737863228,-0.005703472937641451,-0.004166314345176763,0.0056474110982823005,-0.000783361095890281,-0.0004317550939442102,0.00077556676399359,-0.007483201870853922,-0.0006845893616313358,0.005750582993721392,0.003326064047363099,-0.0005171834910374167,0.0004107193378069089,-0.00011586782796705263,0.0006176700193959346,-0.0004057708230764775,0.00031014349374984817,-0.0028485736874019753,0.000664717954969409,0.0005336575261602235,0.0003014863095323895,0.00016052118934845454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP130,90,-0.09304402451233465,-0.023127651415767055,-0.005017574417863489,0.0014530340884441697,-0.009047471028361556,0.01759764936517588,0.004418656027146794,-0.001052766712445884,0.0110084588732078,-0.0017022012984321488,-0.006740926119498469,-0.00506363413029042,-0.004051609923102922,-0.006259525217516261,0.0008925033169882521,-0.007756394747271765,0.007534721711447248,0.012608584258406969,-0.002909047434914939,-0.004986700910128255,-0.003236640319933048,-0.0015129348295795735,0.007535063148662469,0.006504100644803402,0.002683424721747996,0.0009129680230181762,0.0014569369380775848,0.0016321204111305122,-0.00278827370674084,-0.003148812449918423,0.0001847711923711219,-0.0029372192395541153,0.00239219410749924,-0.0002225189327926382,-0.0020218300077040896,0.00022513386248492544,-1.4854616615788245e-05,-0.0002557082797333351,-0.0001616945104841893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP135,95,-0.10972997570451472,-0.05453581318749541,-0.015323643630675095,0.008313354904358921,0.0338117968831114,-0.007456196649520842,-0.00858716855929152,-0.00044488265258220986,-0.0008965294425351711,-0.004317602701064009,0.009844349449716863,0.004497302286637393,0.001984120131707667,-0.00578687831751999,0.0029073057828471896,-0.0018004889173767937,0.0027689706628378405,0.005746383955352726,-0.005308677808771746,-0.00041088127286943087,-0.007285114904212243,0.0026554488948218285,-0.001952044567927941,0.004381371021775019,-0.0030956302104128445,-0.004975254773532258,-0.006396864387990141,-0.003516161919079996,-0.0001739689852235449,0.0017280605612141203,-0.002650553423817208,0.0030359597355545252,0.002543912762129945,-0.0011260905660361433,0.0008426981840006074,-0.00025813781742903307,0.0013119919439713282,0.00025944143852642065,0.0001050934341227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP136,96,0.16528003652743092,0.01843916702522427,-0.05490038873979458,-0.022963841639225033,0.07903760954213618,-0.01142153794862749,0.006769754741173855,0.04310700095665238,-0.006731498781271613,0.0021989364199176582,0.008493746671259675,-0.021382522499904237,0.01669306934770873,-0.0023176073392016583,-0.006390419397743761,-0.0004132056396359597,-0.010256494231751175,-0.002434039548688065,0.0048216501590194515,-0.0019220739024768535,-0.0014493461991819407,0.001936750383409238,0.003338659832876102,0.002289319242453897,-0.0039011165002816517,0.0001108588787350678,-0.000639124316127545,-0.00012435202285591588,-0.0007184905614781637,0.00032233979983499375,-0.0002006428101022103,0.0003632835649202617,1.925735351878002e-05,2.1568167017030434e-06,-6.809587233280585e-05,-3.280665176170589e-05,-3.189233585568721e-05,-7.236874151520454e-05,4.25352371285708e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP139,99,-0.05635864896272057,0.061101174138063236,-0.020812075551694304,0.036151769865632934,0.0055123230015439225,-0.004144105408534474,0.001494824036851406,0.0015767147219867951,0.0027986546369048776,0.0041982624005667225,0.0031870652447427493,-0.005462705309470825,-0.003505292288624551,-0.007180460470763558,-0.0058217127590526685,0.005673196548155271,0.011773541881695495,0.0022219296041628336,0.005294540481722732,0.008127782686610584,0.0020763658832827912,0.00031743731895643137,0.004530973920702503,0.003993000822381279,-0.0034656650700351766,0.009076454271527203,-0.0020235569442789685,0.0006483502635541696,-0.0016959654501004081,0.0009884251734081282,-0.0004684687347994948,0.000796073989941946,-5.0517989082021124e-05,-0.0010689174591176167,-8.08701842088185e-05,0.00038857874167537844,0.0005239893576181216,-0.0003085852894029998,-0.00019319114706077916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
