sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
HP101,61.0,-0.12428090793131666,-0.01969510627555521,-0.0688346481387261,-0.034243297833171975,-0.018557849475490405,0.006924072843918206,-0.0024048129468701046,-1.590225072899471e-05,-0.009143877728669621,-0.0018302033147241813,0.007765373766982418,-0.0038385381120566433,0.00039110440614329,-0.004503002575064356,-0.005479011835448794,-0.0016893480493035784,0.0030584730773368643,-0.004210175126201156,0.0003521568035938571,-0.003766897937266038,-0.0009686911952168277,0.003110014353132895,0.0014169944308535173,-7.512166192473668e-05,0.0039747903931251286,0.0028133206305465093,-0.0023932456028200716,-0.0023731657006327888,0.0008378513154315337,0.0014228095415286604,-0.0004882357350908645,-0.0014610223180602769,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP135,95.0,-0.11839052567401219,-0.01759411144847256,-0.07124990037767247,-0.036319867013438076,-0.02183337047287783,0.002930142251896347,-0.0028627093113545964,-0.0040887964079409644,-0.0013269013939947868,0.006027296876308991,0.004797673084766141,-0.001126177572354225,-0.007951604126440285,0.0047773838585944955,-0.0019197614061992573,-0.0003966605152458842,-0.013290398281404705,-0.0027422245744013894,-0.001759905591988253,0.0003795768430076417,-0.007895379174728719,0.003998040821787934,0.012612843277711474,-0.0004846759206673159,0.0005335837689431449,0.003977051089973692,0.0010933416747022002,0.00020511751801265422,-0.0037310239362531843,0.0013155494710903888,0.0022451634539932494,0.001804402355158122,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP141,101.0,-0.13273598456012214,-0.01949755161044169,-0.01753458105099919,-0.0056467478508004515,0.01924533822478438,0.009613461108445921,0.002458102793664532,-0.0035799625070800133,0.006494899107275616,0.00214854671063226,-0.014703820088575117,0.018066277136727333,0.016102105235166007,6.846215659259018e-05,-0.004951702852784776,-0.005734679606993658,0.00014292078354901253,-0.0021578071819670437,-0.004844421004564703,-0.006136640877070431,0.0010308383651162429,0.0025169881227279883,4.7134522515981735e-05,-0.0024459076556316278,-0.008442337469997153,-0.00047272412208142775,0.001991533046903763,-0.004259819303277009,-0.0024943245565290564,0.0014658962166293516,5.90747652445786e-05,-0.00013000235346153515,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP152,112.0,-0.1401961560884741,-0.034018970747993336,-0.0014507572630781474,0.008891623487595611,0.018028492858411876,0.006384836501212875,-0.0030027734167734957,-0.002042705938693417,0.0034076766590857128,0.005885539820801633,-0.008746766611982868,-0.006337987845848204,0.011622683881741841,-0.003440597793609939,0.0013603703507403745,0.00456114654300568,-0.0010380531116473831,-0.0036512581636121482,-0.00020539838542822452,-0.002089339930560095,-0.00758843128960053,0.0020655230182918248,0.0019331271813068152,-0.003764870905382302,-0.002258045651751841,-0.0009987089582395798,-0.0017962346105224452,0.0023366151273536057,0.0002927423859407211,-4.6032585975178837e-05,-0.0040538799644120795,-0.0011826178363437932,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP158,118.0,-0.13353844673055656,-0.03765019972331352,-0.00250686385123322,0.01643957696382546,0.0008902714529102817,-0.0004059702422717653,0.00479312661488455,0.0018426752832070021,0.0030834200724912404,-0.005950349682619385,-0.003092509058818177,0.002998813228732032,-0.010632855414785496,-0.0061273452128080014,0.005790056612666558,-0.0026558787152424746,-7.239601699084715e-05,-0.0002625234640951866,0.009753412747031839,-0.00012600234774438998,0.006979521781038638,-0.0012459481601326482,0.0021165852191529686,6.884373853144141e-05,-0.0015871992084153883,0.00021690816203190884,0.00040865419869964685,-0.0006663862490922944,0.0004530913264861584,-0.0009589573399448756,-0.0018163660448112105,0.00303750756101548,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP205,165.0,-0.1355095898743885,-0.042863364470537166,0.00882332184888959,0.02469658515226557,0.00014009497051037097,-0.00995858106780795,-6.980573431661961e-05,0.011706290139483903,-0.0046161853794844596,0.0021052208622513568,-0.010545870339241432,-0.011784421837313703,-0.005131198115525244,0.006212808140602905,-0.008393623094211057,-0.002858332815133207,-0.0027557830223711977,0.003044311741523297,-0.0025810850357091066,0.0023976698878962763,-0.003964953269842125,-0.00224400427739407,-0.004334121828707443,-0.00024623116279052023,-0.0012650776407105685,0.001181464681151597,-0.001615360436798027,-0.0018455220715422054,0.0017356443685742798,-0.007046261459911488,0.0037046338682484026,0.0002252442336360726,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP206,166.0,-0.14272467315243625,-0.035647931591451076,0.005853902542706289,0.01392944694549821,0.013678470730268295,-0.014749573165117729,-0.03635765107030916,0.024882243415110014,-0.001323777202091571,0.055422883453230265,0.023930969173594843,0.01256706640726408,-0.004723156997304764,-0.011052129733843941,-0.017289987274839685,-0.013088744306106044,0.004884171270182289,0.00017817506662972955,-0.005744984809094948,-0.0013358851074167812,0.003998890888391345,-0.0028158894672848447,0.0020915918821578644,-0.0038526253796550523,0.0005063706562727753,0.00034785660419272283,-1.1093303777806685e-05,-0.00020924262714852506,0.00012912313306033004,0.0006819214953670862,6.580364672581883e-05,0.0007848064231484464,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP227,187.0,-0.14261841347242946,-0.040602267633893845,0.0035600913525718775,0.01723005738537611,0.013240227609272672,-0.0005299649263213306,-0.0008301548512547907,0.00187965686798354,0.0020555448720549823,0.003932880490701586,-0.005407956612871417,-0.010278548930137766,0.0018483328407511116,-0.0033938789895459525,0.005620682789833697,0.0033329370611995166,0.0004222508696557053,-0.0027194573519071044,0.0027119672552094586,-0.0002587755900751845,-0.002526398048480668,-0.0004856719205131267,0.002694252074054764,0.0032848474555760105,-0.0037476753398000343,-0.0010933866003287715,-0.0015082596749094528,0.0006191783788140392,-0.00243738370686901,-0.0019521603618990182,-0.00031182716606907194,0.001031800234510812,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP236,196.0,-0.11725383056413467,-0.02362282948678039,-0.08113214619503298,-0.038943838720958066,-0.03688552094324535,0.005708105649301454,-0.009484916581966292,-0.011072508183933563,0.003540515245452464,0.004866172625162898,-0.010762044225004954,-0.011002032086098068,-0.0038634134997786464,0.01882342785341243,0.02061857403540117,-0.012273572692177222,-0.010638092739935476,-0.0020913983437903373,0.0014800022322121527,0.005440541295611489,-0.0022519704226600635,0.0053208792888114675,-0.009282527969859112,-0.0031623292596605593,0.000556614168796402,0.0027460739094644134,-0.001134107713699179,-0.003588044323594132,-8.13471723213277e-05,0.00038104491162638384,-0.000783215721479465,-0.0003569859853129003,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP241,201.0,-0.1363567602489096,-0.03610873598095379,-0.00012463786883182046,0.012680242964911806,0.010470011305662,0.0031197945638215064,0.0004889176740829194,0.0022556879745551104,0.004202432939265426,0.0009883117775371186,-0.0025734056513138327,-0.0018155059264896192,0.0020346912280425414,-0.007904500673150232,0.0037945590788989393,0.0027167454560745345,-0.004079814864509752,-0.001694246125205345,0.0019477322862089654,0.0026034562055858293,0.0009128026489114762,-0.0010022025847356915,0.0010106112437773195,-0.0028242638309185354,0.0011278801630456247,0.0058610478313655965,-0.001528915507245445,-0.0008586534577372529,0.00025359042303402913,-0.0014817004783688832,0.0009318099753654709,-0.0022197413902904743,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
