sample,mass,salinity,Sample.ID,Type
20181003_Tank3,59.58,34.32,Tank3,Tank
20181003_Tank6,59.89,34.21,Tank6,Tank
20181003_Tank1,60.01,34.13,Tank1,Tank
20181003_Tank4,59.14,34.4,Tank4,Tank
20181003_Tank8,59.36,34.08,Tank8,Tank
20181003_Tank9,59.02,34.4,Tank9,Tank
20181003_Tank7,59.61,34.21,Tank7,Tank
20181003_Tank12,59.17,34.17,Tank12,Tank
20181003_Tank11,59.98,34.2,Tank11,Tank
