"Sample.ID","TA","Mass","Tank","Type"
"20181003_JUNK",26.8849995670806,59.92,"Junk","Junk"
"20181003_CRM1",2240.2776843563,59.45,"CRM1","CRM"
"20181003_CRM2",2242.27718317216,59.8,"CRM2","CRM"
