"Bleaching.Score","PLUG.ID","Timepoint","Treatment","Species","Group","SpGroup"
"1123",-12.8658287480621,"1266","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1124",-11.0698320420566,"1266","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1125",-13.5278769987362,"1266","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1126",-14.3269689834349,"1266","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1127",-13.592620646145,"1266","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1128",11.9216802956303,"1266","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1129",20.9368696727335,"1266","Week7","HTAC","Pocillopora","Week7 HTAC Pocillopora","HTAC Pocillopora"
"1130",-9.09340026694919,"1266","Week8","HTAC","Pocillopora","Week8 HTAC Pocillopora","HTAC Pocillopora"
"1131",32.4285968452451,"1266","Week9","HTAC","Pocillopora","Week9 HTAC Pocillopora","HTAC Pocillopora"
"1132",24.5078066980431,"1266","Week10","HTAC","Pocillopora","Week10 HTAC Pocillopora","HTAC Pocillopora"
"1133",46.9453682154583,"1266","Week11","HTAC","Pocillopora","Week11 HTAC Pocillopora","HTAC Pocillopora"
"1134",71.7734199786272,"1266","Week12","HTAC","Pocillopora","Week12 HTAC Pocillopora","HTAC Pocillopora"
"1135",-13.1501071277203,"1267","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1136",-10.6009326270951,"1267","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1137",-14.3835241634817,"1267","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1138",-10.7568518757084,"1267","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1139",-14.2890599837811,"1267","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1140",-4.09654582738614,"1267","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1141",-2.93755992645437,"1267","Week7","HTAC","Montipora","Week7 HTAC Montipora","HTAC Montipora"
"1142",-13.5599275007757,"1267","Week8","HTAC","Montipora","Week8 HTAC Montipora","HTAC Montipora"
"1143",3.17851342721395,"1267","Week9","HTAC","Montipora","Week9 HTAC Montipora","HTAC Montipora"
"1144",1.08640615016201,"1267","Week10","HTAC","Montipora","Week10 HTAC Montipora","HTAC Montipora"
"1145",-8.89516028008736,"1267","Week11","HTAC","Montipora","Week11 HTAC Montipora","HTAC Montipora"
"1146",2.77785567440384,"1267","Week12","HTAC","Montipora","Week12 HTAC Montipora","HTAC Montipora"
"1147",9.56864829705771,"1267","Week13","HTAC","Montipora","Week13 HTAC Montipora","HTAC Montipora"
"1148",-13.2935528292048,"1267","Week14","HTAC","Montipora","Week14 HTAC Montipora","HTAC Montipora"
"1149",-13.2664763116982,"1267","Week15","HTAC","Montipora","Week15 HTAC Montipora","HTAC Montipora"
"1150",-13.793105346081,"1267","Week16","HTAC","Montipora","Week16 HTAC Montipora","HTAC Montipora"
"1151",-12.2983631594278,"1268","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1152",-0.666889214237018,"1268","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1153",10.5387938954341,"1268","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1154",32.3140255710537,"1268","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1155",26.4830239472674,"1268","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1156",40.0702823936629,"1268","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1157",118.841606225475,"1268","Week7","HTAC","Pocillopora","Week7 HTAC Pocillopora","HTAC Pocillopora"
"1158",59.1709792727929,"1268","Week8","HTAC","Pocillopora","Week8 HTAC Pocillopora","HTAC Pocillopora"
"1159",78.63403583295,"1268","Week9","HTAC","Pocillopora","Week9 HTAC Pocillopora","HTAC Pocillopora"
"1160",106.061895445788,"1268","Week10","HTAC","Pocillopora","Week10 HTAC Pocillopora","HTAC Pocillopora"
"1161",88.4014543220884,"1268","Week11","HTAC","Pocillopora","Week11 HTAC Pocillopora","HTAC Pocillopora"
"1162",-12.1644141667009,"1270","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"1163",-13.6271042547122,"1270","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"1164",-14.2496138677043,"1270","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"1165",-15.0063595512248,"1270","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"1166",2.35643762294281,"1270","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"1167",-6.65799733459942,"1270","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"1168",16.5344135620184,"1270","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"1169",9.00608218359149,"1270","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"1170",42.8690011094063,"1270","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"1171",45.3712253410943,"1270","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"1172",-4.21138585511869,"1270","Week11","HTHC","Montipora","Week11 HTHC Montipora","HTHC Montipora"
"1173",49.0861435354218,"1270","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"1174",-13.134679450362,"1272","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"1175",-13.4426508216771,"1272","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"1176",-13.8628848438506,"1272","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"1177",-3.51960013091014,"1272","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"1178",-11.4392248739625,"1272","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"1179",-5.98727784540444,"1272","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"1180",-4.60302475747752,"1272","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"1181",20.0708590535341,"1272","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"1182",40.6288947645882,"1272","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"1183",27.6678445849011,"1272","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"1184",17.112076772954,"1272","Week11","HTHC","Montipora","Week11 HTHC Montipora","HTHC Montipora"
"1185",1.39667584241438,"1272","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"1186",-5.54365159724718,"1272","Week13","HTHC","Montipora","Week13 HTHC Montipora","HTHC Montipora"
"1187",-9.12164049236619,"1272","Week14","HTHC","Montipora","Week14 HTHC Montipora","HTHC Montipora"
"1188",-12.37748350252,"1272","Week15","HTHC","Montipora","Week15 HTHC Montipora","HTHC Montipora"
"1189",-13.1833386500056,"1272","Week16","HTHC","Montipora","Week16 HTHC Montipora","HTHC Montipora"
"1190",-9.68547844030599,"1273","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"1191",-9.74341890015384,"1273","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"1192",-8.31600595747236,"1273","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"1193",-9.06833236061522,"1273","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"1194",-10.2111346457048,"1273","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"1195",-15.0696519556507,"1273","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"1196",-10.8221896805669,"1273","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"1197",-0.263838627219653,"1273","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"1198",13.82606226141,"1273","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"1199",17.7205310860744,"1273","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"1200",46.5428581701081,"1273","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"1201",-5.2993108429929,"1274","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"1202",-12.3090577084228,"1274","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"1203",-14.5087705725416,"1274","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"1204",-14.0409314830177,"1274","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"1205",12.5152909326746,"1274","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"1206",-0.97427994033907,"1274","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"1207",5.47837289902157,"1274","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"1208",6.03750649749251,"1274","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"1209",9.86655239554889,"1274","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"1210",0.921613190731137,"1274","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"1211",-13.5784591084711,"1274","Week11","HTHC","Montipora","Week11 HTHC Montipora","HTHC Montipora"
"1212",-5.59708170440246,"1274","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"1213",2.54668075630031,"1274","Week13","HTHC","Montipora","Week13 HTHC Montipora","HTHC Montipora"
"1214",-14.9433084417023,"1274","Week14","HTHC","Montipora","Week14 HTHC Montipora","HTHC Montipora"
"1215",-6.55140222123094,"1274","Week15","HTHC","Montipora","Week15 HTHC Montipora","HTHC Montipora"
"1216",-14.1893954987988,"1274","Week16","HTHC","Montipora","Week16 HTHC Montipora","HTHC Montipora"
"1217",-13.5430583609553,"1275","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1218",-11.6079228073301,"1275","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1219",-1.40190100732241,"1275","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1220",15.1091332703514,"1275","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1221",-14.8482964190972,"1278","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1222",-11.0430644479499,"1280","Week1","HTHC","Pocillopora","Week1 HTHC Pocillopora","HTHC Pocillopora"
"1223",-12.7512752498793,"1280","Week2","HTHC","Pocillopora","Week2 HTHC Pocillopora","HTHC Pocillopora"
"1224",-7.66855955130184,"1280","Week3","HTHC","Pocillopora","Week3 HTHC Pocillopora","HTHC Pocillopora"
"1225",-12.5014389630107,"1280","Week4","HTHC","Pocillopora","Week4 HTHC Pocillopora","HTHC Pocillopora"
"1226",-1.41046697749291,"1280","Week5","HTHC","Pocillopora","Week5 HTHC Pocillopora","HTHC Pocillopora"
"1227",10.7811429389854,"1280","Week6","HTHC","Pocillopora","Week6 HTHC Pocillopora","HTHC Pocillopora"
"1228",25.4821037932409,"1280","Week7","HTHC","Pocillopora","Week7 HTHC Pocillopora","HTHC Pocillopora"
"1229",26.3508756695834,"1280","Week8","HTHC","Pocillopora","Week8 HTHC Pocillopora","HTHC Pocillopora"
"1230",71.4278014574852,"1280","Week9","HTHC","Pocillopora","Week9 HTHC Pocillopora","HTHC Pocillopora"
"1231",88.2111281833819,"1280","Week10","HTHC","Pocillopora","Week10 HTHC Pocillopora","HTHC Pocillopora"
"1232",65.8247291832883,"1280","Week11","HTHC","Pocillopora","Week11 HTHC Pocillopora","HTHC Pocillopora"
"1233",108.355266610093,"1280","Week12","HTHC","Pocillopora","Week12 HTHC Pocillopora","HTHC Pocillopora"
"1234",102.44536415847,"1280","Week13","HTHC","Pocillopora","Week13 HTHC Pocillopora","HTHC Pocillopora"
"1235",-10.9215145996395,"1282","Week1","HTHC","Pocillopora","Week1 HTHC Pocillopora","HTHC Pocillopora"
"1236",-3.8444088799884,"1282","Week2","HTHC","Pocillopora","Week2 HTHC Pocillopora","HTHC Pocillopora"
"1237",5.18043947511982,"1282","Week3","HTHC","Pocillopora","Week3 HTHC Pocillopora","HTHC Pocillopora"
"1238",-9.81337232054674,"1282","Week4","HTHC","Pocillopora","Week4 HTHC Pocillopora","HTHC Pocillopora"
"1239",29.6297800105588,"1282","Week5","HTHC","Pocillopora","Week5 HTHC Pocillopora","HTHC Pocillopora"
"1240",43.6457389457234,"1282","Week6","HTHC","Pocillopora","Week6 HTHC Pocillopora","HTHC Pocillopora"
"1241",64.2835853587841,"1282","Week7","HTHC","Pocillopora","Week7 HTHC Pocillopora","HTHC Pocillopora"
"1242",67.4659692035672,"1282","Week8","HTHC","Pocillopora","Week8 HTHC Pocillopora","HTHC Pocillopora"
"1243",89.0263887476316,"1282","Week9","HTHC","Pocillopora","Week9 HTHC Pocillopora","HTHC Pocillopora"
"1244",104.951865344665,"1282","Week10","HTHC","Pocillopora","Week10 HTHC Pocillopora","HTHC Pocillopora"
"1245",65.5757243691684,"1282","Week11","HTHC","Pocillopora","Week11 HTHC Pocillopora","HTHC Pocillopora"
"1246",24.7392390452883,"1283","Week2","HTHC","Pocillopora","Week2 HTHC Pocillopora","HTHC Pocillopora"
"1247",8.12625678132125,"1283","Week3","HTHC","Pocillopora","Week3 HTHC Pocillopora","HTHC Pocillopora"
"1248",-6.21793171654839,"1283","Week4","HTHC","Pocillopora","Week4 HTHC Pocillopora","HTHC Pocillopora"
"1249",66.0251057179685,"1283","Week5","HTHC","Pocillopora","Week5 HTHC Pocillopora","HTHC Pocillopora"
"1250",68.3324705382932,"1283","Week6","HTHC","Pocillopora","Week6 HTHC Pocillopora","HTHC Pocillopora"
"1251",70.6184654829917,"1283","Week7","HTHC","Pocillopora","Week7 HTHC Pocillopora","HTHC Pocillopora"
"1252",85.8213016538772,"1283","Week8","HTHC","Pocillopora","Week8 HTHC Pocillopora","HTHC Pocillopora"
"1253",102.884284483622,"1283","Week9","HTHC","Pocillopora","Week9 HTHC Pocillopora","HTHC Pocillopora"
"1254",87.5839957803822,"1283","Week10","HTHC","Pocillopora","Week10 HTHC Pocillopora","HTHC Pocillopora"
"1255",77.7365138906824,"1283","Week11","HTHC","Pocillopora","Week11 HTHC Pocillopora","HTHC Pocillopora"
"1256",-13.1392988109403,"1284","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1257",-14.9525275165516,"1284","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1258",-12.7767997370283,"1284","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1259",-15.0722466535395,"1284","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1260",-12.5545872677391,"1284","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1261",-4.10301574641371,"1284","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1262",57.433832880863,"1284","Week7","HTAC","Montipora","Week7 HTAC Montipora","HTAC Montipora"
"1263",6.26026376797016,"1284","Week8","HTAC","Montipora","Week8 HTAC Montipora","HTAC Montipora"
"1264",10.2687929715805,"1284","Week9","HTAC","Montipora","Week9 HTAC Montipora","HTAC Montipora"
"1265",9.26817638637503,"1284","Week10","HTAC","Montipora","Week10 HTAC Montipora","HTAC Montipora"
"1266",-0.394982234734823,"1284","Week11","HTAC","Montipora","Week11 HTAC Montipora","HTAC Montipora"
"1267",-1.78705723571985,"1284","Week12","HTAC","Montipora","Week12 HTAC Montipora","HTAC Montipora"
"1268",5.61528092940487,"1284","Week13","HTAC","Montipora","Week13 HTAC Montipora","HTAC Montipora"
"1269",-13.63002852859,"1284","Week14","HTAC","Montipora","Week14 HTAC Montipora","HTAC Montipora"
"1270",-6.78997830539586,"1284","Week15","HTAC","Montipora","Week15 HTAC Montipora","HTAC Montipora"
"1271",-10.852470449717,"1284","Week16","HTAC","Montipora","Week16 HTAC Montipora","HTAC Montipora"
"1272",-11.0203768643794,"1285","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1273",-14.9725020937365,"1285","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1274",-14.8287047013515,"1285","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1275",-15.308567484228,"1285","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1276",9.9111444396009,"1285","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1277",6.77840391169772,"1285","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1278",-11.7475761128281,"1286","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1279",-5.75633067181548,"1286","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1280",-13.4461603924269,"1286","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1281",-9.84563540820934,"1286","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1282",-14.0717342481382,"1286","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1283",-14.4924215395282,"1286","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1284",5.33778015238902,"1287","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1285",38.1679259053492,"1287","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1286",24.6480807232417,"1287","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1287",21.4352475619446,"1287","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1288",45.7848790141694,"1287","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1289",63.0083132464151,"1287","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1290",120.361184275118,"1287","Week7","HTAC","Pocillopora","Week7 HTAC Pocillopora","HTAC Pocillopora"
"1291",48.3368153383708,"1287","Week8","HTAC","Pocillopora","Week8 HTAC Pocillopora","HTAC Pocillopora"
"1292",74.4457179003286,"1287","Week9","HTAC","Pocillopora","Week9 HTAC Pocillopora","HTAC Pocillopora"
"1293",83.6529519608445,"1287","Week10","HTAC","Pocillopora","Week10 HTAC Pocillopora","HTAC Pocillopora"
"1294",68.6324080820912,"1287","Week11","HTAC","Pocillopora","Week11 HTAC Pocillopora","HTAC Pocillopora"
"1295",-11.5015701424535,"1288","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1296",-9.97750676597053,"1288","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1297",-9.01477136643035,"1288","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1298",-14.2084980135152,"1288","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1299",-3.85422417969513,"1288","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1300",-8.42800451181877,"1288","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1301",-14.5647426883622,"1292","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1302",16.0846214987089,"1292","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1303",5.55231463258146,"1292","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1304",39.5909295607328,"1292","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1305",29.2900247297822,"1292","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1306",-12.0688665016756,"1298","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1307",11.2044294817023,"1298","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1308",-12.1902367316518,"1298","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1309",-14.6033320608517,"1298","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1310",6.75131162836435,"1298","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1311",8.65746575961132,"1298","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1312",-14.3563051171554,"1300","Week1","ATHC","Montipora","Week1 ATHC Montipora","ATHC Montipora"
"1313",-14.6451543622177,"1300","Week2","ATHC","Montipora","Week2 ATHC Montipora","ATHC Montipora"
"1314",-13.1833832859182,"1300","Week3","ATHC","Montipora","Week3 ATHC Montipora","ATHC Montipora"
"1315",-8.78986930206994,"1300","Week4","ATHC","Montipora","Week4 ATHC Montipora","ATHC Montipora"
"1316",-9.44251167628133,"1300","Week5","ATHC","Montipora","Week5 ATHC Montipora","ATHC Montipora"
"1317",-13.8155822817873,"1300","Week6","ATHC","Montipora","Week6 ATHC Montipora","ATHC Montipora"
"1318",-13.2905547740101,"1300","Week7","ATHC","Montipora","Week7 ATHC Montipora","ATHC Montipora"
"1319",-6.52123818349013,"1300","Week8","ATHC","Montipora","Week8 ATHC Montipora","ATHC Montipora"
"1320",-14.9479217091278,"1302","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1321",-13.2483373418697,"1302","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1322",-10.7731500976648,"1302","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1323",-13.0422056876968,"1302","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1324",-6.42519449441889,"1302","Week5","HTAC","Pocillopora","Week5 HTAC Pocillopora","HTAC Pocillopora"
"1325",-3.51053510574281,"1302","Week6","HTAC","Pocillopora","Week6 HTAC Pocillopora","HTAC Pocillopora"
"1326",-11.7636806534294,"1306","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1327",-14.9334195638438,"1306","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1328",-14.724340881732,"1306","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1329",-14.6691560115356,"1306","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1330",-8.38748180813146,"1306","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1331",-14.7922169137535,"1306","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1332",-12.5113598916002,"1309","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1333",-12.969144837205,"1309","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1334",-13.7316825582673,"1309","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1335",-11.2613150442037,"1309","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1336",-11.9519478770502,"1309","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1337",-14.8847493191512,"1309","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1338",-1.55200010129806,"1309","Week7","HTAC","Montipora","Week7 HTAC Montipora","HTAC Montipora"
"1339",-12.8981171147753,"1309","Week8","HTAC","Montipora","Week8 HTAC Montipora","HTAC Montipora"
"1340",-12.8274217194178,"1310","Week1","HTAC","Montipora","Week1 HTAC Montipora","HTAC Montipora"
"1341",-13.2273094632818,"1310","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1342",-14.9769845072242,"1310","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1343",3.25567152790541,"1310","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1344",-13.4279824204932,"1310","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1345",-13.8954916748702,"1310","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
"1346",52.6185444472844,"1310","Week7","HTAC","Montipora","Week7 HTAC Montipora","HTAC Montipora"
"1347",-10.0369558429281,"1310","Week8","HTAC","Montipora","Week8 HTAC Montipora","HTAC Montipora"
"1348",11.1653073370619,"1310","Week9","HTAC","Montipora","Week9 HTAC Montipora","HTAC Montipora"
"1349",22.9774086535372,"1310","Week10","HTAC","Montipora","Week10 HTAC Montipora","HTAC Montipora"
"1350",7.1649427042223,"1310","Week11","HTAC","Montipora","Week11 HTAC Montipora","HTAC Montipora"
"1351",47.4013065601466,"1310","Week12","HTAC","Montipora","Week12 HTAC Montipora","HTAC Montipora"
"1352",-14.9426542765962,"1312","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"1353",-13.7865582812655,"1312","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"1354",-11.8854941397492,"1312","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"1355",-13.0629763065002,"1312","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"1356",37.1165827181475,"1312","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"1357",56.1483074552493,"1312","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"1358",52.2512322427319,"1312","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"1359",56.4776712701803,"1312","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"1360",89.7191310539314,"1312","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"1361",120.165235658078,"1312","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"1362",75.3484066448403,"1312","Week11","HTHC","Montipora","Week11 HTHC Montipora","HTHC Montipora"
"1363",103.311067318909,"1312","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"1364",-3.18196716937887,"1313","Week1","HTAC","Pocillopora","Week1 HTAC Pocillopora","HTAC Pocillopora"
"1365",3.65150239958611,"1313","Week2","HTAC","Pocillopora","Week2 HTAC Pocillopora","HTAC Pocillopora"
"1366",6.78858952427266,"1313","Week3","HTAC","Pocillopora","Week3 HTAC Pocillopora","HTAC Pocillopora"
"1367",-0.89473428205842,"1313","Week4","HTAC","Pocillopora","Week4 HTAC Pocillopora","HTAC Pocillopora"
"1368",-7.46917996286342,"1315","Week2","HTAC","Montipora","Week2 HTAC Montipora","HTAC Montipora"
"1369",-15.0968970208237,"1315","Week3","HTAC","Montipora","Week3 HTAC Montipora","HTAC Montipora"
"1370",-15.5070807660002,"1315","Week4","HTAC","Montipora","Week4 HTAC Montipora","HTAC Montipora"
"1371",-13.8763953324644,"1315","Week5","HTAC","Montipora","Week5 HTAC Montipora","HTAC Montipora"
"1372",4.13708263102521,"1315","Week6","HTAC","Montipora","Week6 HTAC Montipora","HTAC Montipora"
