"","Plug_ID","Pgross_umol.cm2.hr","Pnet_umol.cm2.hr","PR","Rdark_umol.cm2.hr"
"1","1036",0.952865434995511,0.782755024070014,4.60145278476126,-0.170110410925498
"2","1038",1.55417538768285,1.24734416137112,4.06524517196272,-0.306831226311721
"3","1042",1.11122715994134,0.906945801259189,4.43968949056344,-0.204281358682156
"4","1044",1.49245908872507,1.26966936234197,5.69895830905025,-0.222789726383095
"5","1046",1.85205532956023,1.48568229489729,4.05510819393166,-0.366373034662939
"6","1048",1.97281247842287,1.64421950915117,5.00381828861243,-0.328592969271695
"7","1054",1.97376970355004,1.53378693885577,3.48601595774228,-0.439982764694265
"8","1061",1.23018467608243,0.862800616501446,2.34849769335528,-0.367384059580986
"9","1065",1.53623603831979,1.23557495393661,4.10952736524401,-0.300661084383178
"10","1066",2.26091124385098,1.8540056908964,4.55635386991964,-0.406905552954582
"11","1067",1.67376512408608,1.27355844087662,3.18225180714955,-0.400206683209457
"12","1077",1.62756877039492,1.32928715820127,4.45648375179856,-0.298281612193648
"13","1080",1.99161484179642,1.48115773501583,2.9016301572474,-0.510457106780593
"14","1084",1.58833762943045,1.32384054321832,5.00512335382258,-0.264497086212124
"15","1085",1.57129797330684,1.35213546072202,6.16955630219256,-0.219162512584818
"16","1086",1.26534885945135,1.03296426034851,4.44506333180631,-0.232384599102833
"17","1088",2.09100908547939,1.73090982283504,4.80675747604791,-0.360099262644344
"18","1091",1.47400534064895,1.1766024605618,3.95625778814585,-0.297402880087152
"19","1092",2.27581410605409,1.95368353715201,6.06488090779715,-0.322130568902072
"20","1094",2.1013680321519,1.72054533259241,4.51796947656375,-0.380822699559494
"21","1098",2.07281846192181,1.60506016088007,3.43138787126914,-0.467758301041736
"22","1099",2.06440196417308,1.29891994925344,1.6968654049825,-0.765482014919642
"23","1100",2.21180863360866,1.69827285744341,3.30701956176264,-0.513535776165242
"24","1104",1.84242312542772,1.38872920774536,3.0609385614855,-0.453693917682358
"25","1116",2.69603364850873,2.23441821015669,4.84043215307854,-0.461615438352046
"26","1117",1.95859027579199,1.52220428763227,3.48820614990772,-0.436385988159714
"27","1118",2.18152089470458,1.64586609005863,3.07262452568965,-0.535654804645947
"28","1122",1.91832640548115,1.61401791798823,5.30388728650157,-0.304308487492921
"29","1127",1.98191019017958,1.57316575584869,3.84877596785866,-0.408744434330885
"30","1130",0.701079702138101,0.44887471428017,1.77980109787926,-0.252204987857931
