sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6
HP04,50.0,-0.09374874431648958,0.0012887903237753652,0.0,-0.0,-0.0,0.0
HP05,51.0,-0.08556815514890376,-0.007992117595212433,-0.0,0.0,-0.0,0.0
HP07,53.0,0.1500315019132078,-0.028873128629875355,0.0,0.0,-0.0,0.0
HP11,57.0,-0.09542390836073614,0.01765509003897602,-0.0,0.0,-0.0,0.0
HP12,58.0,-0.08586855896530395,-0.005666134482813438,-0.0,-0.0,-0.0,0.0
HP14,60.0,0.21057786487822566,0.023587500345150423,-0.0,-0.0,-0.0,0.0
proportion_explained,0.0,0.9822269927840414,0.017773007215958547,0.0,0.0,0.0,0.0
