sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
HP101,225,-0.0364211367793023,0.024258551343026333,-0.019585660840942747,-0.0070960404364167765,-0.0061422266710231856,-0.001570460446024257,0.006725063388959167,-0.0009026354433353838,-0.00018991360877318995,-0.004635118025771947,-0.004395812144830575,0.006995892549927094,-0.010459003915782892,0.006213094293385779,0.004385539666866656,0.0033359042930199753,0.0040900136021702616,-0.0035310521709496154,0.0003185965391919029,-0.004806181950318213,0.0031512052911101783,-0.001254650321155712,-0.0010963703758645814,0.0014907855043430783,0.0026271250843169403,0.0003846291698993153,-0.0034375790274685076,0.0006238626260649553,0.0009340186467468073,-0.0009867314401322952,-0.00022721653003693183,-0.0006583740199710624,0.000746601937494781,0.0006301059567464387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP135,259,-0.029628220031149455,0.014443297650714079,-0.027536133963278583,-0.016338850998384044,0.003771534054830003,-0.01378254087328392,-0.010633573470170845,-0.001974743657346403,0.0012832702817119005,-0.010920738993696244,0.009233449291622366,0.007130378948038835,0.010521958031056025,-0.006742438451314749,-0.005361518018561705,-0.0006029727349388352,-0.005654168819307707,-0.0009116802205080521,0.0025763594459691074,-0.002403877378592054,-0.002393501556225414,0.0014849960210028535,-0.0029899919577211086,-0.0030643833482433326,0.000872480584008943,0.002128227131312252,-9.584924729157204e-05,-0.001505969302435082,-5.801158534343606e-05,0.0015841416900818587,0.00013808589009810512,-0.00028452248141504243,-7.320718285879738e-05,-0.00023947618987281034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP139,263,-0.052247627944783596,-0.010060941367888,-0.010748884603213082,-0.002291117261960442,0.003940259996691825,0.001993071108535328,-0.0009747809666751975,0.004200866812324406,0.0016641665477541675,0.005001618580078076,-0.0038839110960941802,-0.00011910519612202284,-0.0005588213286854036,-0.0012181499594473009,0.0004914148296488365,-0.004454370040906009,-0.002777737047440532,-0.0009822983345720388,-0.0007723877097789677,-0.0007294631275243789,0.002247746699521781,-0.0022039444463474544,-0.0025900966674650364,-0.0007617898168196759,0.00023685760265479275,-0.0009011930265846888,-0.0017636502051866162,0.0005892280150078391,-0.0024986902126792926,-0.0005641837687032521,-0.0006510248021601581,0.0016006862600393592,0.0009212288434522285,-0.0004126423095873611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP141,265,-0.033700382037961704,0.027330772750743314,-0.016859938733926345,-0.01076288215877426,-0.008555337813462615,-0.0007535736983992346,0.013051972707307014,-0.003690459514429888,-0.00383217062483513,0.0016863802113651785,0.005950979704490938,0.0054382788124253964,6.004627807093786e-05,0.008608010354412318,-0.0052889618182347595,0.004404818962317915,0.004933993193028526,-0.005606993570275624,0.0018239750402052452,-0.00598117956413307,0.0008404402974545377,0.0022609698044227322,-0.0020095027433618224,0.00041982411289302155,0.003553255348630001,-0.00046134260929278257,-0.0005384448458135858,0.0008081472734989098,0.0015071438964452428,0.0015777069929219796,0.00036238796097881387,0.0005877210850279255,0.0003528294756595811,-0.000638048945560097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP152,276,-0.04610419138322669,-0.010369308739667673,-0.011100281338607368,-0.004195400907224392,0.0020368766539850982,-0.000682677462557797,0.0023061810516298267,0.000892240223097472,0.0016933862987002569,-0.002636617722926143,-0.0028741791751559125,0.004266305702269946,0.008156934999939417,0.0003036629355666348,-0.0016528319542956735,-0.0014610581659038108,0.006182927354459811,0.0004822286229228659,-0.0019192954527787946,0.003923841076003458,0.0014523560129524582,-0.0010716781963292512,0.0004186598331385238,0.003960041474228587,0.0023834292150278612,-0.00015705075209282055,-0.000693328498432487,-0.0008427105648058501,-0.002730911127272933,-0.0001320316009881948,0.0008257209167416976,0.000179583518118606,-0.0005181183284475303,0.00036885897043545314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP158,282,-0.05503734926682611,-0.013125333433235728,-0.014203961131637523,-0.008009886160765053,0.003306368929037391,0.0006887107106165449,-0.004513897005088395,0.002897146623019129,0.00022596942050520923,0.007500755323451813,-0.0007428754078905093,-0.00039772470415747415,0.002099762904460968,0.0007871554259013848,0.0002831812466663194,-0.007062648275412894,-0.0038856682069922286,-0.005141137664838149,-0.004518150968536743,-0.002810060692097117,0.005789351800683843,0.0024690937002417616,0.0013423385791561052,0.0013077640056728742,0.001548460778106535,0.0012791405227148128,0.0012241147570292274,0.0014556788136938798,-0.000161127681695016,-0.0003420523703167169,0.0015191022130971112,-0.0007032947827670871,-0.0001854109614095344,0.00034529633555829305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP205,329,-0.05444899016228492,-0.016623525865329336,-0.005110395458205055,0.0026960611889316707,0.011191908914931383,0.004849263592567289,-0.0005617813317825803,0.008738158832973039,-0.0002416731984677905,-0.004905678600989452,-0.002383059761426691,-0.0016049017706995287,-0.003671725325575346,0.0027612676065713075,-0.005909749295239081,0.003890935406181366,-0.0024569860839648064,0.0048263805405422255,0.0009544152503621089,0.0008834369428042117,0.0007137853078457433,-0.000727323015755453,1.4272133506142852e-05,0.004451354011730816,-0.002843956772252298,0.0011961581455178878,-0.0009215212936072456,-0.001154788262816136,0.0007230558515667391,0.0006886646512286944,-0.0020710888698555765,-0.0002821747802580162,-0.00038870582606215004,7.763237905420672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP227,351,-0.05406192056997471,-0.009320002402734074,-0.0056418659170975475,0.0021325542535428465,0.0037605856585605788,0.0002102217214544308,0.001124018749318328,0.0015120555287857676,0.0006411724662034656,0.006335108483084792,-0.003361081014659986,0.0007514858317129142,0.008586165354268803,-0.0014703336018356045,0.0010967438939318496,0.0009230372352337354,-0.0031972077908357524,-0.0005593387843065635,0.0017754482774054825,0.001069644067051306,-0.001022022203483318,-0.0023942992830401056,0.002264815721706806,0.0002597099482191083,-0.0010273851103402298,-0.0011946494459378295,-0.0017963226818786871,-0.0026098966182995995,0.0019447857421721448,0.0005404974770910342,0.00038872711013856885,-0.00014223710535260202,0.0003465950738007866,0.0006270805191913207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP232,356,-0.04850600384570461,-0.001322516976668329,-0.009150829362006518,0.0019300002639578262,0.0026590951596028867,0.001650986766470979,0.0020624729155544965,0.0017977598602213346,0.006435400758325185,0.0008923514287933164,-0.005067384275207474,0.0027588279782839466,-0.00014350642329349298,-0.002879715230728677,-0.002022056694748578,-0.00203486197432773,0.001922206635005583,0.0023109510129728063,0.0016265812771077293,0.0011140757664417139,-0.0023736639965255867,-0.0005745875952451922,-0.002215670179176982,7.945494458185586e-05,0.0021354723927022256,-0.0025441999605856367,0.0005605718757459151,0.002126973484695748,0.0014657996338361156,-0.0007826095355893448,0.0005104363789166924,-0.0008739827263745287,-0.0009143119272620314,-0.0015327930625498075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP236,360,-0.0371138567080354,0.021248283717808368,-0.03133918422438053,-0.031926204350999104,0.009759037533678993,-0.02622793765048252,-0.018278491206578786,-0.005022286344203659,-0.0011957558485069318,-0.00571271150618047,-0.004933572270975603,-0.014056808118386287,-0.009403792036002875,-0.003545562732650917,0.00583105899103533,0.004621492679519252,-0.0001453080411640934,0.001705690489546536,0.0013152267802211918,0.005719449937998522,0.001175856999848522,-0.002007129385003167,0.0025640279642360326,-0.000656969670469732,-0.00012998408219941793,-0.0020285479356276005,-0.0006599709045077245,0.0019127204720356156,-0.0012196670355018287,-5.8651524268844454e-05,-0.00042794402730273996,-0.00024050107651410734,0.0003935330610237428,1.6892156217315952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
